"","i","j","空港i","空港j","航空会社","Price_simulation","Price_observed","Frequency_simulation","Frequency_observed","Probability_simulation","Probability_observed","Demand_simulation","Demand_observed"
"73",18,37,"東京","福岡","SKY",9340.74442867273,10850,320.824416661536,3631,0.00933020193803375,0.10554764461731,52136.2634001446,589790
"74",18,37,"成田","福岡","JAL",17284.0288085141,18350,589.449458300982,787,0.00916270092588383,0.012240906830344,51200.283991849,68401
"75",18,37,"成田","福岡","ANA",17572.1770171163,18350,500.434701779649,729,0.00604062262858363,0.00880544991564814,33754.4133081303,49204
"76",18,37,"東京","北九州","JAL",15852.8561164365,18350,1678.9870125626,1455,0.0265815557664366,0.0230277798308238,148535.155211938,128677
"77",18,37,"東京","北九州","SFJ",136393.145613003,14800,1,3778,1.37436798987132e-17,0.068370370781311,7.67983501370590e-11,382047
"78",18,37,"東京","佐賀","ANA",17671.0253224598,18350,1202.81692281959,1808,0.015153787667703,0.0227632798922959,84677.8955697205,127199
"79",18,37,"東京","博多","JR",0,11475,1,1,0.408251933810645,0.198822348920516,2281272.20569631,1111000
"80",18,46,"東京","那覇","JAL",25466.671073813,20400,4331.80593654925,4232,0.503316734115338,0.49157731537897,1310566.8146103,1279999
"81",18,46,"東京","那覇","ANA",25252.0546866877,20400,3959.08539030283,3623,0.464197230226729,0.424837961780602,1208705.0640954,1106219
"82",18,46,"東京","那覇","SKY",12940.127364847,12350,377.143817829584,1087,0.0217547764789959,0.0626761566765661,56646.4140373747,163200
"83",18,46,"成田","那覇","ANA",27748.2508580707,20400,187.43614814231,365,0.0107312591789373,0.020908566163862,27942.7072569268,54443
"84",25,3,"関西","函館","ANA",18189.696478753,19450,106.601323417357,364,0.211075647014401,0.720347514821582,11321.6755545584,38638
"85",25,3,"新大阪","新函館北斗","JR",0,14240,1,1,0.788924352985599,0.279652485178418,42316.3244454416,15000
"86",25,8,"大阪","新千歳","JAL",17448.3026280664,20700,547.16601174728,786,0.102885448827008,0.140432372733023,115327.489039107,157415
"87",25,8,"大阪","新千歳","ANA",17566.1816909194,20700,301.130155514624,424,0.0647258758502181,0.0911608297031664,72553.2407426608,102185
"88",25,8,"関西","新千歳","JAL",19162.1312914734,20650,622.538487010251,1465,0.0898149062067827,0.21137251088604,100676.312629275,236934
"89",25,8,"関西","新千歳","ANA",19139.502005765,20650,633.156863531432,1481,0.0884172441899926,0.206675522400576,99109.6299471326,231669
"90",25,8,"神戸","新千歳","JAL",125685.99237517,20700,1,1085,5.17464436345041e-15,0.157171137206483,5.80041928096683e-09,176178
"91",25,8,"神戸","新千歳","ANA",18573.057529301,20700,569.636551207274,1089,0.062363220861897,0.1191420346123,69904.867523947,133550
"92",25,8,"新大阪","札幌","JR",0,16205,1,1,0.591793304064097,0.0740455924584118,663359.460117872,83000
"93",25,12,"大阪","仙台","ANA",15962.5939911707,15400,1932.29721204974,2178,0.511823011382753,0.576878652402357,253466.01534299,285683
"94",25,12,"大阪","仙台","JEX",15267.9948950981,15400,2379.90738664329,2175,0.443347420179102,0.404957776512352,219555.396115935,200544
"95",25,12,"大阪","仙台","IBX",12583.0478227384,15400,1042.28115216315,422,0.0448295684381449,0.018163571085291,22200.588541075,8995
"96",25,18,"大阪","東京","JAL",9636.99483599379,11250,3674.46101486124,5462,0.0351732680139921,0.052278041421767,885173.698780782,1315634
"97",25,18,"大阪","東京","ANA",9391.01555729741,11250,3692.09035369081,5091,0.0388023642975439,0.0535308382405977,976503.869729504,1347162
"98",25,18,"関西","東京","JAL",11709.6040742605,11250,819.524412892553,2280,0.00347373943468214,0.00966860488311018,87420.4461972386,243321
"99",25,18,"関西","東京","ANA",11385.0147672905,11250,765.981877321806,1934,0.00363503858007293,0.00917158691146802,91479.7153296648,230813
"100",25,18,"関西","東京","SFJ",9692.44796259546,10350,558.583131135577,1456,0.00241313422906742,0.00628953434645316,60729.1580170599,158283
"101",25,18,"大阪","成田","JAL",10736.4228491155,11250,351.013282114878,728,0.00207179932747855,0.00429538285086139,52139.0924808632,108098
"102",25,18,"大阪","成田","ANA",10612.4085013178,11250,319.009933630952,637,0.00176405060040943,0.00352247778479074,44394.2597025589,88647
"103",25,18,"神戸","東京","JAL",11772.7054522543,11250,255.980718409169,726,0.00156068547639343,0.0044277434891361,39276.354281981,111429
"104",25,18,"神戸","東京","ANA",11651.2521564234,11250,299.283612350295,818,0.00178222504769281,0.00487366095617865,44851.6395149416,122651
"105",25,18,"神戸","東京","SKY",7406.70934518491,5700,87.0913212521669,1897,0.000503505458625152,0.0109692835899988,12671.2646942628,276054
"106",25,18,"新大阪","東京","JR",0,7225,1,1,0.908820189534042,0.840972845525638,22871452.5012712,21164000
"107",25,37,"大阪","福岡","JAL",10151.8215532946,10950,336.573859348208,896,0.0110102219685547,0.0282997183452769,33626.2528528311,86430
