"","i","j","空港i","空港j","航空会社","Price_simulation","Price_observed","Frequency_simulation","Frequency_observed","Probability_simulation","Probability_observed","Demand_simulation","Demand_observed"
"79",25,12,"大阪","仙台","JEX",15571.8203834985,15400,2515.11769742241,2175,0.468535434974117,0.404957776512352,232029.055178752,200544
"80",25,12,"大阪","仙台","IBX",12609.7999949218,15400,1197.86882316192,422,0.05152155181585,0.018163571085291,25514.6059333489,8995
"81",25,18,"大阪","東京","JAL",9463.22719492244,11250,3885.69308871736,5462,0.0371952577199227,0.052278041421767,936059.277743284,1315634
"82",25,18,"大阪","東京","ANA",9612.42569971188,11250,3464.12980939904,5091,0.0364065919199168,0.0535308382405977,916211.641663083,1347162
"83",25,18,"関西","東京","JAL",12392.3087549429,11250,668.711077784471,2280,0.00283448303035881,0.00966860488311018,71332.8607144487,243321
"84",25,18,"関西","東京","ANA",12358.3419437891,11250,572.384309024282,1934,0.00271630322796466,0.00917158691146802,68358.7369348557,230813
"85",25,18,"関西","東京","SFJ",9692.89533013303,10350,560.349598188863,1456,0.00242076554099434,0.00628953434645316,60921.2083150932,158283
"86",25,18,"大阪","成田","JAL",10967.376829854,11250,328.390574329632,728,0.00193827244070998,0.00429538285086139,48778.7425639719,108098
"87",25,18,"大阪","成田","ANA",11077.6682594407,11250,278.014698648097,637,0.00153735650326231,0.00352247778479074,38689.2551978977,88647
"88",25,18,"神戸","東京","JAL",12273.5919894638,11250,220.692229915589,726,0.00134553555487562,0.0044277434891361,33861.8715632709,111429
"89",25,18,"神戸","東京","ANA",12197.0539947209,11250,254.541047230451,818,0.00151578439754027,0.00487366095617865,38146.369600663,122651
"90",25,18,"神戸","東京","SKY",7405.9840879719,5700,87.397757603348,1897,0.000505277074594717,0.0109692835899988,12715.8493447415,276054
"91",25,18,"新大阪","東京","JR",0,7225,1,1,0.91158437258986,0.840972845525638,22941016.1863587,21164000
"92",25,37,"大阪","福岡","JAL",11799.3174886678,10950,209.260533583341,896,0.00684546603967579,0.0282997183452769,20906.6967589776,86430
"93",25,37,"大阪","福岡","ANA",11413.5799580479,10950,704.710796672755,2585,0.0256154933520371,0.0939486472911443,78232.1245534964,286928
