"","i","j","空港i","空港j","航空会社","Price_simulation","Price_observed","Frequency_simulation","Frequency_observed","Probability_simulation","Probability_observed","Demand_simulation","Demand_observed"
"63",18,25,"成田","大阪","JAL",10466.8885512589,11250,382.504367922843,729,0.00220132673325534,0.00419307426155835,55202.8157774086,105150
"64",18,25,"成田","大阪","ANA",11429.9697747479,11250,249.707401725864,637,0.0013725027990054,0.00349925306253929,34418.343275843,87751
"65",18,25,"東京","神戸","JAL",12221.3490818863,11250,224.429767778035,727,0.00147950147451944,0.00479286532164488,37101.5561236212,120191
"66",18,25,"東京","神戸","ANA",14025.0263942428,11250,145.802790951112,816,0.000817251902827149,0.00457075002314864,20494.279905822,114621
"67",18,25,"東京","神戸","SKY",7405.76285490978,5700,87.2857649308163,1895,0.000475616886888062,0.0103260485098217,11927.0760632065,258947
"68",18,25,"東京","新大阪","JR",0,7225,1,1,0.914591140155522,0.843838748919032,22935262.3846953,21161000
"69",18,37,"東京","福岡","JAL",16396.2947017683,18350,6255.13190829981,6779,0.252031311720703,0.273188707821163,1408326.52285805,1526552
"70",18,37,"東京","福岡","ANA",16284.7473561762,18350,6122.68148053204,6414,0.274092842776189,0.287233511390588,1531604.21842759,1605033
"71",18,37,"東京","福岡","SKY",9338.88141726485,10850,302.413691665151,3631,0.00879478202258793,0.10554764461731,49144.3888483652,589790
"72",18,37,"成田","福岡","JAL",17948.2413333618,18350,454.16468365878,787,0.00705976586942452,0.012240906830344,39449.2868810549,68401
"73",18,37,"成田","福岡","ANA",18283.1377615669,18350,380.161677645681,729,0.00458883691386767,0.00880544991564814,25641.9755575119,49204
"74",18,37,"東京","北九州","JAL",15484.2096329134,18350,1768.48532149185,1455,0.0279984841119237,0.0230277798308238,156452.813364471,128677
"75",18,37,"東京","北九州","SFJ",12297.4387252132,14800,1405.60283493444,3778,0.0254280683429638,0.068370370781311,142089.579377852,382047
"76",18,37,"東京","佐賀","ANA",17828.6340229016,18350,1080.35933179131,1808,0.0136109956620909,0.0227632798922959,76056.9234931846,127199
"77",18,37,"東京","博多","JR",0,11475,1,1,0.38639491258025,0.198822348920516,2159137.29119192,1111000
"78",18,46,"東京","那覇","JAL",25498.5492851181,20400,4231.16433620228,4232,0.491623088937149,0.49157731537897,1280118.18798297,1279999
"79",18,46,"東京","那覇","ANA",25097.9243397877,20400,4091.09759698073,3623,0.479675477007184,0.424837961780602,1249008.2672354,1106219
"80",18,46,"東京","那覇","SKY",12938.7690977151,12350,372.106631040288,1087,0.0214642165718636,0.0626761566765661,55889.8364270293,163200
"81",18,46,"成田","那覇","ANA",29003.7777119373,20400,126.407921550785,365,0.00723721748380319,0.020908566163862,18844.7083545932,54443
"82",25,8,"大阪","新千歳","JAL",17137.3117378992,20700,309.6515583941,786,0.058224814556051,0.140432372733023,65265.9996051288,157415
"83",25,8,"大阪","新千歳","ANA",17985.5006068207,20700,136.614388059386,424,0.0293643321964011,0.0911608297031664,32915.390253244,102185
"84",25,8,"関西","新千歳","JAL",18772.2515235754,20650,360.820897658139,1465,0.0520563720264886,0.21137251088604,58351.6011520238,236934
"85",25,8,"関西","新千歳","ANA",19966.5587294272,20650,253.892144345491,1481,0.0354547901436461,0.206675522400576,39742.3733705074,231669
"86",25,8,"神戸","新千歳","JAL",18320.9969386844,20700,315.506399689157,1085,0.0457344221051664,0.157171137206483,51265.1315047663,176178
"87",25,8,"神戸","新千歳","ANA",18886.0737980754,20700,266.879600330248,1089,0.0292177028030528,0.1191420346123,32751.0288207288,133550
"88",25,8,"新大阪","札幌","JR",0,17725,1,1,0.749947566169194,0.0740455924584118,840639.475293601,83000
"89",25,12,"大阪","仙台","ANA",16401.2887325775,15400,1856.42259713123,2178,0.491725495507387,0.576878652402357,243513.283336159,285683
"90",25,12,"大阪","仙台","JEX",15457.3724235787,15400,2465.69907953657,2175,0.45932935541343,0.404957776512352,227470.00204655,200544
"91",25,12,"大阪","仙台","IBX",12599.2639928406,15400,1137.96782240805,422,0.0489451490791835,0.018163571085291,24238.7146172914,8995
"92",25,18,"大阪","東京","JAL",9315.54083996141,11250,4055.90623294597,5462,0.0388245994158184,0.052278041421767,977063.440761633,1315634
"93",25,18,"大阪","東京","ANA",9765.57231251143,11250,3301.1391192294,5091,0.0346936262199446,0.0535308382405977,873102.989264739,1347162
"94",25,18,"関西","東京","JAL",11232.8074289113,11250,948.153513735928,2280,0.00401896294848845,0.00966860488311018,101141.591306252,243321
"95",25,18,"関西","東京","ANA",12017.5392436536,11250,633.425646960619,1934,0.00300598060147338,0.00917158691146802,75648.7843668943,230813
"96",25,18,"関西","東京","SFJ",9692.44977078977,10350,559.398251777087,1456,0.00241665563064797,0.00628953434645316,60817.7779332049,158283
"97",25,18,"大阪","成田","JAL",10396.1334518221,11250,389.667382674776,728,0.00229994892643895,0.00429538285086139,57880.7262780639,108098
"98",25,18,"大阪","成田","ANA",11506.5305770396,11250,243.719224522435,637,0.00134771052254282,0.00352247778479074,33916.6069996808,88647
"99",25,18,"神戸","東京","JAL",11994.3215573253,11250,239.72066659086,726,0.00146154978025215,0.0044277434891361,36781.4962324055,111429
"100",25,18,"神戸","東京","ANA",12493.7550807936,11250,232.249483047104,818,0.00138303879303549,0.00487366095617865,34805.6815051002,122651
"101",25,18,"神戸","東京","SKY",7406.81872101701,5700,87.2155705534588,1897,0.000504223787392375,0.0109692835899988,12689.3422221049,276054
"102",25,18,"新大阪","東京","JR",0,7225,1,1,0.910043703373965,0.840972845525638,22902243.5631299,21164000
