"","X.1","rk","i","j","X207ゾーンi","X207ゾーンj","X47ゾーンi","X47ゾーンj","X207ゾーン名i","X207ゾーン名j","最寄りi","最寄りj","X","x_ij.k","ODij","所要時間","費用","航空便数","滞在可能時間","アクセシビリティ","鉄道ダミー","エアライン参入数","prob","y","utility","sumexputility","Probability"
"243",675,675,7,14,51,91,13,18,"秋田臨海","宇都宮","秋田","宇都宮","秋田駅宇都宮駅",1,1,238,17500,1,604,2.311534,1,0,0.999,6.90675477864855,3.90117399501887,514.391110975761,0.0961534527667478
"244",676,676,7,14,51,91,13,18,"秋田臨海","宇都宮","秋田","羽田","秋田駅羽田駅",0,1,70,24600,7,565,15.329521,0,2,0.001,-6.90675477864855,-1.44866913492196,514.391110975761,0.000456622737669132
"245",681,681,7,17,51,101,13,18,"秋田臨海","前橋・高崎","秋田","高崎","秋田駅高崎駅",6,9,226,20300,1,628,2.311534,1,0,0.666666666666667,0.693147180559945,4.4652362051187,514.391110975761,0.169018401177089
"246",682,682,7,17,51,101,13,18,"秋田臨海","前橋・高崎","秋田","羽田","秋田駅羽田駅",3,9,70,24600,7,565,15.329521,0,2,0.333333333333333,-0.693147180559946,-1.44866913492196,514.391110975761,0.000456622737669132
"247",685,685,7,19,51,111,13,18,"秋田臨海","浦和","秋田","大宮","秋田駅大宮駅",68,74,244,19220,1,592,2.311534,1,0,0.918918918918919,2.42774823594805,3.90884098727944,514.391110975761,0.0968934938644868
"248",686,686,7,19,51,111,13,18,"秋田臨海","浦和","秋田","羽田","秋田駅羽田駅",6,74,70,24600,7,565,15.329521,0,2,0.0810810810810811,-2.42774823594805,-1.44866913492196,514.391110975761,0.000456622737669132
"249",687,687,7,20,51,113,13,18,"秋田臨海","児玉・大里","秋田","熊谷","秋田駅熊谷駅",3,3,216,19660,1,648,2.311534,1,0,0.999,6.90675477864855,4.65920823618378,514.391110975761,0.205198873346114
"250",688,688,7,20,51,113,13,18,"秋田臨海","児玉・大里","秋田","羽田","秋田駅羽田駅",0,3,70,24600,7,565,15.329521,0,2,0.001,-6.90675477864855,-1.44866913492196,514.391110975761,0.000456622737669132
"251",689,689,7,21,51,131,13,18,"秋田臨海","23区","秋田","東京","秋田駅東京駅",172,307,228,19660,1,624,2.311534,1,0,0.560260586319218,0.242219698375024,4.35513149802926,514.391110975761,0.151396600140374
"252",690,690,7,21,51,131,13,18,"秋田臨海","23区","秋田","羽田","秋田駅羽田駅",135,307,70,24600,7,565,15.329521,0,2,0.439739413680782,-0.242219698375024,-1.44866913492196,514.391110975761,0.000456622737669132
"253",691,691,7,22,51,141,13,18,"秋田臨海","横浜","秋田","新横浜","秋田駅新横浜駅",18,39,247,20300,1,586,2.311534,1,0,0.461538461538462,-0.154150679827258,3.93310191334828,514.391110975761,0.0992729671579737
"254",692,692,7,22,51,141,13,18,"秋田臨海","横浜","秋田","羽田","秋田駅羽田駅",21,39,70,24600,7,565,15.329521,0,2,0.538461538461538,0.154150679827258,-1.44866913492196,514.391110975761,0.000456622737669132
"255",693,693,7,23,51,144,13,18,"秋田臨海","小田原","秋田","小田原","秋田駅小田原駅",0,1,268,20960,1,544,2.311534,1,0,0.001,-6.90675477864855,3.46224991139355,514.391110975761,0.0619929889981073
"256",694,694,7,23,51,144,13,18,"秋田臨海","小田原","秋田","羽田","秋田駅羽田駅",1,1,70,24600,7,565,15.329521,0,2,0.999,6.90675477864855,-1.44866913492196,514.391110975761,0.000456622737669132
"257",695,695,7,24,51,151,13,20,"秋田臨海","新潟","秋田","新潟","秋田駅新潟駅",11,11,297,23980,1,486,2.311534,1,0,0.999,6.90675477864855,3.00781069607066,52.377105334522,0.386486291966637
"258",697,697,7,25,51,152,13,20,"秋田臨海","長岡","秋田","長岡","秋田駅長岡駅",1,1,274,22680,1,532,2.311534,1,0,0.999,6.90675477864855,3.46991690365412,52.377105334522,0.613513708033363
"259",703,703,7,28,51,201,13,18,"秋田臨海","長野","秋田","長野","秋田駅長野駅",3,4,288,22240,1,504,2.311534,1,0,0.75,1.09861228866811,3.07430584926339,514.391110975761,0.0420591615662557
"260",704,704,7,28,51,201,13,18,"秋田臨海","長野","秋田","羽田","秋田駅羽田駅",1,4,70,24600,7,565,15.329521,0,2,0.25,-1.09861228866811,-1.44866913492196,514.391110975761,0.000456622737669132
"261",707,707,7,30,51,211,13,24,"秋田臨海","岐阜","秋田","岐阜羽島","秋田駅岐阜羽島駅",0,1,408,25920,1,264,2.311534,1,0,0.001,-6.90675477864855,0.375233659417711,28.2230028442343,0.0515654352876276
"262",709,709,7,31,51,221,13,18,"秋田臨海","中部","秋田","静岡","秋田駅静岡駅",2,2,296,22680,1,488,2.311534,1,0,0.999,6.90675477864855,2.91244288370416,514.391110975761,0.0357737459237536
"263",710,710,7,31,51,221,13,18,"秋田臨海","中部","秋田","羽田","秋田駅羽田駅",0,2,70,24600,7,565,15.329521,0,2,0.001,-6.90675477864855,-1.44866913492196,514.391110975761,0.000456622737669132
"264",711,711,7,32,51,222,13,24,"秋田臨海","西部","秋田","浜松","秋田駅浜松駅",3,4,322,23320,1,436,2.311534,1,0,0.75,1.09861228866811,2.31303520176639,28.2230028442343,0.358043014570185
"265",713,713,7,33,51,223,13,18,"秋田臨海","東部","秋田","三島","秋田駅三島駅",6,7,290,21600,1,500,2.311534,1,0,0.857142857142857,1.79175946922805,2.96420114217395,514.391110975761,0.0376740876824065
"266",714,714,7,33,51,223,13,18,"秋田臨海","東部","秋田","羽田","秋田駅羽田駅",1,7,70,24600,7,565,15.329521,0,2,0.142857142857143,-1.79175946922806,-1.44866913492196,514.391110975761,0.000456622737669132
"267",715,715,7,34,51,231,13,24,"秋田臨海","名古屋","秋田","名古屋","秋田駅名古屋駅",13,27,327,25280,1,426,2.311534,1,0,0.481481481481481,-0.0741079721537221,2.36832639123038,28.2230028442343,0.378397155918423
"268",717,717,7,35,51,232,13,24,"秋田臨海","東三河","秋田","豊橋","秋田駅豊橋駅",0,1,365,23980,1,350,2.311534,1,0,0.001,-6.90675477864855,1.28470917986169,28.2230028442343,0.12803800190111
"269",719,719,7,36,51,233,13,24,"秋田臨海","豊田","秋田","三河安城","秋田駅三河安城駅",3,10,384,24620,1,312,2.311534,1,0,0.3,-0.847297860387204,0.862679595180721,28.2230028442343,0.0839563923226555
"270",723,723,7,38,51,261,13,25,"秋田臨海","京都","秋田","京都","秋田駅京都駅",0,12,363,27640,1,354,2.311534,1,0,0.001,-6.90675477864855,1.67522678883501,14.2340337408379,0.37515760906135
"271",725,725,7,39,51,271,13,25,"秋田臨海","大阪","秋田","新大阪","秋田駅新大阪駅",1,13,378,28300,1,324,2.311534,1,0,0.0769230769230769,-2.484906649788,1.35641315595753,14.2340337408379,0.272743718888729
"272",727,727,7,40,51,281,13,25,"秋田臨海","神戸","秋田","新神戸","秋田駅新神戸駅",0,4,391,28940,1,298,2.311534,1,0,0.001,-6.90675477864855,1.08642194035382,14.2340337408379,0.20820879118933
"273",729,729,7,41,51,283,13,25,"秋田臨海","播磨","秋田","姫路","秋田駅姫路駅",0,1,408,29600,1,264,2.311534,1,0,0.001,-6.90675477864855,0.716928851117263,14.2340337408379,0.143889880860591
"274",731,731,7,42,51,331,13,30,"秋田臨海","県南","秋田","岡山","秋田駅岡山駅",0,1,423,30680,1,234,2.311534,1,0,0.001,-6.90675477864855,0.437113039031585,1.5482310777069,1
"275",733,733,7,43,51,341,13,31,"秋田臨海","広島","秋田","広島","秋田駅広島駅",1,3,464,33040,1,152,2.311534,1,0,0.333333333333333,-0.693147180559946,-0.382685204261513,0.682027564867264,1
"276",737,737,7,45,51,351,13,32,"秋田臨海","山口","秋田","新山口","秋田駅新山口駅",0,1,492,35640,1,96,2.311534,1,0,0.001,-6.90675477864855,-0.850782512196657,0.427080605375814,1
"277",747,747,7,50,51,401,13,37,"秋田臨海","福岡","秋田","博多","秋田駅博多駅",0,10,528,37360,1,24,2.311534,1,0,0.001,-6.90675477864855,-1.6033073653224,0.49295092679675,0.408214823294479
"278",749,749,7,51,51,402,13,37,"秋田臨海","北九州","秋田","小倉","秋田駅小倉駅",0,2,511,36720,1,58,2.311534,1,0,0.001,-6.90675477864855,-1.23195723700051,0.49295092679675,0.591785176705521
"279",757,757,8,1,61,22,15,10,"山形","南部","山形","八戸","山形駅八戸駅",9,9,163,14680,1,754,1.318608,1,0,0.999,6.90675477864855,5.56106019059824,260.098444123814,1
"280",759,759,8,2,61,31,15,11,"山形","盛岡","山形","盛岡","山形駅盛岡駅",27,27,171,6040,1,738,1.318608,1,0,0.999,6.90675477864855,4.55610148030208,411.820149524419,0.231196971004851
"281",761,761,8,3,61,32,15,11,"山形","北上中部","山形","新花巻","山形駅新花巻駅",1,1,159,5180,1,762,1.318608,1,0,0.999,6.90675477864855,4.78032553778769,411.820149524419,0.289308644709927
"282",763,763,8,4,61,33,15,11,"山形","両磐","山形","一ノ関","山形駅一ノ関駅",2,2,131,2980,1,818,1.318608,1,0,0.999,6.90675477864855,5.28556362742931,411.820149524419,0.479494384285222
"283",765,765,8,5,61,41,15,12,"山形","仙台","山形","仙台","山形駅仙台駅",6,6,91,400,1,898,1.318608,1,0,0.999,6.90675477864855,6.0595947126043,1354.58419945057,0.316113134233406
"284",769,769,8,7,61,51,15,13,"山形","秋田臨海","山形","秋田","山形駅秋田駅",6,6,266,10800,1,548,1.318608,1,0,0.999,6.90675477864855,2.59080260555247,13.3404744464038,1
"285",777,777,8,11,61,71,15,12,"山形","福島","山形","福島","山形駅福島駅",5,5,70,2980,1,940,1.318608,1,0,0.999,6.90675477864855,6.83128704638147,1354.58419945057,0.683886865766594
"286",779,779,8,12,61,73,15,17,"山形","郡山","山形","郡山","山形駅郡山駅",3,3,85,4540,1,910,1.318608,1,0,0.999,6.90675477864855,6.59604017234356,875.003244425238,0.836785576830082
"287",781,781,8,13,61,76,15,17,"山形","白河","山形","新白河","山形駅新白河駅",1,1,155,6040,1,770,1.318608,1,0,0.999,6.90675477864855,4.96153713117478,875.003244425238,0.163214423169917
"288",783,783,8,14,61,91,15,18,"山形","宇都宮","山形","宇都宮","山形駅宇都宮駅",36,36,112,8860,1,856,1.318608,1,0,0.999,6.90675477864855,6.31298795392579,2674.07143158056,0.206311211089068
"289",784,784,8,14,61,91,15,18,"山形","宇都宮","山形","羽田","山形駅羽田駅",0,36,60,18200,1,0,17.369282,0,1,0.001,-6.90675477864855,-5.61203806160893,2674.07143158056,1.36631184492554e-06
"290",785,785,8,15,61,93,15,18,"山形","栃木・小山","山形","小山","山形駅小山駅",19,19,112,9500,1,856,1.318608,1,0,0.999,6.90675477864855,6.37241320465614,2674.07143158056,0.218942910449162
"291",786,786,8,15,61,93,15,18,"山形","栃木・小山","山形","羽田","山形駅羽田駅",0,19,60,18200,1,0,17.369282,0,1,0.001,-6.90675477864855,-5.61203806160893,2674.07143158056,1.36631184492554e-06
"292",789,789,8,17,61,101,15,18,"山形","前橋・高崎","山形","高崎","山形駅高崎駅",4,4,161,13600,1,758,1.318608,1,0,0.999,6.90675477864855,5.51145953634985,2674.07143158056,0.0925600242285609
"293",790,790,8,17,61,101,15,18,"山形","前橋・高崎","山形","羽田","山形駅羽田駅",0,4,60,18200,1,0,17.369282,0,1,0.001,-6.90675477864855,-5.61203806160893,2674.07143158056,1.36631184492554e-06
"294",793,793,8,19,61,111,15,18,"山形","浦和","山形","大宮","山形駅大宮駅",52,52,137,11240,1,806,1.318608,1,0,0.999,6.90675477864855,5.90048240059071,2674.07143158056,0.136575859688392
"295",794,794,8,19,61,111,15,18,"山形","浦和","山形","羽田","山形駅羽田駅",0,52,60,18200,1,0,17.369282,0,1,0.001,-6.90675477864855,-5.61203806160893,2674.07143158056,1.36631184492554e-06
"296",795,795,8,20,61,113,15,18,"山形","児玉・大里","山形","熊谷","山形駅熊谷駅",2,2,151,12520,1,778,1.318608,1,0,0.999,6.90675477864855,5.66457670753781,2674.07143158056,0.107875147403775
"297",796,796,8,20,61,113,15,18,"山形","児玉・大里","山形","羽田","山形駅羽田駅",0,2,60,18200,1,0,17.369282,0,1,0.001,-6.90675477864855,-5.61203806160893,2674.07143158056,1.36631184492554e-06
"298",797,797,8,21,61,131,15,18,"山形","23区","山形","東京","山形駅東京駅",398,423,162,11880,1,756,1.318608,1,0,0.940898345153664,2.76757618041624,5.32641444683248,2674.07143158056,0.0769235641252357
"299",798,798,8,21,61,131,15,18,"山形","23区","山形","羽田","山形駅羽田駅",25,423,60,18200,1,0,17.369282,0,1,0.0591016548463357,-2.76757618041624,-5.61203806160893,2674.07143158056,1.36631184492554e-06
"300",799,799,8,22,61,141,15,18,"山形","横浜","山形","新横浜","山形駅新横浜駅",47,48,181,12960,1,718,1.318608,1,0,0.979166666666667,3.85014760171006,4.94523972202863,2674.07143158056,0.0525432967818082
"301",800,800,8,22,61,141,15,18,"山形","横浜","山形","羽田","山形駅羽田駅",1,48,60,18200,1,0,17.369282,0,1,0.0208333333333333,-3.85014760171006,-5.61203806160893,2674.07143158056,1.36631184492554e-06
"302",801,801,8,23,61,144,15,18,"山形","小田原","山形","小田原","山形駅小田原駅",10,10,202,14680,1,676,1.318608,1,0,0.999,6.90675477864855,4.57281079159604,2674.07143158056,0.0362054116188454
"303",802,802,8,23,61,144,15,18,"山形","小田原","山形","羽田","山形駅羽田駅",0,10,60,18200,1,0,17.369282,0,1,0.001,-6.90675477864855,-5.61203806160893,2674.07143158056,1.36631184492554e-06
"304",805,805,8,25,61,152,15,20,"山形","長岡","山形","長岡","山形駅長岡駅",1,1,209,17920,1,662,1.318608,1,0,0.999,6.90675477864855,4.69627302616167,109.538164870511,1
"305",811,811,8,28,61,201,15,18,"山形","長野","山形","長野","山形駅長野駅",6,6,223,16840,1,634,1.318608,1,0,0.999,6.90675477864855,4.24123672104058,2674.07143158056,0.025987990548645
"306",812,812,8,28,61,201,15,18,"山形","長野","山形","羽田","山形駅羽田駅",0,6,60,18200,1,0,17.369282,0,1,0.001,-6.90675477864855,-5.61203806160893,2674.07143158056,1.36631184492554e-06
"307",813,813,8,29,61,203,15,24,"山形","上田","山形","上田","山形駅上田駅",2,2,211,15760,1,658,1.318608,1,0,0.999,6.90675477864855,4.44503334858763,188.446442634523,0.452132276890657
"308",815,815,8,30,61,211,15,24,"山形","岐阜","山形","岐阜羽島","山形駅岐阜羽島駅",1,1,342,20960,1,396,1.318608,1,0,0.999,6.90675477864855,1.60835911925156,188.446442634523,0.0265041296227322
"309",817,817,8,31,61,221,15,18,"山形","中部","山形","静岡","山形駅静岡駅",7,7,230,17500,1,620,1.318608,1,0,0.999,6.90675477864855,4.12514091359946,2674.07143158056,0.0231394446496737
"310",818,818,8,31,61,221,15,18,"山形","中部","山形","羽田","山形駅羽田駅",0,7,60,18200,1,0,17.369282,0,1,0.001,-6.90675477864855,-5.61203806160893,2674.07143158056,1.36631184492554e-06
"311",819,819,8,32,61,222,15,24,"山形","西部","山形","浜松","山形駅浜松駅",1,1,256,19220,1,568,1.318608,1,0,0.999,6.90675477864855,3.62601334226916,188.446442634523,0.199328611861584
"312",821,821,8,33,61,223,15,18,"山形","東部","山形","三島","山形駅三島駅",6,6,224,15760,1,632,1.318608,1,0,0.999,6.90675477864855,4.11561688225356,2674.07143158056,0.0229201099865401
"313",822,822,8,33,61,223,15,18,"山形","東部","山形","羽田","山形駅羽田駅",0,6,60,18200,1,0,17.369282,0,1,0.001,-6.90675477864855,-5.61203806160893,2674.07143158056,1.36631184492554e-06
"314",823,823,8,34,61,231,15,24,"山形","名古屋","山形","名古屋","山形駅名古屋駅",5,7,261,20960,1,558,1.318608,1,0,0.714285714285714,0.916290731874155,3.66087710179459,188.446442634523,0.206400516951512
"315",825,825,8,35,61,232,15,24,"山形","東三河","山形","豊橋","山形駅豊橋駅",1,2,299,19660,1,482,1.318608,1,0,0.5,0,2.5772598904259,188.446442634523,0.0698396099666377
"316",827,827,8,36,61,233,15,24,"山形","豊田","山形","三河安城","山形駅三河安城駅",6,12,318,20300,1,444,1.318608,1,0,0.5,0,2.15523030574493,188.446442634523,0.0457948547068779
"317",831,831,8,38,61,261,15,25,"山形","京都","山形","京都","山形駅京都駅",9,23,297,22680,1,486,1.318608,1,0,0.391304347826087,-0.441832752279039,2.90835224866886,49.2559833824842,0.372068016425149
"318",833,833,8,39,61,271,15,25,"山形","大阪","山形","新大阪","山形駅新大阪駅",4,12,312,23320,1,456,1.318608,1,0,0.333333333333333,-0.693147180559946,2.58768157670606,49.2559833824842,0.269995692576226
"319",835,835,8,40,61,281,15,25,"山形","神戸","山形","新神戸","山形駅新神戸駅",1,6,325,23980,1,430,1.318608,1,0,0.166666666666667,-1.6094379124341,2.31954740018768,49.2559833824842,0.206494097597854
"320",837,837,8,41,61,283,15,25,"山形","播磨","山形","姫路","山形駅姫路駅",1,2,342,25280,1,396,1.318608,1,0,0.5,0,2.00947956168147,49.2559833824842,0.15144219340077
"321",839,839,8,42,61,331,15,30,"山形","県南","山形","岡山","山形駅岡山駅",1,2,357,26360,1,366,1.318608,1,0,0.5,0,1.72966374959579,5.63875755511428,1
"322",841,841,8,43,61,341,15,31,"山形","広島","山形","広島","山形駅広島駅",1,4,398,28940,1,284,1.318608,1,0,0.25,-1.09861228866811,0.930292936241257,6.32755627879058,0.400668381957113
"323",843,843,8,44,61,342,15,31,"山形","備後","山形","福山","山形駅福山駅",1,2,375,27000,1,330,1.318608,1,0,0.5,0,1.33297389309437,6.32755627879058,0.599331618042887
"324",845,845,8,45,61,351,15,32,"山形","山口","山形","新山口","山形駅新山口駅",1,1,426,30680,1,228,1.318608,1,0,0.999,6.90675477864855,0.382342947637195,1.46571466232945,1
"325",855,855,8,50,61,401,15,37,"山形","福岡","山形","博多","山形駅博多駅",2,7,462,33040,1,156,1.318608,1,0,0.285714285714286,-0.916290731874155,-0.310756654758187,1.75282690820893,0.418120121598203
"326",857,857,8,51,61,402,15,37,"山形","北九州","山形","小倉","山形駅小倉駅",0,2,445,31960,1,190,1.318608,1,0,0.001,-6.90675477864855,0.0197386136865774,1.75282690820893,0.581879878401797
"327",867,867,9,2,63,31,12,11,"米沢","盛岡","米沢","盛岡","米沢駅盛岡駅",3,3,137,8000,1,806,1.755003,1,0,0.999,6.90675477864855,5.59030300623725,14128.3639987586,0.01895596387465
"328",869,869,9,3,63,32,12,11,"米沢","北上中部","米沢","新花巻","米沢駅新花巻駅",1,1,125,6700,1,830,1.755003,1,0,0.999,6.90675477864855,5.77367220384574,14128.3639987586,0.0227709999867465
"329",873,873,9,5,63,41,12,12,"米沢","仙台","米沢","仙台","米沢駅仙台駅",45,45,57,1340,1,966,1.755003,1,0,0.999,6.90675477864855,6.99908724518797,16100.189639307,0.0680509163219102
"330",885,885,9,11,63,71,12,12,"米沢","福島","米沢","福島","米沢駅福島駅",6,6,36,1520,1,1008,1.755003,1,0,0.999,6.90675477864855,7.5479348887263,16100.189639307,0.117813614549691
"331",891,891,9,14,63,91,12,18,"米沢","宇都宮","米沢","宇都宮","米沢駅宇都宮駅",2,2,78,7340,1,924,1.755003,1,0,0.999,6.90675477864855,7.02406467901465,37639.4616955962,0.0298448312022715
"332",892,892,9,14,63,91,12,18,"米沢","宇都宮","仙台","羽田","仙台駅羽田駅",0,2,60,18100,4,225,75.292453,0,2,0.001,-6.90675477864855,-4.81191957519444,37639.4616955962,2.16056072639251e-07
"333",893,893,9,15,63,93,12,18,"米沢","栃木・小山","米沢","小山","米沢駅小山駅",2,2,78,8000,1,924,1.755003,1,0,0.999,6.90675477864855,7.08534696883033,37639.4616955962,0.0317309947514907
"334",894,894,9,15,63,93,12,18,"米沢","栃木・小山","仙台","羽田","仙台駅羽田駅",0,2,60,18100,4,225,75.292453,0,2,0.001,-6.90675477864855,-4.81191957519444,37639.4616955962,2.16056072639251e-07
"335",895,895,9,16,63,95,12,18,"米沢","那須","米沢","那須塩原","米沢駅那須塩原駅",1,1,106,5180,1,868,1.755003,1,0,0.999,6.90675477864855,6.11399206877247,37639.4616955962,0.0120123952665129
"336",896,896,9,16,63,95,12,18,"米沢","那須","仙台","羽田","仙台駅羽田駅",0,1,60,18100,4,225,75.292453,0,2,0.001,-6.90675477864855,-4.81191957519444,37639.4616955962,2.16056072639251e-07
"337",897,897,9,17,63,101,12,18,"米沢","前橋・高崎","米沢","高崎","米沢駅高崎駅",6,6,127,11880,1,826,1.755003,1,0,0.999,6.90675477864855,6.20396587058548,37639.4616955962,0.0131433096509262
"338",898,898,9,17,63,101,12,18,"米沢","前橋・高崎","仙台","羽田","仙台駅羽田駅",0,6,60,18100,4,225,75.292453,0,2,0.001,-6.90675477864855,-4.81191957519444,37639.4616955962,2.16056072639251e-07
"339",901,901,9,19,63,111,12,18,"米沢","浦和","米沢","大宮","米沢駅大宮駅",29,29,103,10160,1,874,1.755003,1,0,0.999,6.90675477864855,6.65241398555669,37639.4616955962,0.020580848776383
"340",902,902,9,19,63,111,12,18,"米沢","浦和","仙台","羽田","仙台駅羽田駅",0,29,60,18100,4,225,75.292453,0,2,0.001,-6.90675477864855,-4.81191957519444,37639.4616955962,2.16056072639251e-07
"341",905,905,9,21,63,131,12,18,"米沢","23区","米沢","東京","米沢駅東京駅",135,135,128,10800,1,824,1.755003,1,0,0.999,6.90675477864855,6.07834603179846,37639.4616955962,0.0115917428176104
"342",906,906,9,21,63,131,12,18,"米沢","23区","仙台","羽田","仙台駅羽田駅",0,135,60,18100,4,225,75.292453,0,2,0.001,-6.90675477864855,-4.81191957519444,37639.4616955962,2.16056072639251e-07
"343",907,907,9,22,63,141,12,18,"米沢","横浜","米沢","新横浜","米沢駅新横浜駅",26,26,147,11880,1,786,1.755003,1,0,0.999,6.90675477864855,5.6971713069946,37639.4616955962,0.007917838831447
"344",908,908,9,22,63,141,12,18,"米沢","横浜","仙台","羽田","仙台駅羽田駅",0,26,60,18100,4,225,75.292453,0,2,0.001,-6.90675477864855,-4.81191957519444,37639.4616955962,2.16056072639251e-07
"345",909,909,9,23,63,144,12,18,"米沢","小田原","米沢","小田原","米沢駅小田原駅",1,1,168,12960,1,744,1.755003,1,0,0.999,6.90675477864855,5.26531712583167,37639.4616955962,0.00514108482481242
"346",910,910,9,23,63,144,12,18,"米沢","小田原","仙台","羽田","仙台駅羽田駅",0,1,60,18100,4,225,75.292453,0,2,0.001,-6.90675477864855,-4.81191957519444,37639.4616955962,2.16056072639251e-07
"347",921,921,9,29,63,203,12,24,"米沢","上田","米沢","上田","米沢駅上田駅",1,1,177,14680,1,726,1.755003,1,0,0.999,6.90675477864855,5.19696493355361,1855.44846227284,0.0974011977767524
"348",925,925,9,31,63,221,12,18,"米沢","中部","米沢","静岡","米沢駅静岡駅",3,3,196,15760,1,688,1.755003,1,0,0.999,6.90675477864855,4.81579020874976,37639.4616955962,0.00327965159437512
"349",926,926,9,31,63,221,12,18,"米沢","中部","仙台","羽田","仙台駅羽田駅",0,3,60,18100,4,225,75.292453,0,2,0.001,-6.90675477864855,-4.81191957519444,37639.4616955962,2.16056072639251e-07
"350",927,927,9,32,63,222,12,24,"米沢","西部","米沢","浜松","米沢駅浜松駅",2,2,222,17920,1,636,1.755003,1,0,0.999,6.90675477864855,4.35751749729658,1855.44846227284,0.0420723633156455
"351",929,929,9,33,63,223,12,18,"米沢","東部","米沢","三島","米沢駅三島駅",2,2,190,14040,1,700,1.755003,1,0,0.999,6.90675477864855,4.80812321648918,37639.4616955962,0.00325460267860893
"352",930,930,9,33,63,223,12,18,"米沢","東部","仙台","羽田","仙台駅羽田駅",0,2,60,18100,4,225,75.292453,0,2,0.001,-6.90675477864855,-4.81191957519444,37639.4616955962,2.16056072639251e-07
"353",931,931,9,34,63,231,12,24,"米沢","名古屋","米沢","名古屋","米沢駅名古屋駅",4,4,227,19660,1,626,1.755003,1,0,0.999,6.90675477864855,4.39238125682201,1855.44846227284,0.0435650329203676
"354",933,933,9,35,63,232,12,24,"米沢","東三河","米沢","豊橋","米沢駅豊橋駅",1,1,265,19220,1,550,1.755003,1,0,0.999,6.90675477864855,3.38861672612224,1855.44846227284,0.0159664604568272
"355",935,935,9,36,63,233,12,24,"米沢","豊田","米沢","三河安城","米沢駅三河安城駅",2,2,284,19660,1,512,1.755003,1,0,0.999,6.90675477864855,2.94801675058803,1855.44846227284,0.0102768143627475
"356",939,939,9,38,63,261,12,25,"米沢","京都","米沢","京都","米沢駅京都駅",0,3,263,22240,1,554,1.755003,1,0,0.001,-6.90675477864855,3.71970908436519,726.129952637883,0.0568113066363881
"357",941,941,9,39,63,271,12,25,"米沢","大阪","米沢","新大阪","米沢駅新大阪駅",4,5,278,22680,1,524,1.755003,1,0,0.8,1.38629436111989,3.38046802154916,726.129952637883,0.0404673025504429
"358",945,945,9,41,63,283,12,25,"米沢","播磨","米沢","姫路","米沢駅姫路駅",1,1,308,23980,1,464,1.755003,1,0,0.999,6.90675477864855,2.74098371670889,726.129952637883,0.0213491088500859
"359",947,947,9,42,63,331,12,30,"米沢","県南","米沢","岡山","米沢駅岡山駅",1,1,323,25920,1,434,1.755003,1,0,0.999,6.90675477864855,2.54102058529213,68.4159448043201,0.185521347379216
"360",949,949,9,43,63,341,12,31,"米沢","広島","米沢","広島","米沢駅広島駅",2,3,364,28300,1,352,1.755003,1,0,0.666666666666667,0.693147180559945,1.72307938108436,69.2688760495684,0.0808696802973355
"361",950,950,9,43,63,341,12,31,"米沢","広島","仙台","広島","仙台駅広島駅",1,3,95,39000,1,85,75.292453,0,1,0.333333333333333,-0.693147180559946,-4.67245626415237,69.2688760495684,0.000134970820084649
"362",963,963,9,50,63,401,12,37,"米沢","福岡","米沢","博多","米沢駅博多駅",1,3,428,32620,1,224,1.755003,1,0,0.333333333333333,-0.693147180559946,0.502457220023475,21.2854310501677,0.0776482994042068
"363",964,964,9,50,63,401,12,37,"米沢","福岡","仙台","福岡","仙台駅福岡駅",2,3,105,43500,5,175,75.292453,0,2,0.666666666666667,0.693147180559945,-3.6620513973386,21.2854310501677,0.00120644863450909
"364",975,975,10,2,64,31,12,11,"新庄","盛岡","新庄","盛岡","新庄駅盛岡駅",1,1,219,3880,1,642,0.439995,1,0,0.999,6.90675477864855,3.15803704652695,14128.3639987586,0.00166504581346041
"365",993,993,10,11,64,71,12,12,"新庄","福島","新庄","福島","新庄駅福島駅",6,6,118,5180,1,844,0.439995,1,0,0.999,6.90675477864855,5.83805713320688,16100.189639307,0.0213110577765799
"366",995,995,10,12,64,73,12,17,"新庄","郡山","新庄","郡山","新庄駅郡山駅",1,1,133,6700,1,814,0.439995,1,0,0.999,6.90675477864855,5.59909618099833,5984.08223304426,0.0451501317661536
"367",1009,1009,10,19,64,111,12,18,"新庄","浦和","新庄","大宮","新庄駅大宮駅",10,10,185,12960,1,710,0.439995,1,0,0.999,6.90675477864855,4.86268354936836,37639.4616955962,0.00343710839877079
"368",1010,1010,10,19,64,111,12,18,"新庄","浦和","仙台","羽田","仙台駅羽田駅",0,10,60,18100,4,225,88.506228,0,2,0.001,-6.90675477864855,-5.09470070466636,37639.4616955962,1.62838162595532e-07
"369",1013,1013,10,21,64,131,12,18,"新庄","23区","新庄","東京","新庄駅東京駅",54,54,210,14040,1,660,0.439995,1,0,0.999,6.90675477864855,4.32947045548725,37639.4616955962,0.00201660910958274
"370",1014,1014,10,21,64,131,12,18,"新庄","23区","仙台","羽田","仙台駅羽田駅",0,54,60,18100,4,225,88.506228,0,2,0.001,-6.90675477864855,-5.09470070466636,37639.4616955962,1.62838162595532e-07
"371",1015,1015,10,22,64,141,12,18,"新庄","横浜","新庄","新横浜","新庄駅新横浜駅",1,2,229,14680,1,622,0.439995,1,0,0.5,0,3.90744087080628,37639.4616955962,0.00132232011630683
