"第4表  国内定期航空路線別, 区間別, 月別運航及び運送実績",,,,,,,,,,,,,,,,,,,,,
（平成２１年）,,,,,,,,,,,,,,,,,,,,,
空港i,空港j,航空会社,運航回数,運航キロメートル,運航時間,旅客数,座席数,,人キロメートル,座席キロメートル,座席利用率,貨物,超過手荷物,郵便物,旅客,貨物,超過手荷物,郵便物,計,"利用可能
トンキロメートル",重量利用率(%)
神戸,福岡,SKY,0,0,0:00,0,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0
福岡,神戸,SKY,0,0,0:00,0,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0
神戸,福岡,AMX,0,0,0:00,0,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0
福岡,神戸,AMX,1,594,1:11,15,39,39,"8,910","23,166",38.5,0,0,0,668,0,0,0,668,"2,062",32.4
神戸,熊本,AMX,338,"202,462",477:02:00,"5,707","13,182",39,"3,418,493","7,896,018",43.3,7,0,0,"256,386",5,0,0,"256,391","703,015",36.5
熊本,神戸,AMX,336,"201,264",415:14:00,"5,525","13,104",39,"3,309,475","7,849,296",42.2,7,10,0,"248,212",7,6,0,"248,225","698,855",35.5
神戸,鹿児島,JAL,62,"39,184",73:10:00,"3,528","8,990",145,"2,229,696","5,681,680",39.2,2,21,0,"167,227",1,13,0,"167,241","619,107",27
鹿児島,神戸,JAL,61,"38,552",66:55:00,"4,184","8,845",145,"2,644,288","5,590,040",47.3,406,25,0,"198,322",257,16,0,"198,595","609,122",32.6
神戸,那覇,ANA,"1,024","1,339,392","2,155:47","157,229","249,278",243,"205,655,532","326,055,624",63.1,"1,755,528","3,496","84,056","15,424,165","2,296,231","4,572","109,945","17,834,913","56,884,670",31.4
那覇,神戸,ANA,"1,025","1,340,700","1,859:51","152,136","249,338",243,"198,993,888","326,134,104",61,"1,264,284","3,008",0,"14,924,542","1,653,684","3,936",0,"16,582,162","56,877,731",29.2
神戸,那覇,JTA,743,"971,844","1,535:47","93,285","151,798",204,"122,016,780","198,551,784",61.5,"2,334,934",0,"201,540","9,151,260","3,054,094",0,"263,613","12,468,967","22,892,016",54.5
那覇,神戸,JTA,741,"969,228","1,372:56","91,141","151,317",204,"119,212,428","197,922,636",60.2,"1,917,473",0,29,"8,940,933","2,508,054",0,38,"11,449,025","22,834,057",50.1
神戸,那覇,SKY,14,"18,312",31:44:00,"1,813","2,478",177,"2,371,404","3,241,224",73.2,0,33,0,"177,855",0,43,0,"177,898","341,183",52.1
那覇,神戸,SKY,14,"18,312",24:33:00,"1,487","2,478",177,"1,944,996","3,241,224",60,0,52,0,"145,875",0,68,0,"145,943","341,183",42.8
神戸,石垣,JTA,362,"608,160",931:48:00,"30,594","54,075",149,"51,397,920","90,846,000",56.6,591,0,0,"3,854,844",993,0,0,"3,855,837","9,156,878",42.1
石垣,神戸,JTA,365,"649,700",984:35:00,"48,315","54,445",149,"67,639,736","96,912,100",69.8,"268,602",0,237,"5,072,983","135,357",0,112,"5,208,452","7,660,862",68
出雲,隠岐,JAC,358,"51,194",150:01:00,"6,791","12,888",36,"971,113","1,842,984",52.7,"1,964",53,0,"72,834",282,12,0,"73,128","176,924",41.3
隠岐,出雲,JAC,357,"51,051",143:31:00,"7,835","12,852",36,"1,120,405","1,837,836",61,"1,369",59,0,"84,032",194,12,0,"84,238","176,430",47.7
岡山,新千歳,ANA,209,"264,594",371:43:00,"35,711","56,865",272,"45,210,126","71,991,090",62.8,"263,975",599,0,"3,390,760","334,192",759,0,"3,725,711","13,143,832",28.3
新千歳,岡山,ANA,208,"263,328",420:59:00,"37,744","56,688",273,"47,783,904","71,767,008",66.6,"319,628",674,0,"3,583,793","404,648",852,0,"3,989,293","13,181,489",30.3
広島,新千歳,JAL,365,"496,765",684:59:00,"40,941","54,789",150,"55,720,701","74,567,829",74.7,"163,524",247,0,"4,179,053","222,558",336,0,"4,401,947","7,851,337",56.1
新千歳,広島,JAL,360,"489,960",762:32:00,"39,716","54,013",150,"54,053,476","73,511,693",73.5,"9,159",237,0,"4,054,012","12,465",322,0,"4,066,799","7,742,185",52.5
広島,新千歳,ANA,210,"285,810",394:34:00,"32,625","56,944",271,"44,402,625","77,500,784",57.3,"513,035",680,0,"3,330,196","698,240",925,0,"4,029,361","14,115,844",28.5
新千歳,広島,ANA,209,"284,449",440:58:00,"35,136","56,674",271,"47,820,096","77,133,314",62,"131,318",767,0,"3,586,507","178,723","1,043",0,"3,766,273","14,049,054",26.8
広島,那覇,ANA,364,"416,052",676:43:00,"71,115","98,278",270,"81,284,445","112,331,754",72.4,"1,181,402","1,717",668,"6,096,333","1,350,341","1,963",764,"7,449,401","20,417,333",36.5
那覇,広島,ANA,363,"414,909",601:42:00,"71,019","98,279",271,"81,174,717","112,332,897",72.3,"499,094","1,881",0,"6,088,104","570,462","2,151",0,"6,660,717","20,448,621",32.6
高松,那覇,ANA,364,"434,616",737:26:00,"52,419","98,213",270,"62,588,286","117,266,322",53.4,"1,346,177",621,"4,522","4,694,124","1,607,335",741,"5,400","6,307,600","21,323,511",29.6
那覇,高松,ANA,363,"433,422",646:57:00,"52,415","97,954",270,"62,583,510","116,957,076",53.5,"222,273",607,0,"4,693,766","265,394",726,0,"4,959,886","21,264,917",23.3
高知,那覇,JTA,14,"15,120",29:11:00,"1,616","2,085",149,"1,745,280","2,251,800",77.5,"3,846",0,0,"130,896","4,154",0,0,"135,050","230,187",58.7
那覇,高知,JTA,14,"15,120",21:36,"1,716","2,085",149,"1,853,280","2,251,800",82.3,0,0,0,"138,996",0,0,0,"138,996","230,187",60.4
福岡,仙台,JAL,947,"1,189,432","1,621:10","82,099","138,372",146,"103,116,344","173,795,232",59.3,"562,697",631,"83,448","7,733,727","706,747",794,"104,811","8,546,079","18,474,630",46.3
仙台,福岡,JAL,946,"1,188,176","1,937:52","82,514","138,356",146,"103,637,584","173,775,136",59.6,"360,254",634,"75,818","7,772,819","452,479",795,"95,227","8,321,320","18,458,931",45.1
福岡,仙台,ANA,485,"609,160",854:26:00,"31,137","60,827",125,"39,108,072","76,398,712",51.2,"136,411",427,"22,306","2,933,106","171,331",539,"28,017","3,132,993","8,575,384",36.5
仙台,福岡,ANA,484,"607,904",985:34:00,"29,322","60,697",125,"36,828,432","76,235,432",48.3,"142,315",596,237,"2,762,133","178,746",749,298,"2,941,926","8,557,994",34.4
福岡,仙台,IBX,60,"75,360",99:46:00,"2,351","4,200",70,"2,952,856","5,275,200",56,0,0,0,"221,464",0,0,0,"221,464","545,078",40.6
仙台,福岡,IBX,60,"75,360",127:19:00,"2,898","4,200",70,"3,639,888","5,275,200",69,0,0,0,"272,991",0,0,0,"272,991","545,078",50.1
福岡,新潟,ANA,361,"417,316",540:36:00,"29,934","47,530",132,"34,603,704","54,944,680",63,"8,207",741,423,"2,595,278","9,488",857,489,"2,606,112","5,967,743",43.7
新潟,福岡,ANA,360,"416,160",640:21:00,"27,278","47,397",132,"31,533,368","54,790,932",57.6,"55,776",509,0,"2,365,003","64,477",587,0,"2,430,067","5,951,132",40.8
福岡,金沢,ANA,726,"582,252",862:56:00,"63,381","102,606",141,"50,831,562","82,290,012",61.8,"150,923",987,"35,026","3,812,367","121,042",791,"28,093","3,962,293","10,202,170",38.8
金沢,福岡,ANA,726,"582,252",970:59:00,"62,740","102,608",141,"50,317,480","82,291,616",61.1,"105,076",790,"80,440","3,773,810","84,271",633,"64,513","3,923,227","10,202,170",38.5
福岡,松本,JAC,156,"141,336",240:14:00,"6,107","11,544",74,"5,532,942","10,458,864",52.9,"1,111",49,0,"414,972","1,005",49,0,"416,026","1,002,636",41.5
松本,福岡,JAC,155,"140,430",268:40:00,"5,851","11,470",74,"5,301,006","10,391,820",51,"1,084",44,0,"397,577",982,44,0,"398,603","996,209",40
福岡,出雲,JAC,727,"301,705",703:31:00,"15,877","26,172",36,"6,588,955","10,861,380",60.7,"1,445",123,0,"494,173",600,53,0,"494,826","1,042,691",47.5
出雲,福岡,JAC,723,"300,045",786:25:00,"15,855","26,028",36,"6,579,825","10,801,620",60.9,"2,620",122,0,"493,487","1,087",53,0,"494,627","1,036,954",47.7
福岡,徳島,JAC,726,"373,164",790:26:00,"15,868","26,136",36,"8,156,152","13,433,904",60.7,"2,267",123,0,"611,712","1,166",64,0,"612,942","1,289,654",47.5
徳島,福岡,JAC,723,"371,622",937:27:00,"14,823","26,028",36,"7,619,022","13,378,392",57,"2,023",114,0,"571,426","1,040",60,0,"572,526","1,284,325",44.6
福岡,松山,JAL,"1,211","386,309",814:30:00,"50,010","98,876",82,"15,953,190","31,541,444",50.6,"8,523",386,"7,054","1,196,490","2,718",125,"2,250","1,201,583","2,937,449",40.9
松山,福岡,JAL,"1,212","386,628",911:21:00,"50,224","98,978",82,"16,021,456","31,573,982",50.7,"9,417",388,"4,665","1,201,610","3,004",125,"1,489","1,206,228","2,940,160",41
福岡,松山,JAC,31,"9,889",20:47,873,"1,116",36,"278,487","356,004",78.2,149,7,0,"20,887",48,2,0,"20,937","34,176",61.3
松山,福岡,JAC,31,"9,889",25:06:00,852,"1,116",36,"271,788","356,004",76.3,31,7,0,"20,384",10,2,0,"20,396","34,176",59.7
福岡,松山,ジェイ・エア,59,"18,821",39:20:00,"1,520","3,288",56,"484,880","1,048,872",46.2,0,0,0,"36,366",0,0,0,"36,366","94,975",38.3
松山,福岡,ジェイ・エア,59,"18,821",49:10:00,"1,468","3,288",56,"468,292","1,048,872",44.6,0,0,0,"35,122",0,0,0,"35,122","94,975",37
福岡,高知,ジェイ・エア,"1,090","456,710",885:55:00,"28,044","54,500",50,"11,750,436","22,835,500",51.5,0,0,0,"881,283",0,0,0,"881,283","2,046,424",43.1
高知,福岡,ジェイ・エア,"1,090","456,710",999:10:00,"27,206","54,500",50,"11,399,314","22,835,500",49.9,0,0,0,"854,948",0,0,0,"854,948","2,046,424",41.8
福岡,福江,ANA,"1,025","266,500",722:14:00,"49,352","131,308",128,"12,831,520","34,140,080",37.6,"43,266","2,200",0,"962,366","11,249",572,0,"974,187","3,738,373",26.1
福江,福岡,ANA,"1,024","266,240",633:25:00,"53,783","131,180",128,"13,983,580","34,106,800",41,"204,724","1,912",0,"1,048,771","53,228",498,0,"1,102,497","3,734,773",29.5
福岡,福江,ORC,122,"31,720",81:20:00,"2,899","4,758",39,"753,740","1,237,080",60.9,"1,123",277,0,"56,531",292,72,0,"56,895","91,766",62
福江,福岡,ORC,122,"31,720",81:20:00,"3,171","4,758",39,"824,460","1,237,080",66.6,"15,809",119,0,"61,835","4,110",31,0,"65,976","91,766",71.9
福岡,対馬,ANA,"1,417","269,230",796:43:00,"98,286","181,632",128,"18,674,340","34,510,080",54.1,"284,278","3,237","4,033","1,400,577","54,014",614,767,"1,455,972","3,771,624",38.6
対馬,福岡,ANA,"1,417","269,230",714:58:00,"101,916","181,637",128,"19,364,040","34,511,030",56.1,"346,810","3,545","7,428","1,452,304","65,894",675,"1,411","1,520,284","3,771,624",40.3
福岡,宮崎,JAL,"2,155","661,585","1,445:55","178,166","325,963",151,"54,696,962","100,070,641",54.7,"85,668","1,372","5,387","4,102,273","26,299",421,"1,654","4,130,647","10,679,148",38.7
宮崎,福岡,JAL,"2,154","661,278","1,716:42","176,264","325,679",151,"54,113,048","99,983,453",54.1,"84,735","1,358","16,435","4,058,477","26,013",415,"5,045","4,089,950","10,670,828",38.3
福岡,宮崎,JAC,356,"109,292",260:01:00,"10,787","12,816",36,"3,311,609","3,934,512",84.2,"8,125",83,0,"248,371","2,495",24,0,"250,890","377,716",66.4
宮崎,福岡,JAC,358,"109,906",305:44:00,"11,311","12,888",36,"3,472,477","3,956,616",87.8,"2,063",86,0,"260,434",632,24,0,"261,090","379,838",68.7
福岡,石垣,ANA,212,"290,440",433:16:00,"15,931","26,502",125,"21,825,470","36,307,740",60.1,"51,277",594,0,"1,636,911","70,250",814,0,"1,707,975","4,097,382",41.7
石垣,福岡,ANA,215,"294,550",410:56:00,"15,536","26,885",125,"21,284,320","36,832,450",57.8,"9,324",340,0,"1,596,325","12,773",466,0,"1,609,564","4,155,005",38.7
北九州,那覇,JTA,367,"393,424",654:39:00,"31,579","54,985",150,"33,852,688","58,943,920",57.4,"415,922",0,0,"2,538,951","445,869",0,0,"2,984,820","6,195,645",48.2
那覇,北九州,JTA,367,"393,424",586:29:00,"32,215","54,985",150,"34,534,480","58,943,920",58.6,532,0,0,"2,590,086",571,0,0,"2,590,657","6,195,645",41.8
長崎,壱岐,ORC,690,"86,940",345:00:00,"15,087","26,910",39,"1,900,962","3,390,660",56.1,"1,410",138,0,"142,572",177,18,0,"142,767","251,518",56.8
壱岐,長崎,ORC,689,"86,814",344:30:00,"16,421","26,871",39,"2,069,046","3,385,746",61.1,"3,507",166,0,"155,180",441,21,0,"155,642","251,154",62
長崎,福江,ORC,996,"201,192",498:00:00,"14,858","38,844",39,"3,001,316","7,846,488",38.3,"2,199",254,0,"225,099",445,50,0,"225,594","582,050",38.8
福江,長崎,ORC,996,"201,192",498:00:00,"15,970","38,844",39,"3,225,940","7,846,488",41.1,"16,824",140,0,"241,946","3,399",28,0,"245,373","582,050",42.2
長崎,対馬,ORC,"1,501","325,717",875:35:00,"34,964","58,539",39,"7,587,188","12,702,963",59.7,"4,486",566,"1,661","569,041",973,124,359,"570,497","942,300",60.5
対馬,長崎,ORC,"1,500","325,500",875:00:00,"36,285","58,500",39,"7,873,845","12,694,500",62,"10,260",546,"5,429","590,538","2,227",119,"1,179","594,063","941,672",63.1
長崎,那覇,ANA,31,"28,365",52:10:00,"1,923","3,720",120,"1,759,545","3,403,800",51.7,"6,482",70,0,"131,966","5,931",64,0,"137,961","396,968",34.8
那覇,長崎,ANA,31,"28,365",44:08:00,"1,864","3,726",120,"1,705,560","3,409,290",50,10,80,0,"127,917",9,73,0,"127,999","396,831",32.3
長崎,那覇,SNA,333,"304,695",520:55:00,"24,367","49,907",150,"22,295,805","45,664,905",48.8,0,138,0,"1,672,187",0,126,0,"1,672,313","5,099,836",32.8
那覇,長崎,SNA,332,"303,780",468:38:00,"24,427","49,756",150,"22,350,705","45,526,740",49.1,0,101,0,"1,676,303",0,92,0,"1,676,395","5,084,454",33
熊本,那覇,ANA,301,"267,890",463:16:00,"39,208","81,270",270,"34,895,120","72,330,300",48.2,"1,503,049","1,121",0,"2,617,134","1,337,714",997,0,"3,955,845","13,146,436",30.1
那覇,熊本,ANA,303,"269,670",435:02:00,"39,348","81,810",270,"35,019,720","72,810,900",48.1,"223,929",745,0,"2,626,481","199,298",663,0,"2,826,442","13,233,788",21.4
熊本,那覇,SNA,61,"54,290",99:10:00,"6,112","9,144",150,"5,439,680","8,138,160",66.8,"20,419",232,0,"407,977","18,173",207,0,"426,357","908,790",46.9
那覇,熊本,SNA,61,"54,290",88:27:00,"6,274","9,144",150,"5,583,860","8,138,160",68.6,"1,194",177,0,"418,790","1,063",158,0,"420,011","908,790",46.2
天草,福岡,AMX,"1,027","226,967",590:10:00,"21,264","40,053",39,"4,699,344","8,851,713",53.1,"4,046",32,0,"352,452",894,8,0,"353,354","788,099",44.8
福岡,天草,AMX,"1,021","225,641",563:22:00,"20,254","39,975",39,"4,476,134","8,834,475",50.7,366,91,0,"335,711",81,20,0,"335,812","786,564",42.7
天草,熊本,AMX,350,"41,650",120:40:00,"7,002","13,650",39,"833,238","1,624,350",51.3,133,8,0,"62,493",16,1,0,"62,510","144,620",43.2
熊本,天草,AMX,344,"40,936",125:58:00,"6,919","13,416",39,"823,361","1,596,504",51.6,5,0,0,"61,751",0,0,0,"61,751","142,142",43.4
宮崎,広島西,JAC,357,"126,378",310:29:00,"5,761","11,580",32,"2,039,394","4,099,320",49.7,0,46,0,"152,956",0,14,0,"152,970","436,763",35
広島西,宮崎,JAC,356,"126,024",320:10:00,"5,927","12,816",36,"2,098,158","4,536,864",46.2,0,45,0,"157,362",0,13,0,"157,375","435,539",36.1
宮崎,長崎,ORC,278,"72,280",185:20:00,"3,101","10,842",39,"806,260","2,818,920",28.6,0,0,0,"60,471",0,0,0,"60,471","209,105",28.9
長崎,宮崎,ORC,278,"72,280",185:20:00,"3,136","10,842",39,"815,360","2,818,920",28.9,0,0,0,"61,154",0,0,0,"61,154","209,105",29.2
宮崎,那覇,ANA,301,"258,559",453:09:00,"27,769","49,965",166,"23,853,571","42,919,935",55.6,"177,272",553,0,"1,789,018","152,277",475,0,"1,941,770","5,658,563",34.3
那覇,宮崎,ANA,300,"257,700",410:07:00,"27,499","50,112",167,"23,621,641","43,046,208",54.9,"4,316",613,0,"1,771,623","3,707",527,0,"1,775,857","5,709,830",31.1
宮崎,那覇,SNA,61,"52,399",101:06:00,"5,315","9,142",150,"4,565,585","7,852,978",58.1,"40,866",226,0,"342,419","35,104",194,0,"377,717","877,022",43.1
那覇,宮崎,SNA,61,"52,399",77:58:00,"5,614","9,142",150,"4,822,426","7,852,978",61.4,48,239,0,"361,682",41,205,0,"361,928","877,022",41.3
鹿児島,岡山,JAC,722,"402,154",838:24:00,"11,589","25,992",36,"6,455,073","14,477,544",44.6,"10,018",89,0,"484,131","5,580",46,0,"489,757","1,389,850",35.2
岡山,鹿児島,JAC,721,"401,597",936:59:00,"11,291","25,956",36,"6,289,087","14,457,492",43.5,"1,146",85,0,"471,682",636,44,0,"472,362","1,387,925",34
鹿児島,広島西,JAC,"1,079","426,205",984:12:00,"18,175","35,003",32,"7,179,125","13,826,185",51.9,0,140,0,"538,435",0,54,0,"538,489","1,472,966",36.6
広島西,鹿児島,JAC,"1,071","423,045","1,082:19","17,849","38,556",36,"7,050,355","15,229,620",46.3,0,138,0,"528,777",0,53,0,"528,830","1,462,044",36.2
鹿児島,高松,JAC,360,"197,640",412:55:00,"6,231","12,960",36,"3,420,819","7,115,040",48.1,587,48,0,"256,562",321,26,0,"256,909","683,045",37.6
高松,鹿児島,JAC,359,"197,091",469:00:00,"5,992","12,924",36,"3,289,608","7,095,276",46.4,820,46,0,"246,720",452,25,0,"247,197","681,147",36.3
鹿児島,松山,JAC,365,"137,605",320:05:00,"7,926","13,140",36,"2,988,102","4,953,780",60.3,"1,402",61,0,"224,109",528,25,0,"224,662","475,560",47.2
松山,鹿児島,JAC,363,"136,851",347:01:00,"7,825","13,068",36,"2,950,025","4,926,636",59.9,736,61,0,"221,251",279,25,0,"221,555","472,954",46.8
鹿児島,福岡,JAC,"2,236","612,664","1,606:52","76,589","137,800",62,"20,985,386","37,757,200",55.6,"60,845",588,"2,681","1,573,903","16,672",161,733,"1,591,469","3,620,561",44
福岡,鹿児島,JAC,"2,233","611,842","1,602:55","75,688","137,692",62,"20,738,512","37,727,608",55,"111,279",581,"8,139","1,555,390","30,491",160,"2,230","1,588,271","3,617,719",43.9
鹿児島,長崎,ORC,632,"104,280",368:40:00,"9,149","24,648",39,"1,509,585","4,066,920",37.1,0,106,0,"113,221",0,18,0,"113,239","301,681",37.5
長崎,鹿児島,ORC,632,"104,280",368:40:00,"8,935","24,648",39,"1,474,275","4,066,920",36.3,0,198,0,"110,570",0,32,0,"110,602","301,681",36.7
鹿児島,種子島,JAC,"1,069","193,489",575:17:00,"36,028","78,536",73,"6,521,068","14,215,016",45.9,"153,410",279,"15,606","489,080","27,767",52,"2,824","519,723","1,362,732",38.1
種子島,鹿児島,JAC,"1,070","193,670",512:54:00,"36,748","78,572",73,"6,651,388","14,221,532",46.8,"172,153",281,"8,498","498,854","31,159",52,"1,539","531,604","1,363,358",39
鹿児島,屋久島,JAC,"1,705","330,770",950:39:00,"69,232","125,144",73,"13,431,008","24,277,936",55.3,"78,904",534,"10,240","1,007,327","15,309",103,"1,987","1,024,726","2,327,426",44
屋久島,鹿児島,JAC,"1,706","330,964",867:47:00,"70,585","125,180",73,"13,693,490","24,284,920",56.4,"58,907",543,"19,804","1,027,013","11,429",105,"3,843","1,042,390","2,328,098",44.8
鹿児島,奄美,JAL,"1,516","707,972","1,403:53","118,553","247,043",163,"55,364,251","115,369,081",48,"521,123",915,"156,374","4,152,321","243,364",426,"73,027","4,469,138","11,609,339",38.5
奄美,鹿児島,JAL,"1,516","707,972","1,265:22","128,999","246,880",163,"60,242,533","115,292,960",52.3,"458,498",993,"36,754","4,518,192","214,118",465,"17,166","4,749,941","11,604,343",40.9
鹿児島,奄美,JAC,362,"169,054",417:25:00,"11,270","13,032",36,"5,263,090","6,085,944",86.5,"2,679",85,241,"394,731","1,251",37,112,"396,131","584,256",67.8
奄美,鹿児島,JAC,361,"168,587",373:05:00,"5,957","12,996",36,"2,781,919","6,069,132",45.8,544,45,0,"208,644",254,19,0,"208,917","582,642",35.9
鹿児島,喜界島,JAC,732,"341,844",843:08:00,"16,068","24,716",34,"7,503,756","11,542,372",65,"73,124",124,"23,386","562,781","34,150",58,"10,921","607,910","1,181,412",51.5
喜界島,鹿児島,JAC,728,"339,976",772:21:00,"15,795","24,930",34,"7,376,265","11,642,310",63.4,"29,498",122,0,"553,218","13,775",57,0,"567,050","1,174,956",48.3
鹿児島,徳之島,JAL,740,"414,400",768:03:00,"57,277","120,555",163,"32,075,120","67,510,800",47.5,"174,177",439,"55,408","2,405,634","97,539",246,"31,028","2,534,447","6,794,480",37.3
徳之島,鹿児島,JAL,739,"413,840",651:29:00,"59,392","120,392",163,"33,259,520","67,419,520",49.3,"678,526",458,"19,899","2,494,464","379,975",256,"11,145","2,885,840","6,785,296",42.5
鹿児島,徳之島,JAC,17,"9,520",19:54,696,"1,258",74,"389,760","704,480",55.3,762,5,0,"29,232",427,3,0,"29,662","67,535",43.9
徳之島,鹿児島,JAC,17,"9,520",16:43,684,"1,258",74,"383,040","704,480",54.4,"1,855",5,515,"28,728","1,039",3,288,"30,058","67,535",44.5
鹿児島,沖永良部,JAC,"1,051","608,529","1,356:10","31,483","64,816",62,"18,228,657","37,528,464",48.6,"129,184",242,"48,871","1,367,150","74,796",141,"28,295","1,470,382","3,598,622",40.9
沖永良部,鹿児島,JAC,"1,051","608,529","1,213:29","32,108","63,321",60,"18,590,532","36,662,859",50.7,"44,509",247,"13,990","1,394,289","25,771",143,"8,101","1,428,304","3,598,622",39.7
鹿児島,与論,JAC,364,"228,228",475:07:00,"12,882","26,860",74,"8,077,014","16,841,220",48,"41,219",97,"17,983","605,775","25,844",60,"11,277","642,956","1,614,486",39.8
与論,鹿児島,JAC,363,"227,601",385:18:00,"11,774","24,207",67,"7,382,298","15,177,789",48.6,"34,238",84,"6,630","553,672","21,468",53,"4,156","579,349","1,607,757",36
鹿児島,那覇,ANA,425,"322,150",618:00:00,"34,760","51,642",122,"26,348,080","39,144,636",67.3,"415,236",957,"13,031","1,976,107","314,749",727,"9,879","2,301,462","4,506,711",51.1
那覇,鹿児島,ANA,424,"321,392",537:48:00,"32,056","51,787",122,"24,298,448","39,254,546",61.9,"170,838",619,"8,627","1,822,384","129,495",471,"6,540","1,958,890","4,512,078",43.4
鹿児島,那覇,SNA,662,"501,796",930:41:00,"52,830","99,209",150,"40,045,140","75,200,422",53.3,"618,482",862,0,"3,003,388","468,810",653,0,"3,472,851","8,398,540",41.4
那覇,鹿児島,SNA,663,"502,554",872:12:00,"55,928","99,360",150,"42,393,424","75,314,880",56.3,"289,193",164,0,"3,179,508","219,207",125,0,"3,398,840","8,411,283",40.4
奄美,喜界島,JAC,"1,081","87,561",243:17:00,"19,577","38,916",36,"1,585,737","3,152,196",50.3,"98,825",150,"4,189","118,930","8,006",12,340,"127,288","302,609",42.1
喜界島,奄美,JAC,"1,079","87,399",255:32:00,"19,632","38,844",36,"1,590,192","3,146,364",50.5,"120,871",150,"9,277","119,264","9,790",12,752,"129,818","302,049",43
奄美,徳之島,JAC,724,"131,044",351:15:00,"10,988","26,064",36,"1,988,828","4,717,584",42.2,"21,061",83,954,"149,164","3,811",12,171,"153,158","452,886",33.8
徳之島,奄美,JAC,725,"131,225",325:47:00,"10,425","26,100",36,"1,886,925","4,724,100",39.9,"3,361",81,"5,285","141,519",610,12,958,"143,099","453,512",31.6
奄美,沖永良部,JAC,359,"73,236",203:11:00,"6,027","12,924",36,"1,229,508","2,636,496",46.6,"18,268",47,380,"92,213","3,729",12,77,"96,031","253,107",37.9
沖永良部,奄美,JAC,361,"73,644",188:53:00,"6,440","12,704",35,"1,313,760","2,591,616",50.7,"4,728",48,"1,995","98,533",965,12,406,"99,916","254,517",39.3
奄美,那覇,RAC,371,"144,690",419:27:00,"8,236","14,546",39,"3,212,040","5,672,940",56.6,"15,541",0,"1,840","240,905","6,062",0,717,"247,684","568,038",43.6
那覇,奄美,RAC,371,"144,690",380:29:00,"8,163","14,546",39,"3,183,570","5,672,940",56.1,"53,928",0,"2,737","238,769","21,033",0,"1,067","260,869","568,038",45.9
与論,沖永良部,JAC,357,"35,700",102:40:00,"2,483","10,710",30,"248,300","1,071,000",23.2,"3,073",20,"1,500","18,626",308,0,151,"19,085","123,380",15.5
沖永良部,与論,JAC,356,"35,600",109:34:00,"2,516","12,669",36,"251,600","1,266,900",19.9,"6,614",21,"2,130","18,873",663,0,214,"19,750","123,034",16.1
南大東島,北大東島,RAC,153,"9,486",30:54:00,"4,569","5,967",39,"283,278","369,954",76.6,"39,757",0,0,"21,246","2,465",0,0,"23,711","37,240",63.7
北大東島,南大東島,RAC,204,"12,648",45:06:00,"5,537","7,995",39,"343,294","495,690",69.3,"36,177",0,0,"25,746","2,244",0,0,"27,990","49,656",56.4
那覇,金沢,JTA,389,"613,453",840:12:00,"38,354","58,357",150,"60,484,258","92,028,989",65.7,"2,698",0,0,"4,536,321","4,255",0,0,"4,540,576","9,598,245",47.3
金沢,那覇,JTA,386,"608,722",971:37:00,"37,779","57,917",150,"59,577,483","91,335,109",65.2,"84,608",0,0,"4,468,310","133,426",0,0,"4,601,736","9,524,225",48.3
那覇,岡山,JTA,406,"508,312",738:49:00,"40,491","60,913",150,"50,694,732","76,263,076",66.5,"7,723",0,0,"3,802,106","9,669",0,0,"3,811,775","8,183,821",46.6
岡山,那覇,JTA,406,"508,312",838:12:00,"40,164","61,006",150,"50,285,328","76,379,512",65.8,"202,204",0,0,"3,771,401","253,161",0,0,"4,024,562","8,183,821",49.2
那覇,松山,JTA,338,"362,336",556:32:00,"27,311","50,678",150,"29,277,392","54,326,816",53.9,"8,989",0,0,"2,195,803","9,636",0,0,"2,205,439","5,751,362",38.3
松山,那覇,JTA,337,"361,264",632:19:00,"27,112","50,528",150,"29,064,064","54,166,016",53.7,"23,988",0,0,"2,179,805","25,715",0,0,"2,205,520","5,734,346",38.5
那覇,与論,RAC,680,"157,080",415:17:00,"15,256","29,017",43,"3,524,136","6,702,927",52.6,"11,330",0,0,"264,309","2,618",0,0,"266,927","616,681",43.3
与論,那覇,RAC,680,"157,080",414:15:00,"16,286","29,017",43,"3,762,066","6,702,927",56.1,"2,771",0,0,"282,154",641,0,0,"282,795","616,681",45.9
那覇,北大東島,RAC,212,"88,404",245:00:00,"6,027","8,279",39,"2,513,259","3,452,343",72.8,"46,467",0,"5,759","188,494","19,376",0,"2,401","210,271","347,068",60.6
北大東島,那覇,RAC,160,"66,720",195:55:00,"4,877","6,251",39,"2,033,709","2,606,667",78,"37,986",0,"1,936","152,529","15,841",0,806,"169,176","261,936",64.6
那覇,南大東島,RAC,513,"212,382",585:18:00,"13,167","22,064",43,"5,451,138","9,134,496",59.7,"152,114",0,"11,639","408,838","62,976",0,"4,818","476,632","833,793",57.2
南大東島,那覇,RAC,564,"233,496",666:10:00,"14,136","24,053",43,"5,852,304","9,957,942",58.8,"121,948",0,"4,708","438,924","50,486",0,"1,949","491,359","916,686",53.6
那覇,粟国,RAC,413,"35,105",189:14:00,"2,393","3,717",9,"203,405","315,945",64.4,"7,080",0,"2,492","15,256",602,0,212,"16,070","26,830",59.9
