"","prob","out.share","所要時間","費用","航空便数","滞在可能時間","アクセシビリティ","鉄道ダミー","エアライン参入数","distance"
"3368",NA,NA,0,NA,NA,NA,174.061066,0,NA,NA
"3369",0.75,0.25,187,16840,1,706,3.069979833,1,0,529.9
"3370",0,0.25,0,NA,NA,NA,137.5349495,0,NA,0.001
"3371",0.333333333333333,0.666666666666667,172,15760,1,736,4.077564,1,0,483.8
"3372",0,0.666666666666667,0,NA,NA,NA,107.4231195,0,NA,0.001
"3373",1,0,179,14680,1,722,3.641265667,1,0,442.5
"3374",0,0,0,NA,NA,NA,109.1088045,0,NA,0.001
"3375",0.692307692307692,0.307692307692308,145,12520,1,790,3.238195667,1,0,366.6
"3376",0,0.307692307692308,0,NA,NA,NA,182.54318033,0,NA,0.001
"3377",0.5,0.5,136,11240,1,808,10.530388259,1,0,337.7
"3378",0,0.5,0,NA,NA,NA,172.83750181,0,NA,0.001
"3379",0.8,0.2,164,13600,1,752,7.996622,1,0,414.9
"3380",0,0.2,0,NA,NA,NA,233.620904,0,NA,0.001
"3381",0.588235294117647,0.411764705882353,143,12520,1,794,9.965122,1,0,362.1
"3382",0,0.411764705882353,0,NA,NA,NA,199.271145,0,NA,0.001
"3383",0.75,0.25,168,13600,1,744,9.619953,1,0,408.7
"3384",0,0.25,0,NA,NA,NA,224.346509,0,NA,0.001
"3385",0.587719298245614,0.412280701754386,120,10160,1,840,6.491483,1,0,287.4
"3386",0,0.412280701754386,0,NA,NA,NA,122.435413,0,NA,0.001
"3387",0.5,0.5,133,11240,1,814,1.798648,1,0,321.8
"3388",0,0.5,0,NA,NA,NA,160.974985,0,NA,0.001
"3389",0.781756180733163,0.218243819266837,94,8860,1,892,NA,1,0,257.1
"3390",0,0.218243819266837,0,NA,NA,NA,NA,0,NA,0.001
"3391",0.544668587896254,0.455331412103746,75,8000,1,930,6.9517015,1,0,228.3
"3392",0,0.455331412103746,0,NA,NA,NA,105.738008,0,NA,0.001
"3393",0.230769230769231,0.769230769230769,79,6040,1,922,2.358864,1,0,173.2
"3394",0,0.769230769230769,0,NA,NA,NA,145.56650717,0,NA,0.001
"3395",0.333333333333333,0.666666666666667,214,18580,1,652,3.195570667,1,0,591
"3396",0,0.666666666666667,0,NA,NA,NA,97.66891717,0,NA,0.001
"3397",0.714285714285714,0.285714285714286,191,16840,1,698,1.380229,1,0,527.7
"3398",0,0.285714285714286,0,NA,NA,NA,144.40340059,0,NA,0.001
"3399",0,1,202,17500,1,676,2.843496,1,0,550.9
"3400",0,1,0,NA,NA,NA,123.44195,0,NA,0.001
"3401",0,1,181,15760,1,718,16.523423,1,0,486
"3402",0,1,0,NA,NA,NA,182.783843,0,NA,0.001
"3403",0.459459459459459,0.540540540540541,206,15120,1,668,2.169314,1,0,479.5
"3404",0,0.540540540540541,0,NA,NA,NA,273.785839,0,NA,0.001
"3405",0.291666666666667,0.708333333333333,194,14680,1,692,1.62269,1,0,446.3
"3406",0,0.708333333333333,0,NA,NA,NA,300.806719,0,NA,0.001
"3407",0.0851063829787234,0.914893617021277,61,4540,1,958,15.309956,1,0,139.2
"3408",0,0.914893617021277,0,NA,NA,NA,148.361544,0,NA,0.001
"3409",NA,NA,26,2640,1,1028,2.463228,1,0,76.9
"3410",NA,NA,0,NA,NA,NA,205.1515333,0,NA,NA
"3411",NA,NA,0,NA,1,1080,2.864732167,1,0,0
"3412",NA,NA,0,NA,NA,NA,157.505935,0,NA,NA
"3413",NA,NA,57,4540,1,966,6.6222205,1,0,136.4
"3414",NA,NA,0,NA,NA,NA,167.78927833,0,NA,NA
"3415",0.984567901234568,0.0154320987654321,31,3880,1,1018,4.030146333,1,0,108.9
"3416",0,0.0154320987654321,0,NA,NA,NA,116.933915,0,NA,0.001
"3417",1,0,18,1340,1,1044,2.584549667,1,0,36.5
"3418",0,0,0,NA,NA,NA,136.07232722,0,NA,0.001
"3419",0.941176470588235,0.0588235294117647,37,2640,1,1006,11.39765,1,0,79.2
"3420",0,0.0588235294117647,0,NA,NA,NA,120.488172,0,NA,0.001
"3421",0.151515151515152,0.848484848484849,80,6700,1,920,6.521644,1,0,188.8
"3422",0,0.848484848484849,0,NA,NA,NA,215.757011,0,NA,0.001
"3423",0.149812734082397,0.850187265917603,63,8860,1,954,3.605417,1,0,256.5
"3424",0,0.850187265917603,0,NA,NA,NA,163.997264,0,NA,0.001
"3425",0.727272727272727,0.272727272727273,83,10160,1,914,2.194407,1,0,295.5
"3426",0,0.272727272727273,0,NA,NA,NA,121.432327,0,NA,0.001
"3427",0.764705882352941,0.235294117647059,96,11240,1,888,2.815693,1,0,332.4
"3428",0,0.235294117647059,0,NA,NA,NA,113.799099,0,NA,0.001
"3429",0.7,0.3,113,12960,1,854,2.518533667,1,0,387.2
"3430",0,0.3,0,NA,NA,NA,150.33613167,0,NA,0.001
"3431",0.43859649122807,0.56140350877193,128,15120,1,824,2.278656167,1,0,475.8
"3432",0,0.56140350877193,0,NA,NA,NA,105.23895667,0,NA,0.001
"3433",0.708333333333333,0.208333333333333,169,19220,1,742,3.1941095,1,0,637.1
"3434",0.0833333333333333,0.208333333333333,0,NA,NA,NA,130.67835417,0,NA,0.0833333333333333
"3435",0.8,0.2,146,16840,1,788,1.656551167,1,0,534.1
"3436",0,0.2,0,NA,NA,NA,128.5552775,0,NA,0.001
"3437",1,0,197,21600,1,686,11.98488274,1,0,769.9
"3438",0,0,0,NA,NA,NA,120.16655148,0,NA,0.001
"3439",1,0,340,22240,1,400,6.562992,1,0,831.6
"3440",0,0,0,NA,NA,NA,116.728063,0,NA,0.001
"3441",1,0,329,22240,1,422,14.671683,1,0,805
"3442",0,0,0,NA,NA,NA,89.165731,0,NA,0.001
"3443",1,0,279,19660,1,522,7.573947,1,0,678.5
"3444",0,0,0,NA,NA,NA,176.500247,0,NA,0.001
"3445",1,0,194,20960,1,692,8.37991,1,0,725.6
"3446",0,0,0,NA,NA,NA,141.207141,0,NA,0.001
"3447",0.657142857142857,0,233,23320,1,614,2.842945,1,0,917.8
"3448",0.342857142857143,0,0,NA,NA,NA,89.586536,0,NA,0.342857142857143
"3449",0.722222222222222,0.222222222222222,216,22680,1,648,1.833759333,1,0,850.6
"3450",0.0555555555555556,0.222222222222222,0,NA,NA,NA,130.684214,0,NA,0.0555555555555556
"3451",1,0,333,25920,1,414,3.585797667,1,0,1069.1
"3452",0,0,0,NA,NA,NA,124.3362065,0,NA,0.001
"3453",0,0.1,378,28300,1,324,3.003850167,1,0,1206.7
"3454",0.9,0.1,0,NA,NA,NA,110.76006317,0,NA,0.9
"3455",0,0,366,27640,1,348,1.923260167,1,0,1160.6
"3456",1,0,0,NA,NA,NA,120.76422817,0,NA,0.999
"3457",0.928571428571429,0.0714285714285714,273,20960,1,534,10.20079,1,0,752.6
"3458",0,0.0714285714285714,80,14750,1095,585,26.456241,0,1,0.001
"3459",1,0,237,19660,1,606,6.73094,1,0,656
"3460",0,0,0,NA,NA,NA,35.149662,0,NA,0.001
"3461",0.8,0.2,237,19220,1,606,10.412494,1,0,620.7
"3462",0,0.2,0,NA,NA,NA,7.864784,0,NA,0.001
"3463",1,0,199,17920,1,682,6.590728,1,0,565.8
"3464",0,0,0,NA,NA,NA,57.906074,0,NA,0.001
"3465",0.882352941176471,0.117647058823529,163,15120,1,754,6.524707,1,0,472.5
"3466",0,0.117647058823529,60,9050,1460,270,19.223373,0,2,0.001
"3467",0.5,0.5,187,16840,1,706,10.270255,1,0,536.9
"3468",0,0.5,60,9050,1460,270,70.010107,0,2,0.001
"3469",0.461538461538462,0.461538461538461,290,21600,1,500,7.517781,1,0,783.3
"3470",0.0769230769230769,0.461538461538461,70,12300,2555,660,19.261913,0,2,0.0769230769230769
"3471",0.75,0.25,224,15760,1,632,6.524855,1,0,480.6
"3472",0,0.25,60,9100,365,80,21.301674,0,1,0.001
"3473",1,0,190,14040,1,700,6.96125,1,0,433.6
"3474",0,0,60,9050,1460,270,79.224845,0,2,0.001
"3475",1,0,272,17500,1,536,6.038267,1,0,542.1
"3476",0,0,60,9050,1460,270,186.401078,0,2,0.001
"3477",0.583333333333333,0.416666666666667,155,12960,1,770,7.578965833,1,0,393.5
"3478",0,0.416666666666667,60,9050,1460,270,149.8749615,0,2,0.001
"3479",0.642857142857143,0.357142857142857,140,11880,1,800,8.58655,1,0,347.4
"3480",0,0.357142857142857,0,NA,NA,NA,119.7631315,0,NA,0.001
"3481",0.333333333333333,0.666666666666667,147,10800,1,786,8.150251667,1,0,306.1
"3482",0,0.666666666666667,0,NA,NA,NA,121.4488165,0,NA,0.001
"3483",0.491228070175439,0.508771929824561,113,8000,1,854,7.747181667,1,0,230.2
"3484",0,0.508771929824561,0,NA,NA,NA,194.88319233,0,NA,0.001
"3485",0.592592592592593,0.407407407407407,104,7340,1,872,15.039374259,1,0,201.3
"3486",0,0.407407407407407,0,NA,NA,NA,185.17751381,0,NA,0.001
"3487",0.666666666666667,0.333333333333333,132,9500,1,816,12.505608,1,0,278.5
"3488",0,0.333333333333333,0,NA,NA,NA,245.960916,0,NA,0.001
"3489",0.264150943396226,0.735849056603774,111,8000,1,858,14.474108,1,0,225.7
"3490",0,0.735849056603774,0,NA,NA,NA,211.611157,0,NA,0.001
"3491",0.5,0.5,136,9500,1,808,14.128939,1,0,272.3
"3492",0,0.5,0,NA,NA,NA,236.686521,0,NA,0.001
"3493",0.297777777777778,0.702222222222222,88,5180,1,904,11.000469,1,0,151
"3494",0,0.702222222222222,0,NA,NA,NA,134.775425,0,NA,0.001
"3495",0.428571428571429,0.571428571428571,101,6700,1,878,6.307634,1,0,185.4
"3496",0,0.571428571428571,0,NA,NA,NA,173.314997,0,NA,0.001
"3497",0,1,62,4540,1,956,NA,1,0,120.7
"3498",0,1,0,NA,NA,NA,NA,0,NA,0.001
"3499",0.995110024449878,0.00488997555012227,42,3320,1,996,11.4606875,1,0,91.9
"3500",0,0.00488997555012227,0,NA,NA,NA,118.07802,0,NA,0.001
"3501",1,0,22,1340,1,1036,6.86785,1,0,36.8
"3502",0,0,0,NA,NA,NA,157.90651917,0,NA,0.001
"3503",0.428571428571429,0.571428571428571,182,14680,1,716,7.704556667,1,0,454.6
"3504",0,0.571428571428571,0,NA,NA,NA,110.00892917,0,NA,0.001
"3505",0.3125,0.6875,159,12960,1,762,5.889215,1,0,391.3
"3506",0,0.6875,0,NA,NA,NA,156.74341259,0,NA,0.001
"3507",0,1,170,13600,1,740,7.352482,1,0,414.5
"3508",0,1,0,NA,NA,NA,135.781962,0,NA,0.001
"3509",0.428571428571429,0.571428571428571,149,11880,1,782,21.032409,1,0,349.6
"3510",0,0.571428571428571,0,NA,NA,NA,195.123855,0,NA,0.001
"3511",0.305555555555556,0.694444444444444,174,11880,1,732,6.6783,1,0,343.1
"3512",0,0.694444444444444,0,NA,NA,NA,286.125851,0,NA,0.001
"3513",0.126582278481013,0.873417721518987,162,10800,1,756,6.131676,1,0,309.9
"3514",0,0.873417721518987,0,NA,NA,NA,313.146731,0,NA,0.001
"3515",0.443037974683544,0.556962025316456,118,9500,1,844,19.818942,1,0,275.6
"3516",0,0.556962025316456,0,NA,NA,NA,160.701556,0,NA,0.001
"3517",NA,NA,28,1940,1,1024,6.972214,1,0,59.5
"3518",NA,NA,0,NA,NA,NA,217.4915453,0,NA,NA
"3519",NA,NA,57,4540,1,966,7.373718167,1,0,136.4
"3520",NA,NA,0,NA,NA,NA,169.845947,0,NA,NA
"3521",NA,NA,0,NA,1,1080,11.1312065,1,0,0
"3522",NA,NA,0,NA,NA,NA,180.12929033,0,NA,NA
"3523",0.595238095238095,0.404761904761905,105,8860,1,870,8.539132333,1,0,245.3
"3524",0,0.404761904761905,0,NA,NA,NA,129.273927,0,NA,0.001
"3525",0.12751677852349,0.87248322147651,75,6040,1,930,7.093535667,1,0,172.9
"3526",0,0.87248322147651,0,NA,NA,NA,148.41233922,0,NA,0.001
"3527",0.200294550810015,0.799705449189985,94,7340,1,892,15.906636,1,0,215.6
"3528",0,0.799705449189985,0,NA,NA,NA,132.828184,0,NA,0.001
"3529",0.6,0.4,137,11240,1,806,11.03063,1,0,325.2
"3530",0,0.4,72.6111111085,11550,21900,870,228.097023,0,2.71428571428571,0.001
"3531",0.851063829787234,0.148936170212766,156,12960,1,768,8.114403,1,0,392.9
"3532",0,0.148936170212766,72.6111111085,11550,21900,870,176.337276,0,2.71428571428571,0.001
"3533",0.7,0.3,172,14040,1,736,6.703393,1,0,431.9
"3534",0,0.3,72.6111111085,11550,21900,870,133.772339,0,2.71428571428571,0.001
"3535",0.848484848484849,0.151515151515151,185,15120,1,710,7.324679,1,0,468.8
"3536",0,0.151515151515151,72.6111111085,11550,21900,870,126.139111,0,2.71428571428571,0.001
"3537",0.681818181818182,0.318181818181818,202,16840,1,676,7.027519667,1,0,523.6
"3538",0,0.318181818181818,72.6111111085,11550,21900,870,162.67614367,0,2.71428571428571,0.001
"3539",0.771929824561403,0.192982456140351,217,19220,1,646,6.787642167,1,0,612.2
"3540",0.0350877192982456,0.192982456140351,80,15050,3285,635,117.57896867,0,2,0.0350877192982456
"3541",0.868421052631579,0.105263157894737,258,21600,1,564,7.7030955,1,0,773.5
"3542",0.0263157894736842,0.105263157894737,87.5,15400,5840,735,143.01836617,0,3,0.0263157894736842
"3543",0.826086956521739,0.130434782608696,235,19660,1,610,6.165537167,1,0,670.5
"3544",0.0434782608695652,0.130434782608696,87.5,15400,5840,735,140.8952895,0,3,0.0434782608695652
"3545",0.666666666666667,0,286,23320,1,508,16.49386874,1,0,906.3
"3546",0.333333333333333,0,100,17300,2920,655,132.50656348,0,2,0.333333333333333
"3547",1,0,429,24620,1,222,11.071978,1,0,968
"3548",0,0,100,17300,2920,655,129.068075,0,2,0.001
"3549",1,0,418,23980,1,244,19.180669,1,0,941.4
"3550",0,0,100,17300,2920,655,101.505743,0,2,0.001
"3551",1,0,368,22240,1,344,12.082933,1,0,814.9
"3552",0,0,100,17300,2920,655,188.840259,0,2,0.001
"3553",0.666666666666667,0,283,22680,1,514,12.888896,1,0,862
"3554",0.333333333333333,0,100,17300,2920,655,153.547153,0,2,0.333333333333333
"3555",0.696969696969697,0.0454545454545454,322,25920,1,436,7.351931,1,0,1054.2
"3556",0.257575757575758,0.0454545454545454,107.826086956522,16697.1014492754,25185,805,101.926548,0,2.33333333333333,0.257575757575758
"3557",0.777777777777778,0.0740740740740741,305,24620,1,470,6.342745333,1,0,987
"3558",0.148148148148148,0.0740740740740741,107.826086956522,16697.1014492754,25185,805,143.024226,0,2.33333333333333,0.148148148148148
"3559",0,0,422,28300,1,236,8.094783667,1,0,1205.5
"3560",1,0,110,17325,5840,660,136.6762185,0,3,0.999
"3561",0,0.272727272727273,467,30020,1,146,7.512836167,1,0,1343.1
"3562",0.727272727272727,0.272727272727273,110,18756.25,5840,630,123.10007517,0,3,0.727272727272727
"3563",0,0,455,29600,1,170,6.432246167,1,0,1297
"3564",1,0,110,18756.25,5840,630,133.10424017,0,3,0.999
"3565",1,0,310,24620,1,460,10.20079,1,0,997.9
"3566",0,0,0,NA,NA,NA,26.456241,0,NA,0.001
"3567",1,0,274,23320,1,532,6.73094,1,0,901.3
"3568",0,0,0,NA,NA,NA,35.149662,0,NA,0.001
"3569",0.857142857142857,0,274,22680,1,532,10.412494,1,0,866
"3570",0.142857142857143,0,0,NA,NA,NA,7.864784,0,NA,0.142857142857143
"3571",1,0,236,22240,1,608,6.590728,1,0,811.1
"3572",0,0,0,NA,NA,NA,57.906074,0,NA,0.001
"3573",0.383561643835616,0.0821917808219178,200,20300,1,680,6.524707,1,0,717.8
"3574",0.534246575342466,0.0821917808219178,0,NA,NA,NA,19.223373,0,NA,0.534246575342466
"3575",0.5,0,224,21600,1,632,10.270255,1,0,782.2
"3576",0.5,0,0,NA,NA,NA,70.010107,0,NA,0.5
"3577",0.365853658536585,0.268292682926829,327,25280,1,426,7.517781,1,0,1028.6
"3578",0.365853658536585,0.268292682926829,0,NA,NA,NA,19.261913,0,NA,0.365853658536585
"3579",0.357142857142857,0.5,261,20960,1,558,6.524855,1,0,725.9
"3580",0.142857142857143,0.5,0,NA,NA,NA,21.301674,0,NA,0.142857142857143
"3581",1,0,227,19660,1,626,6.96125,1,0,678.9
"3582",0,0,0,NA,NA,NA,79.224845,0,NA,0.001
"3583",NA,NA,309,21600,1,462,2.927778,1,0,787.4
"3584",NA,NA,0,NA,NA,NA,125.374642,0,NA,NA
"3585",0.5,0.25,192,19220,1,696,4.468476833,1,0,638.8
"3586",0.25,0.25,0,NA,NA,NA,88.8485255,0,NA,0.25
"3587",1,0,177,18580,1,726,5.476061,1,0,592.7
"3588",0,0,0,NA,NA,NA,58.7366955,0,NA,0.001
"3589",NA,NA,184,17500,1,712,5.039762667,1,0,551.4
"3590",NA,NA,0,NA,NA,NA,60.4223805,0,NA,NA
"3591",0.907407407407407,0.0925925925925926,150,15120,1,780,4.636692667,1,0,475.5
"3592",0,0.0925925925925926,0,NA,NA,NA,133.85675633,0,NA,0.001
"3593",1,0,141,14680,1,798,11.928885259,1,0,446.6
"3594",0,0,0,NA,NA,NA,124.15107781,0,NA,0.001
"3595",0.121212121212121,0.878787878787879,169,16840,1,742,9.395119,1,0,523.8
"3596",0,0.878787878787879,0,NA,NA,NA,184.93448,0,NA,0.001
"3597",0.738095238095238,0.261904761904762,148,15120,1,784,11.363619,1,0,471
"3598",0,0.261904761904762,0,NA,NA,NA,150.584721,0,NA,0.001
"3599",1,0,173,16420,1,734,11.01845,1,0,517.6
"3600",0,0,0,NA,NA,NA,175.660085,0,NA,0.001
"3601",0.907630522088353,0.0923694779116466,125,12960,1,830,7.88998,1,0,396.3
"3602",0,0.0923694779116466,0,NA,NA,NA,73.748989,0,NA,0.001
"3603",0.846153846153846,0.153846153846154,138,14040,1,804,3.197145,1,0,430.7
"3604",0,0.153846153846154,0,NA,NA,NA,112.288561,0,NA,0.001
"3605",0,1,99,12520,1,882,NA,1,0,366
"3606",0,1,0,NA,NA,NA,NA,0,NA,0.001
"3607",0.826010544815466,0.170474516695958,80,11240,1,920,8.3501985,1,0,337.2
"3608",0.00351493848857645,0.170474516695958,0,NA,NA,NA,57.051584,0,NA,0.00351493848857645
"3609",0.594594594594595,0.405405405405405,127,10160,1,826,3.757361,1,0,282.1
"3610",0,0.405405405405405,0,NA,NA,NA,96.88008317,0,NA,0.001
"3611",0.323529411764706,0.411764705882353,219,20300,1,642,4.594067667,1,0,699.9
"3612",0.264705882352941,0.411764705882353,0,NA,NA,NA,48.98249317,0,NA,0.264705882352941
"3613",0.761904761904762,0.19047619047619,196,19220,1,688,2.778726,1,0,636.6
"3614",0.0476190476190476,0.19047619047619,0,NA,NA,NA,95.71697659,0,NA,0.0476190476190476
"3615",0.666666666666667,0.333333333333333,207,19660,1,666,4.241993,1,0,659.8
"3616",0,0.333333333333333,0,NA,NA,NA,74.755526,0,NA,0.001
"3617",0.333333333333333,0.666666666666667,186,18580,1,708,17.92192,1,0,594.9
"3618",0,0.666666666666667,0,NA,NA,NA,134.097419,0,NA,0.001
"3619",0.581395348837209,0.418604651162791,211,18580,1,658,3.567811,1,0,588.4
"3620",0,0.418604651162791,0,NA,NA,NA,225.099415,0,NA,0.001
"3621",0.365853658536585,0.634146341463415,199,17500,1,682,3.021187,1,0,555.2
"3622",0,0.634146341463415,0,NA,NA,NA,252.120295,0,NA,0.001
"3623",NA,NA,13,1160,1,1054,16.708453,1,0,30.3
"3624",NA,NA,0,NA,NA,NA,99.67512,0,NA,NA
"3625",0.513850415512465,0.486149584487535,57,6700,1,966,3.861725,1,0,185.8
"3626",0,0.486149584487535,0,NA,NA,NA,156.4651093,0,NA,0.001
"3627",0.987616099071207,0.0123839009287926,31,3880,1,1018,4.263229167,1,0,108.9
"3628",0,0.0123839009287926,0,NA,NA,NA,108.819511,0,NA,0.001
"3629",0.56710775047259,0.43289224952741,105,8860,1,870,8.0207175,1,0,245.3
"3630",0,0.43289224952741,0,NA,NA,NA,119.10285433,0,NA,0.001
"3631",NA,NA,0,NA,1,1080,5.428643333,1,0,0
"3632",NA,NA,0,NA,NA,NA,68.247491,0,NA,NA
"3633",NA,NA,30,2640,1,1020,3.983046667,1,0,72.4
"3634",NA,NA,0,NA,NA,NA,87.38590322,0,NA,NA
"3635",NA,NA,11,1000,1,1058,12.796147,1,0,29.7
"3636",NA,NA,0,NA,NA,NA,71.801748,0,NA,NA
"3637",0.101923076923077,0.898076923076923,32,2640,1,1016,7.920141,1,0,79.9
"3638",0,0.898076923076923,0,NA,NA,NA,167.070587,0,NA,0.001
"3639",0.454054054054054,0.545945945945946,36,5180,1,1008,5.003914,1,0,147.6
"3640",0,0.545945945945946,0,NA,NA,NA,115.31084,0,NA,0.001
"3641",0,1,51,6700,1,978,3.592904,1,0,186.6
"3642",0,1,0,NA,NA,NA,72.745903,0,NA,0.001
"3643",0.681198910081744,0.318801089918256,64,8000,1,952,4.21419,1,0,223.5
"3644",0,0.318801089918256,0,NA,NA,NA,65.112675,0,NA,0.001
"3645",0.715328467153285,0.284671532846715,81,9500,1,918,3.917030667,1,0,278.3
"3646",0,0.284671532846715,0,NA,NA,NA,101.64970767,0,NA,0.001
"3647",0.780821917808219,0.219178082191781,96,12520,1,888,3.677153167,1,0,366.9
"3648",0,0.219178082191781,0,NA,NA,NA,56.55253267,0,NA,0.001
"3649",0.911764705882353,0.0882352941176471,137,16840,1,806,4.5926065,1,0,528.2
"3650",0,0.0882352941176471,0,NA,NA,NA,81.99193017,0,NA,0.001
"3651",0.854166666666667,0.145833333333333,114,14040,1,852,3.055048167,1,0,425.2
"3652",0,0.145833333333333,0,NA,NA,NA,79.8688535,0,NA,0.001
"3653",0.888888888888889,0.0555555555555556,165,19660,1,750,13.38337974,1,0,661
"3654",0.0555555555555556,0.0555555555555556,0,NA,NA,NA,71.48012748,0,NA,0.0555555555555556
"3655",1,0,308,20960,1,464,7.961489,1,0,722.7
"3656",0,0,0,NA,NA,NA,68.041639,0,NA,0.001
"3657",1,0,297,20300,1,486,16.07018,1,0,696.1
"3658",0,0,0,NA,NA,NA,40.479307,0,NA,0.001
"3659",0.833333333333333,0.166666666666667,247,17920,1,586,8.972444,1,0,569.6
"3660",0,0.166666666666667,0,NA,NA,NA,127.813823,0,NA,0.001
"3661",0.888888888888889,0.111111111111111,162,19220,1,756,9.778407,1,0,616.7
"3662",0,0.111111111111111,0,NA,NA,NA,92.520717,0,NA,0.001
"3663",0.6125,0.0375,201,22240,1,678,4.241442,1,0,808.9
"3664",0.35,0.0375,0,NA,NA,NA,40.900112,0,NA,0.35
"3665",0.89622641509434,0.0566037735849056,184,20960,1,712,3.232256333,1,0,741.7
"3666",0.0471698113207547,0.0566037735849056,0,NA,NA,NA,81.99779,0,NA,0.0471698113207547
"3667",0.375,0.125,301,24620,1,478,4.984294667,1,0,960.2
"3668",0.5,0.125,0,NA,NA,NA,75.6497825,0,NA,0.5
"3669",0.1875,0.145833333333333,346,26360,1,388,4.402347167,1,0,1097.8
"3670",0.666666666666667,0.145833333333333,0,NA,NA,NA,62.07363917,0,NA,0.666666666666667
"3671",0.333333333333333,0,334,25920,1,412,3.321757167,1,0,1051.7
"3672",0.666666666666667,0,0,NA,NA,NA,72.07780417,0,NA,0.666666666666667
"3673",NA,NA,348,23980,1,384,10.20079,1,0,925.5
"3674",NA,NA,0,NA,NA,NA,26.456241,0,NA,NA
"3675",0,1,312,22240,1,456,6.73094,1,0,828.9
"3676",0,1,0,NA,NA,NA,35.149662,0,NA,0.001
"3677",0,1,312,21600,1,456,10.412494,1,0,793.6
"3678",0,1,0,NA,NA,NA,7.864784,0,NA,0.001
"3679",NA,NA,274,20960,1,532,6.590728,1,0,738.7
"3680",NA,NA,0,NA,NA,NA,57.906074,0,NA,NA
"3681",0.9,0,238,19660,1,604,2.516845,1,0,645.4
"3682",0.1,0,0,NA,NA,NA,69.535278,0,NA,0.1
"3683",NA,NA,262,20300,1,556,6.262393,1,0,709.8
"3684",NA,NA,0,NA,NA,NA,120.322012,0,NA,NA
"3685",0,0,365,23980,1,350,3.509919,1,0,956.2
"3686",1,0,0,NA,NA,NA,69.573818,0,NA,0.999
"3687",0.5,0,299,19660,1,482,2.516993,1,0,653.5
"3688",0.5,0,0,NA,NA,NA,71.613579,0,NA,0.5
"3689",1,0,265,19220,1,550,2.953388,1,0,606.5
"3690",0,0,0,NA,NA,NA,129.53675,0,NA,0.001
"3691",NA,NA,347,20300,1,386,1.63838,1,0,715
"3692",NA,NA,0,NA,NA,NA,142.750525,0,NA,NA
"3693",NA,NA,230,17920,1,620,3.179078833,1,0,566.4
"3694",NA,NA,0,NA,NA,NA,106.2244085,0,NA,NA
"3695",1,0,215,16840,1,650,4.186663,1,0,520.3
"3696",0,0,0,NA,NA,NA,76.1125785,0,NA,0.001
"3697",1,0,222,15120,1,636,3.750364667,1,0,479
"3698",0,0,0,NA,NA,NA,77.7982635,0,NA,0.001
"3699",0,1,188,13600,1,704,3.347294667,1,0,403.1
"3700",0,1,0,NA,NA,NA,151.23263933,0,NA,0.001
"3701",0.5,0.5,179,12520,1,722,10.639487259,1,0,374.2
"3702",0,0.5,0,NA,NA,NA,141.52696081,0,NA,0.001
"3703",NA,NA,207,14680,1,666,8.105721,1,0,451.4
"3704",NA,NA,0,NA,NA,NA,202.310363,0,NA,NA
"3705",0.8,0.2,186,12960,1,708,10.074221,1,0,398.6
"3706",0,0.2,0,NA,NA,NA,167.960604,0,NA,0.001
"3707",NA,NA,211,14680,1,658,9.729052,1,0,445.2
"3708",NA,NA,0,NA,NA,NA,193.035968,0,NA,NA
"3709",0.529411764705882,0.470588235294118,163,11240,1,754,6.600582,1,0,323.9
"3710",0,0.470588235294118,0,NA,NA,NA,91.124872,0,NA,0.001
"3711",NA,NA,176,11880,1,728,1.907747,1,0,358.3
"3712",NA,NA,0,NA,NA,NA,129.664444,0,NA,NA
"3713",0.813609467455621,0.186390532544379,137,10160,1,806,NA,1,0,293.6
"3714",0,0.186390532544379,0,NA,NA,NA,NA,0,NA,0.001
"3715",0.565217391304348,0.434782608695652,117,9500,1,846,7.0608005,1,0,264.8
"3716",0,0.434782608695652,0,NA,NA,NA,74.427467,0,NA,0.001
"3717",0.327272727272727,0.672727272727273,97,7340,1,886,2.467963,1,0,209.7
"3718",0,0.672727272727273,0,NA,NA,NA,114.25596617,0,NA,0.001
"3719",0.333333333333333,0.666666666666667,257,19220,1,566,3.304669667,1,0,627.5
"3720",0,0.666666666666667,0,NA,NA,NA,66.35837617,0,NA,0.001
"3721",0,1,234,17920,1,612,1.489328,1,0,564.2
"3722",0,1,0,NA,NA,NA,113.09285959,0,NA,0.001
"3723",NA,NA,245,18580,1,590,2.952595,1,0,587.4
"3724",NA,NA,0,NA,NA,NA,92.131409,0,NA,NA
"3725",NA,NA,224,16840,1,632,16.632522,1,0,522.5
"3726",NA,NA,0,NA,NA,NA,151.473302,0,NA,NA
"3727",0.3,0.7,249,16420,1,582,2.278413,1,0,516
"3728",0,0.7,0,NA,NA,NA,242.475298,0,NA,0.001
"3729",0,1,237,15760,1,606,1.731789,1,0,482.8
"3730",0,1,0,NA,NA,NA,269.496178,0,NA,0.001
"3731",NA,NA,43,3880,1,994,15.419055,1,0,102.7
"3732",NA,NA,0,NA,NA,NA,117.051003,0,NA,NA
"3733",0.0835117773019272,0.916488222698073,47,3880,1,986,2.572327,1,0,113.4
"3734",0,0.916488222698073,0,NA,NA,NA,173.8409923,0,NA,0.001
"3735",1,0,18,1340,1,1044,2.973831167,1,0,36.5
"3736",0,0,0,NA,NA,NA,126.195394,0,NA,0.001
"3737",0.0954773869346734,0.904522613065327,75,6040,1,930,6.7313195,1,0,172.9
