"","i","j","207ゾーンi","207ゾーンj","47ゾーンi","47ゾーンj","207ゾーン名i","207ゾーン名j","所要時間","費用","航空便数","滞在可能時間","アクセシビリティ","鉄道ダミー","エアライン参入数","x","OD1","OD2","路線距離","一便あたり座席数","一便あたり貨物","一便あたり超過手荷物"
"666",29,33,203,223,24,18,"上田","東部",162,5400,1,756,6.0663385,1,0,10,10,75,309.9,0,0,0
"667",29,34,203,231,24,24,"上田","名古屋",199,8750,1,682,3.474264333,1,0,30,30,57,555.2,0,0,0
"668",29,35,203,232,24,24,"上田","東三河",237,7880,1,606,2.028667667,1,0,0,0,4,482.8,0,0,0
"669",29,36,203,233,24,24,"上田","豊田",256,8420,1,568,10.841768,1,0,10,10,104,525.5,0,0,0
"670",29,37,203,252,24,25,"上田","東北部",299,9610,1,482,5.965762,1,0,1,1,2,635.1,0,0,0
"671",29,38,203,261,24,25,"上田","京都",235,10150,1,610,3.049535,1,0,15,15,21,702.8,0,0,0
"672",29,39,203,271,24,25,"上田","大阪",250,10480,1,580,1.638525,1,0,8,8,11,741.8,0,0,0
"673",29,40,203,281,24,25,"上田","神戸",263,10800,1,554,2.259811,1,0,3,3,7,778.7,0,0,0
"674",29,41,203,283,24,25,"上田","播磨",280,11120,1,520,1.962651667,1,0,1,1,12,833.5,0,0,0
"675",29,2,203,31,24,11,"上田","盛岡",223,9830,1,634,2.058097,1,0,2,2,3,663.9,0,0,0
"676",29,3,203,32,24,11,"上田","北上中部",223,9610,1,634,5.739651,1,0,0,0,1,628.6,0,0,0
"677",29,4,203,33,24,11,"上田","両磐",185,8960,1,710,1.917885,1,0,0,0,0,573.7,0,0,0
"678",29,42,203,331,24,30,"上田","県南",295,11990,1,490,1.722774167,1,0,5,5,6,922.1,0,0,0
"679",29,43,203,341,24,31,"上田","広島",336,13180,1,408,2.6382275,1,0,0,0,4,1083.4,0,0,0
"680",29,44,203,342,24,31,"上田","備後",313,12310,1,454,1.100669167,1,0,1,1,1,980.4,0,0,0
"681",29,45,203,351,24,32,"上田","山口",364,14150,1,352,11.42900074,1,0,0,0,0,1216.2,0,0,0
"682",29,46,203,352,24,32,"上田","下関",507,14470,1,66,6.00711,1,0,0,0,0,1277.9,0,0,0
"683",29,47,203,353,24,32,"上田","宇部",496,14470,1,88,14.115801,1,0,0,0,0,1251.3,0,0,0
"684",29,48,203,354,24,32,"上田","岩国",446,13500,1,188,7.018065,1,0,0,0,0,1124.8,0,0,0
"685",29,49,203,355,24,32,"上田","徳山",361,13820,1,358,7.824028,1,0,0,0,0,1171.9,0,0,0
"686",29,50,203,401,24,37,"上田","福岡",400,15340,1,280,2.287063,1,0,5,13,13,1364.1,0,0,0
"687",29,51,203,402,24,37,"上田","北九州",383,14800,1,314,1.277877333,1,0,0,1,1,1296.9,0,0,0
"688",29,5,203,41,24,12,"上田","仙台",149,7880,1,782,1.851864,1,0,3,3,8,480.4,0,0,0
"689",29,6,203,43,24,12,"上田","古川",173,8750,1,734,5.597412,1,0,0,0,1,544.8,0,0,0
"690",29,52,203,432,24,41,"上田","八代・芦北",500,16310,1,80,3.029915667,1,0,0,0,0,1515.4,0,0,0
"691",29,53,203,461,24,44,"上田","鹿児島",545,17500,1,NA,2.447968167,1,0,0,1,1,1653,0,0,0
"692",29,54,203,462,24,44,"上田","川北薩・串木野",533,17170,1,14,1.367378167,1,0,0,0,0,1606.9,0,0,0
"693",29,7,203,51,24,13,"上田","秋田臨海",276,10800,1,528,2.844938,1,0,0,0,1,791.2,0,0,0
"694",29,8,203,61,24,15,"上田","山形",211,7880,1,658,1.852012,1,0,2,2,3,488.5,0,0,0
"695",29,9,203,63,24,12,"上田","米沢",177,7340,1,726,2.288407,1,0,1,1,1,441.5,0,0,0
"696",29,10,203,64,24,12,"上田","新庄",259,8750,1,562,0.973399,1,0,2,2,2,550,0,0,0
"697",29,11,203,71,24,12,"上田","福島",141,6800,1,798,2.514097833,1,0,3,3,6,401.4,0,0,0
"698",29,12,203,73,24,17,"上田","郡山",126,5940,1,828,3.521682,1,0,5,5,8,355.3,0,0,0
"699",29,13,203,76,24,17,"上田","白河",133,5400,1,814,3.085383667,1,0,0,0,2,314,0,0,0
"700",29,14,203,91,24,18,"上田","宇都宮",99,4000,1,882,2.682313667,1,0,17,17,48,238.1,0,0,0
"701",29,15,203,93,24,18,"上田","栃木・小山",90,3670,1,900,9.974506259,1,0,2,2,40,209.2,0,0,0
"702",29,16,203,95,24,18,"上田","那須",118,5080,1,844,7.44074,1,0,0,0,5,286.4,0,0,0
"703",30,17,211,101,24,18,"岐阜","前橋・高崎",229,8210,1,622,23.096506,1,0,5,5,10,501.3,0,0,0
"704",30,18,211,104,24,18,"岐阜","沼田・利根",254,8750,1,572,22.751337,1,0,0,0,0,547.9,0,0,0
"705",30,19,211,111,24,18,"岐阜","浦和",206,7020,1,668,19.622867,1,0,17,17,28,426.6,0,0,0
"706",30,20,211,113,24,18,"岐阜","児玉・大里",219,7560,1,642,14.930032,1,0,5,5,6,461,0,0,0
"707",30,21,211,131,24,18,"岐阜","23区",180,6480,1,720,16.0207205,1,0,339,339,394,396.3,0,0,0
"708",30,22,211,141,24,18,"岐阜","横浜",160,6260,1,760,20.0830855,1,0,38,38,60,367.5,0,0,0
"709",30,23,211,144,24,18,"岐阜","小田原",140,5400,1,800,15.490248,1,0,4,4,10,312.4,0,0,0
"710",30,24,211,151,24,20,"岐阜","新潟",300,10480,1,480,16.326954667,1,0,3,6,10,730.2,0,0,0
"711",30,25,211,152,24,20,"岐阜","長岡",277,9830,1,526,14.511613,1,0,0,0,4,666.9,0,0,0
"712",30,26,211,154,24,20,"岐阜","三条・燕",288,10150,1,504,15.97488,1,0,0,0,1,690.1,0,0,0
"713",30,27,211,155,24,20,"岐阜","魚沼",267,9610,1,546,29.654807,1,0,1,1,1,625.2,0,0,0
"714",30,28,211,201,24,18,"岐阜","長野",292,9610,1,496,15.300698,1,0,7,7,104,618.7,0,0,0
"715",30,29,211,203,24,24,"岐阜","上田",280,9290,1,520,14.754074,1,0,2,2,19,585.5,0,0,0
"716",30,30,211,211,24,24,"岐阜","岐阜",0,NA,1,1080,28.44134,1,0,0,0,0,0,0,0,0
"717",30,1,211,22,24,10,"岐阜","南部",391,12640,1,298,19.215213,1,0,5,5,5,1028.2,0,0,0
"718",30,31,211,221,24,18,"岐阜","中部",90,3670,1,900,15.594612,1,0,21,21,73,216.1,0,0,0
"719",30,32,211,222,24,24,"岐阜","西部",61,2270,1,958,15.996116167,1,0,16,16,174,139.2,0,0,0
"720",30,33,211,223,24,18,"岐阜","東部",118,4750,1,844,19.7536045,1,0,35,35,81,275.6,0,0,0
"721",30,34,211,231,24,24,"岐阜","名古屋",13,580,1,1054,17.161530333,1,0,0,0,0,30.3,0,0,0
"722",30,35,211,232,24,24,"岐阜","東三河",43,1940,1,994,15.715933667,1,0,0,0,0,102.7,0,0,0
"723",30,36,211,233,24,24,"岐阜","豊田",24,970,1,1032,24.529034,1,0,0,0,0,60,0,0,0
"724",30,37,211,252,24,25,"岐阜","東北部",19,840,1,1042,19.653028,1,0,0,0,395,49.6,0,0,0
"725",30,38,211,261,24,25,"岐阜","京都",38,1940,1,1004,16.736801,1,0,54,54,256,117.3,0,0,0
"726",30,39,211,271,24,25,"岐阜","大阪",54,2590,1,972,15.325791,1,0,57,57,120,156.3,0,0,0
"727",30,40,211,281,24,25,"岐阜","神戸",67,3350,1,946,15.947077,1,0,14,14,53,193.2,0,0,0
"728",30,41,211,283,24,25,"岐阜","播磨",84,4430,1,912,15.649917667,1,0,10,10,41,248,0,0,0
"729",30,2,211,31,24,11,"岐阜","盛岡",355,11990,1,370,15.745363,1,0,1,4,5,931.6,0,0,0
"730",30,3,211,32,24,11,"岐阜","北上中部",355,11660,1,370,19.426917,1,0,6,6,6,896.3,0,0,0
"731",30,4,211,33,24,11,"岐阜","両磐",317,11340,1,446,15.605151,1,0,0,0,0,841.4,0,0,0
"732",30,42,211,331,24,30,"岐阜","県南",99,5620,1,882,15.410040167,1,0,13,13,54,336.6,0,0,0
"733",30,43,211,341,24,31,"岐阜","広島",140,7880,1,800,16.3254935,1,0,13,13,19,497.9,0,0,0
"734",30,44,211,342,24,31,"岐阜","備後",117,6480,1,846,14.787935167,1,0,5,5,7,394.9,0,0,0
"735",30,45,211,351,24,32,"岐阜","山口",168,9610,1,744,25.11626674,1,0,3,3,7,630.7,0,0,0
"736",30,46,211,352,24,32,"岐阜","下関",311,10150,1,458,19.694376,1,0,2,2,2,692.4,0,0,0
"737",30,47,211,353,24,32,"岐阜","宇部",300,9830,1,480,27.803067,1,0,3,3,3,665.8,0,0,0
"738",30,48,211,354,24,32,"岐阜","岩国",250,8420,1,580,20.705331,1,0,1,1,1,539.3,0,0,0
"739",30,49,211,355,24,32,"岐阜","徳山",165,9290,1,750,21.511294,1,0,1,1,1,586.4,0,0,0
"740",30,50,211,401,24,37,"岐阜","福岡",204,10800,1,672,15.974329,1,0,34,40,50,778.6,0,0,0
"741",30,51,211,402,24,37,"岐阜","北九州",187,10150,1,706,14.965143333,1,0,10,11,12,711.4,0,0,0
"742",30,5,211,41,24,12,"岐阜","仙台",281,10480,1,518,15.53913,1,0,3,7,13,748.1,0,0,0
"743",30,6,211,43,24,12,"岐阜","古川",305,11120,1,470,19.284678,1,0,0,0,0,812.5,0,0,0
"744",30,52,211,432,24,41,"岐阜","八代・芦北",304,11990,1,472,16.717181667,1,0,1,1,1,929.9,0,0,0
"745",30,53,211,461,24,44,"岐阜","鹿児島",349,12960,1,382,16.135234167,1,0,1,5,12,1067.5,0,0,0
"746",30,54,211,462,24,44,"岐阜","川北薩・串木野",337,12640,1,406,15.054644167,1,0,0,1,1,1021.4,0,0,0
"747",30,7,211,51,24,13,"岐阜","秋田臨海",408,12960,1,264,16.532204,1,0,0,1,3,1058.9,0,0,0
"748",30,8,211,61,24,15,"岐阜","山形",342,10480,1,396,15.539278,1,0,1,1,1,756.2,0,0,0
"749",30,9,211,63,24,12,"岐阜","米沢",308,10150,1,464,15.975673,1,0,0,0,0,709.2,0,0,0
"750",30,10,211,64,24,12,"岐阜","新庄",390,11120,1,300,14.660665,1,0,0,0,0,817.7,0,0,0
"751",30,11,211,71,24,12,"岐阜","福島",273,9830,1,534,16.201363833,1,0,3,3,5,669.1,0,0,0
"752",30,12,211,73,24,17,"岐阜","郡山",258,9610,1,564,17.208948,1,0,1,1,2,623,0,0,0
"753",30,13,211,76,24,17,"岐阜","白河",265,9290,1,550,16.772649667,1,0,0,0,0,581.7,0,0,0
"754",30,14,211,91,24,18,"岐阜","宇都宮",231,8210,1,618,16.369579667,1,0,3,3,6,505.8,0,0,0
"755",30,15,211,93,24,18,"岐阜","栃木・小山",222,7560,1,636,23.661772259,1,0,4,4,4,476.9,0,0,0
"756",30,16,211,95,24,18,"岐阜","那須",250,8750,1,580,21.128006,1,0,1,1,1,554.1,0,0,0
"757",1,17,22,101,10,18,"南部","前橋・高崎",209,8420,1,662,13.870379,1,0,11,11,11,526.9,0,0,0
"758",1,18,22,104,10,18,"南部","沼田・利根",234,7880,1,612,13.52521,1,0,0,0,0,480.3,0,0,0
"759",1,19,22,111,10,18,"南部","浦和",185,9610,1,710,10.39674,1,0,41,42,55,601.6,0,0,0
"760",1,20,22,113,10,18,"南部","児玉・大里",199,8960,1,682,5.703905,1,0,1,1,1,567.2,0,0,0
"761",1,21,22,131,10,18,"南部","23区",211,9610,1,658,6.7945935,1,0,356,391,413,631.9,0,0,0
"762",1,22,22,141,10,18,"南部","横浜",230,9830,1,620,10.8569585,1,0,42,52,55,660.7,0,0,0
"763",1,23,22,144,10,18,"南部","小田原",251,10150,1,578,6.264121,1,0,2,2,4,715.8,0,0,0
"764",1,24,22,151,10,20,"南部","新潟",280,5080,1,520,7.100827667,1,0,0,0,1,298,0,0,0
"765",1,25,22,152,10,20,"南部","長岡",257,6260,1,566,5.285486,1,0,2,2,3,361.3,0,0,0
"766",1,26,22,154,10,20,"南部","三条・燕",268,5620,1,544,6.748753,1,0,0,0,0,338.1,0,0,0
"767",1,27,22,155,10,20,"南部","魚沼",247,6800,1,586,20.42868,1,0,0,0,0,403,0,0,0
"768",1,28,22,201,10,18,"南部","長野",271,6800,1,538,6.074571,1,0,2,2,3,409.5,0,0,0
"769",1,29,22,203,10,24,"南部","上田",259,7340,1,562,5.527947,1,0,1,1,23,442.7,0,0,0
"770",1,30,22,211,10,24,"南部","岐阜",391,12640,1,298,19.215213,1,0,5,5,5,1028.2,0,0,0
"771",1,1,22,22,10,10,"南部","南部",0,NA,1,1080,9.989086,1,0,0,0,0,0,0,0,0
"772",1,31,22,221,10,18,"南部","中部",279,11120,1,522,6.368485,1,0,3,3,3,812.1,0,0,0
"773",1,32,22,222,10,24,"南部","西部",305,11660,1,470,6.769989167,1,0,2,2,2,889,0,0,0
"774",1,33,22,223,10,18,"南部","東部",273,10480,1,534,10.5274775,1,0,13,13,14,752.6,0,0,0
"775",1,34,22,231,10,24,"南部","名古屋",310,12310,1,460,7.935403333,1,0,3,3,4,997.9,0,0,0
"776",1,35,22,232,10,24,"南部","東三河",348,11990,1,384,6.489806667,1,0,0,0,0,925.5,0,0,0
"777",1,36,22,233,10,24,"南部","豊田",367,12310,1,346,15.302907,1,0,3,3,46,968.2,0,0,0
"778",1,37,22,252,10,25,"南部","東北部",410,12960,1,260,10.426901,1,0,0,0,0,1077.8,0,0,0
"779",1,38,22,261,10,25,"南部","京都",346,13500,1,388,7.510674,1,0,6,10,10,1145.5,0,0,0
"780",1,39,22,271,10,25,"南部","大阪",361,13820,1,358,6.099664,1,0,7,11,11,1184.5,0,0,0
"781",1,40,22,281,10,25,"南部","神戸",374,14150,1,332,6.72095,1,0,1,4,4,1221.4,0,0,0
"782",1,41,22,283,10,25,"南部","播磨",391,14470,1,298,6.423790667,1,0,2,3,3,1276.2,0,0,0
"783",1,2,22,31,10,11,"南部","盛岡",36,1660,1,1008,6.519236,1,0,133,133,139,96.6,0,0,0
"784",1,3,22,32,10,11,"南部","北上中部",36,2270,1,1008,10.20079,1,0,8,8,157,131.9,0,0,0
"785",1,4,22,33,10,11,"南部","両磐",74,3350,1,932,6.379024,1,0,5,5,24,186.8,0,0,0
"786",1,42,22,331,10,30,"南部","県南",406,15340,1,268,6.183913167,1,0,4,4,4,1364.8,0,0,0
"787",1,43,22,341,10,31,"南部","広島",447,16520,1,186,7.0993665,1,0,1,2,2,1526.1,0,0,0
"788",1,44,22,342,10,31,"南部","備後",424,15660,1,232,5.561808167,1,0,0,0,0,1423.1,0,0,0
"789",1,45,22,351,10,32,"南部","山口",475,17500,1,130,15.89013974,1,0,0,0,0,1658.9,0,0,0
"790",1,46,22,352,10,32,"南部","下関",618,18140,1,NA,10.468249,1,0,0,0,1,1720.6,0,0,0
"791",1,47,22,353,10,32,"南部","宇部",607,17820,1,NA,18.57694,1,0,0,0,0,1694,0,0,0
"792",1,48,22,354,10,32,"南部","岩国",557,16850,1,NA,11.479204,1,0,0,0,0,1567.5,0,0,0
"793",1,49,22,355,10,32,"南部","徳山",472,17170,1,136,12.285167,1,0,0,0,0,1614.6,0,0,0
"794",1,50,22,401,10,37,"南部","福岡",511,18680,1,58,6.748202,1,0,1,6,7,1806.8,0,0,0
"795",1,51,22,402,10,37,"南部","北九州",494,18140,1,92,5.739016333,1,0,0,1,1,1739.6,0,0,0
"796",1,5,22,41,10,12,"南部","仙台",110,5080,1,860,6.313003,1,0,246,246,423,280.1,0,0,0
"797",1,6,22,43,10,12,"南部","古川",86,3670,1,908,10.058551,1,0,0,0,23,215.7,0,0,0
"798",1,52,22,432,10,41,"南部","八代・芦北",611,19660,1,NA,7.491054667,1,0,0,0,0,1958.1,0,0,0
"799",1,53,22,461,10,44,"南部","鹿児島",656,20840,1,NA,6.909107167,1,0,0,1,1,2095.7,0,0,0
"800",1,54,22,462,10,44,"南部","川北薩・串木野",644,20520,1,NA,5.828517167,1,0,0,0,0,2049.6,0,0,0
"801",1,7,22,51,10,13,"南部","秋田臨海",131,580,1,818,7.306077,1,0,14,14,45,30.7,0,0,0
"802",1,8,22,61,10,15,"南部","山形",163,4750,1,754,6.313151,1,0,11,11,19,272,0,0,0
"803",1,9,22,63,10,12,"南部","米沢",129,5400,1,822,6.749546,1,0,0,0,4,319,0,0,0
"804",1,10,22,64,10,12,"南部","新庄",211,3670,1,658,5.434538,1,0,0,0,19,210.5,0,0,0
"805",1,11,22,71,10,12,"南部","福島",93,5940,1,894,6.975236833,1,0,8,8,17,359.1,0,0,0
"806",1,12,22,73,10,17,"南部","郡山",78,6800,1,924,7.982821,1,0,6,6,11,405.2,0,0,0
"807",1,13,22,76,10,17,"南部","白河",85,7340,1,910,7.546522667,1,0,2,2,4,446.5,0,0,0
"808",1,14,22,91,10,18,"南部","宇都宮",51,8420,1,978,7.143452667,1,0,3,3,9,522.4,0,0,0
"809",1,15,22,93,10,18,"南部","栃木・小山",42,8750,1,996,14.435645259,1,0,1,1,2,551.3,0,0,0
"810",1,16,22,95,10,18,"南部","那須",70,7560,1,940,11.901879,1,0,14,14,17,474.1,0,0,0
"811",31,17,221,101,18,18,"中部","前橋・高崎",117,5080,1,846,10.249778,1,0,15,15,38,285.2,0,0,0
"812",31,18,221,104,18,18,"中部","沼田・利根",142,5620,1,796,9.904609,1,0,0,0,1,331.8,0,0,0
"813",31,19,221,111,18,18,"中部","浦和",94,3670,1,892,6.776139,1,0,94,94,193,210.5,0,0,0
"814",31,20,221,113,18,18,"中部","児玉・大里",107,4430,1,866,2.083304,1,0,3,3,10,244.9,0,0,0
"815",31,21,221,131,18,18,"中部","23区",68,3350,1,944,3.1739925,1,0,0,0,594,180.2,0,0,0
"816",31,22,221,141,18,18,"中部","横浜",49,2590,1,982,7.2363575,1,0,307,307,721,151.4,0,0,0
"817",31,23,221,144,18,18,"中部","小田原",50,1660,1,980,2.64352,1,0,56,56,526,96.3,0,0,0
"818",31,24,221,151,18,20,"中部","新潟",188,8210,1,704,3.480226667,1,0,7,7,11,514.1,0,0,0
"819",31,25,221,152,18,20,"中部","長岡",165,7340,1,750,1.664885,1,0,0,0,0,450.8,0,0,0
"820",31,26,221,154,18,20,"中部","三条・燕",176,7560,1,728,3.128152,1,0,3,3,4,474,0,0,0
"821",31,27,221,155,18,20,"中部","魚沼",155,6800,1,770,16.808079,1,0,3,3,3,409.1,0,0,0
"822",31,28,221,201,18,18,"中部","長野",180,6800,1,720,2.45397,1,0,8,9,37,402.6,0,0,0
"823",31,29,221,203,18,24,"中部","上田",168,6260,1,744,1.907346,1,0,1,1,53,369.4,0,0,0
"824",31,30,221,211,18,24,"中部","岐阜",90,3670,1,900,15.594612,1,0,21,21,97,216.1,0,0,0
"825",31,1,221,22,18,10,"中部","南部",279,11120,1,522,6.368485,1,0,3,3,3,812.1,0,0,0
"826",31,31,221,221,18,18,"中部","中部",0,NA,1,1080,2.747884,1,0,0,0,0,0,0,0,0
"827",31,32,221,222,18,24,"中部","西部",26,1320,1,1028,3.149388167,1,0,0,0,0,76.9,0,0,0
"828",31,33,221,223,18,18,"中部","東部",28,970,1,1024,6.9068765,1,0,0,0,0,59.5,0,0,0
"829",31,34,221,231,18,24,"中部","名古屋",57,3350,1,966,4.314802333,1,0,371,371,755,185.8,0,0,0
"830",31,35,221,232,18,24,"中部","東三河",47,1940,1,986,2.869205667,1,0,39,39,617,113.4,0,0,0
"831",31,36,221,233,18,24,"中部","豊田",66,2590,1,948,11.682306,1,0,93,93,886,156.1,0,0,0
"832",31,37,221,252,18,25,"中部","東北部",109,4750,1,862,6.8063,1,0,5,5,21,265.7,0,0,0
"833",31,38,221,261,18,25,"中部","京都",89,5620,1,902,3.890073,1,0,167,167,192,333.4,0,0,0
"834",31,39,221,271,18,25,"中部","大阪",109,6260,1,862,2.479063,1,0,71,71,93,372.4,0,0,0
"835",31,40,221,281,18,25,"中部","神戸",122,6800,1,836,3.100349,1,0,34,34,51,409.3,0,0,0
"836",31,41,221,283,18,25,"中部","播磨",139,7560,1,802,2.803189667,1,0,28,28,37,464.1,0,0,0
"837",31,2,221,31,18,11,"中部","盛岡",243,10150,1,594,2.898635,1,0,7,7,9,715.5,0,0,0
"838",31,3,221,32,18,11,"中部","北上中部",243,10150,1,594,6.580189,1,0,0,0,0,680.2,0,0,0
"839",31,4,221,33,18,11,"中部","両磐",205,9610,1,670,2.758423,1,0,0,0,0,625.3,0,0,0
"840",31,42,221,331,18,30,"中部","県南",154,8750,1,772,2.563312167,1,0,35,35,44,552.7,0,0,0
"841",31,43,221,341,18,31,"中部","広島",195,10150,1,690,3.4787655,1,0,37,37,40,714,0,0,0
"842",31,44,221,342,18,31,"中部","備後",172,9610,1,736,1.941207167,1,0,4,4,7,611,0,0,0
"843",31,45,221,351,18,32,"中部","山口",223,11340,1,634,12.26953874,1,0,9,9,12,846.8,0,0,0
"844",31,46,221,352,18,32,"中部","下関",366,11660,1,348,6.847648,1,0,1,1,1,908.5,0,0,0
"845",31,47,221,353,18,32,"中部","宇部",355,11660,1,370,14.956339,1,0,2,2,2,881.9,0,0,0
"846",31,48,221,354,18,32,"中部","岩国",305,10480,1,470,7.858603,1,0,0,0,0,755.4,0,0,0
"847",31,49,221,355,18,32,"中部","徳山",220,11120,1,640,8.664566,1,0,3,3,3,802.5,0,0,0
"848",31,50,221,401,18,37,"中部","福岡",259,12310,1,562,3.127601,1,0,16,37,49,994.7,0,0,0
"849",31,51,221,402,18,37,"中部","北九州",242,11990,1,596,2.118415333,1,0,12,14,16,927.5,0,0,0
"850",31,5,221,41,18,12,"中部","仙台",169,8420,1,742,2.692402,1,0,20,22,23,532,0,0,0
"851",31,6,221,43,18,12,"中部","古川",193,9290,1,694,6.43795,1,0,1,1,2,596.4,0,0,0
"852",31,52,221,432,18,41,"中部","八代・芦北",359,13500,1,362,3.870453667,1,0,1,1,1,1146,0,0,0
"853",31,53,221,461,18,44,"中部","鹿児島",404,14800,1,272,3.288506167,1,0,3,13,26,1283.6,0,0,0
"854",31,54,221,462,18,44,"中部","川北薩・串木野",392,14150,1,296,2.207916167,1,0,3,4,4,1237.5,0,0,0
"855",31,7,221,51,18,13,"中部","秋田臨海",296,11340,1,488,3.685476,1,0,2,2,7,842.8,0,0,0
"856",31,8,221,61,18,15,"中部","山形",230,8750,1,620,2.69255,1,0,8,8,10,540.1,0,0,0
"857",31,9,221,63,18,12,"中部","米沢",196,7880,1,688,3.128945,1,0,2,2,2,493.1,0,0,0
"858",31,10,221,64,18,12,"中部","新庄",278,9610,1,524,1.813937,1,0,2,2,2,601.6,0,0,0
"859",31,11,221,71,18,12,"中部","福島",161,7340,1,758,3.354635833,1,0,1,1,1,453,0,0,0
"860",31,12,221,73,18,17,"中部","郡山",146,6800,1,788,4.36222,1,0,1,1,2,406.9,0,0,0
"861",31,13,221,76,18,17,"中部","白河",153,6260,1,774,3.925921667,1,0,0,0,0,365.6,0,0,0
"862",31,14,221,91,18,18,"中部","宇都宮",119,5080,1,842,3.522851667,1,0,9,9,22,289.7,0,0,0
"863",31,15,221,93,18,18,"中部","栃木・小山",110,4750,1,860,10.815044259,1,0,8,8,11,260.8,0,0,0
"864",31,16,221,95,18,18,"中部","那須",138,5620,1,804,8.281278,1,0,3,3,5,338,0,0,0
"865",32,17,222,101,24,18,"西部","前橋・高崎",143,6260,1,794,10.651282167,1,0,10,10,17,362.1,0,0,0
"866",32,18,222,104,24,18,"西部","沼田・利根",168,6800,1,744,10.306113167,1,0,3,3,4,408.7,0,0,0
"867",32,19,222,111,24,18,"西部","浦和",120,5080,1,840,7.177643167,1,0,67,67,114,287.4,0,0,0
"868",32,20,222,113,24,18,"西部","児玉・大里",133,5620,1,814,2.484808167,1,0,8,8,16,321.8,0,0,0
"869",32,21,222,131,24,18,"西部","23区",94,4430,1,892,3.575496667,1,0,917,917,1173,257.1,0,0,0
"870",32,22,222,141,24,18,"西部","横浜",75,4000,1,930,7.637861667,1,0,189,189,347,228.3,0,0,0
"871",32,23,222,144,24,18,"西部","小田原",79,3020,1,922,3.045024167,1,0,36,36,156,173.2,0,0,0
"872",32,24,222,151,24,20,"西部","新潟",214,9290,1,652,3.881730834,1,0,3,3,9,591,0,0,0
"873",32,25,222,152,24,20,"西部","長岡",191,8420,1,698,2.066389167,1,0,5,5,7,527.7,0,0,0
"874",32,26,222,154,24,20,"西部","三条・燕",202,8750,1,676,3.529656167,1,0,0,0,1,550.9,0,0,0
"875",32,27,222,155,24,20,"西部","魚沼",181,7880,1,718,17.209583167,1,0,0,0,1,486,0,0,0
"876",32,28,222,201,24,18,"西部","長野",206,7560,1,668,2.855474167,1,0,17,17,37,479.5,0,0,0
"877",32,29,222,203,24,24,"西部","上田",194,7340,1,692,2.308850167,1,0,7,7,24,446.3,0,0,0
"878",32,30,222,211,24,24,"西部","岐阜",61,2270,1,958,15.996116167,1,0,16,16,188,139.2,0,0,0
"879",32,1,222,22,24,10,"西部","南部",305,11660,1,470,6.769989167,1,0,2,2,3,889,0,0,0
"880",32,31,222,221,24,18,"西部","中部",26,1320,1,1028,3.149388167,1,0,0,0,0,76.9,0,0,0
"881",32,32,222,222,24,24,"西部","西部",0,NA,1,1080,3.550892334,1,0,0,0,0,0,0,0,0
"882",32,33,222,223,24,18,"西部","東部",57,2270,1,966,7.308380667,1,0,0,0,0,136.4,0,0,0
"883",32,34,222,231,24,24,"西部","名古屋",31,1940,1,1018,4.7163065,1,0,319,319,324,108.9,0,0,0
"884",32,35,222,232,24,24,"西部","東三河",18,670,1,1044,3.270709834,1,0,35,35,35,36.5,0,0,0
"885",32,36,222,233,24,24,"西部","豊田",37,1320,1,1006,12.083810167,1,0,64,64,68,79.2,0,0,0
"886",32,37,222,252,24,25,"西部","東北部",80,3350,1,920,7.207804167,1,0,5,5,33,188.8,0,0,0
"887",32,38,222,261,24,25,"西部","京都",63,4430,1,954,4.291577167,1,0,120,120,801,256.5,0,0,0
"888",32,39,222,271,24,25,"西部","大阪",83,5080,1,914,2.880567167,1,0,64,64,88,295.5,0,0,0
"889",32,40,222,281,24,25,"西部","神戸",96,5620,1,888,3.501853167,1,0,39,39,51,332.4,0,0,0
"890",32,41,222,283,24,25,"西部","播磨",113,6480,1,854,3.204693834,1,0,21,21,30,387.2,0,0,0
"891",32,2,222,31,24,11,"西部","盛岡",269,10800,1,542,3.300139167,1,0,6,6,6,792.4,0,0,0
"892",32,3,222,32,24,11,"西部","北上中部",269,10480,1,542,6.981693167,1,0,1,1,1,757.1,0,0,0
"893",32,4,222,33,24,11,"西部","両磐",231,10150,1,618,3.159927167,1,0,0,0,0,702.2,0,0,0
"894",32,42,222,331,24,30,"西部","県南",128,7560,1,824,2.964816334,1,0,25,25,57,475.8,0,0,0
"895",32,43,222,341,24,31,"西部","広島",169,9610,1,742,3.880269667,1,0,17,19,24,637.1,0,0,0
"896",32,44,222,342,24,31,"西部","備後",146,8420,1,788,2.342711334,1,0,4,4,5,534.1,0,0,0
"897",32,45,222,351,24,32,"西部","山口",197,10800,1,686,12.671042907,1,0,7,7,7,769.9,0,0,0
"898",32,46,222,352,24,32,"西部","下関",340,11120,1,400,7.249152167,1,0,1,1,1,831.6,0,0,0
"899",32,47,222,353,24,32,"西部","宇部",329,11120,1,422,15.357843167,1,0,2,2,2,805,0,0,0
"900",32,48,222,354,24,32,"西部","岩国",279,9830,1,522,8.260107167,1,0,2,2,2,678.5,0,0,0
"901",32,49,222,355,24,32,"西部","徳山",194,10480,1,692,9.066070167,1,0,5,5,5,725.6,0,0,0
"902",32,50,222,401,24,37,"西部","福岡",233,11660,1,614,3.529105167,1,0,23,35,35,917.8,0,0,0
