"","47ゾーンi","47ゾーンj","i","j","207ゾーンi","207ゾーンj","207ゾーン名i","207ゾーン名j","所要時間","費用","航空便数","滞在可能時間","アクセシビリティ","鉄道ダミー","エアライン参入数","x","OD1","OD2","一便あたり座席数","一便あたり貨物","一便あたり超過手荷物","路線距離"
"461",12,32,11,46,71,352,"福島","下関",NA,NA,NA,NA,83.1533365,0,NA,0,2,2,0,0,0,NA
"462",12,37,10,50,64,401,"新庄","福岡",105,21750,1825,300,92.537926,0,2,0,1,1,113.886908193991,224.952479338843,0.633865077839708,1256
"463",12,37,10,51,64,402,"新庄","北九州",105,21750,1825,300,133.635604,0,2,0,0,0,113.886908193991,224.952479338843,0.633865077839708,1256
"464",12,37,6,50,43,401,"古川","福岡",105,21750,1825,300,70.109413,0,2,1,1,1,113.886908193991,224.952479338843,0.633865077839708,1256
"465",12,37,11,50,71,401,"福島","福岡",105,21750,1825,300,56.0118095,0,2,5,8,14,113.886908193991,224.952479338843,0.633865077839708,1256
"466",12,37,9,51,63,402,"米沢","北九州",105,21750,1825,300,120.421829,0,2,0,0,0,113.886908193991,224.952479338843,0.633865077839708,1256
"467",12,37,11,51,71,402,"福島","北九州",105,21750,1825,300,97.1094875,0,2,1,1,2,113.886908193991,224.952479338843,0.633865077839708,1256
"468",12,37,6,51,43,402,"古川","北九州",105,21750,1825,300,111.207091,0,2,0,0,0,113.886908193991,224.952479338843,0.633865077839708,1256
"469",12,37,9,50,63,401,"米沢","福岡",105,21750,1825,300,79.324151,0,2,2,3,3,113.886908193991,224.952479338843,0.633865077839708,1256
"470",12,37,5,50,41,401,"仙台","福岡",105,21750,1825,300,19.322679,0,2,49,50,50,113.886908193991,224.952479338843,0.633865077839708,1256
"471",12,37,5,51,41,402,"仙台","北九州",105,21750,1825,300,60.420357,0,2,8,26,26,113.886908193991,224.952479338843,0.633865077839708,1256
"472",12,41,10,52,64,432,"新庄","八代・芦北",NA,NA,NA,NA,127.2875965,0,NA,0,0,0,0,0,0,NA
"473",12,41,9,52,63,432,"米沢","八代・芦北",NA,NA,NA,NA,114.0738215,0,NA,0,0,0,0,0,0,NA
"474",12,41,11,52,71,432,"福島","八代・芦北",NA,NA,NA,NA,90.76148,0,NA,0,0,0,0,0,0,NA
"475",12,41,6,52,43,432,"古川","八代・芦北",NA,NA,NA,NA,104.8590835,0,NA,0,0,0,0,0,0,NA
"476",12,41,5,52,41,432,"仙台","八代・芦北",NA,NA,NA,NA,54.0723495,0,NA,1,2,2,0,0,0,NA
"477",12,44,10,54,64,462,"新庄","川北薩・串木野",NA,NA,NA,NA,123.71561817,0,NA,0,0,0,0,0,0,NA
"478",12,44,9,54,63,462,"米沢","川北薩・串木野",NA,NA,NA,NA,110.50184317,0,NA,0,0,0,0,0,0,NA
"479",12,44,6,53,43,461,"古川","鹿児島",NA,NA,NA,NA,91.28294017,0,NA,1,1,1,0,0,0,NA
"480",12,44,10,53,64,461,"新庄","鹿児島",NA,NA,NA,NA,113.71145317,0,NA,0,0,0,0,0,0,NA
"481",12,44,11,54,71,462,"福島","川北薩・串木野",NA,NA,NA,NA,87.18950167,0,NA,0,0,0,0,0,0,NA
"482",12,44,6,54,43,462,"古川","川北薩・串木野",NA,NA,NA,NA,101.28710517,0,NA,0,0,0,0,0,0,NA
"483",12,44,5,53,41,461,"仙台","鹿児島",NA,NA,NA,NA,40.49620617,0,NA,6,7,9,0,0,0,NA
"484",12,44,9,53,63,461,"米沢","鹿児島",NA,NA,NA,NA,100.49767817,0,NA,0,0,0,0,0,0,NA
"485",12,44,11,53,71,461,"福島","鹿児島",NA,NA,NA,NA,77.18533667,0,NA,0,0,1,0,0,0,NA
"486",12,44,5,54,41,462,"仙台","川北薩・串木野",NA,NA,NA,NA,50.50037117,0,NA,0,4,4,0,0,0,NA
"487",13,10,7,1,51,22,"秋田臨海","南部",NA,NA,NA,NA,37.85337,0,NA,0,14,101,0,0,0,NA
"488",13,11,7,2,51,31,"秋田臨海","盛岡",NA,NA,NA,NA,46.546791,0,NA,0,69,304,0,0,0,NA
"489",13,11,7,3,51,32,"秋田臨海","北上中部",NA,NA,NA,NA,19.261913,0,NA,0,1,228,0,0,0,NA
"490",13,11,7,4,51,33,"秋田臨海","両磐",NA,NA,NA,NA,69.303203,0,NA,0,0,125,0,0,0,NA
"491",13,12,7,6,51,43,"秋田臨海","古川",NA,NA,NA,NA,81.407236,0,NA,0,3,68,0,0,0,NA
"492",13,12,7,5,51,41,"秋田臨海","仙台",NA,NA,NA,NA,30.620502,0,NA,0,166,608,0,0,0,NA
"493",13,12,7,9,51,63,"秋田臨海","米沢",NA,NA,NA,NA,90.621974,0,NA,0,0,15,0,0,0,NA
"494",13,12,7,11,51,71,"秋田臨海","福島",NA,NA,NA,NA,67.3096325,0,NA,0,8,23,0,0,0,NA
"495",13,12,7,10,51,64,"秋田臨海","新庄",NA,NA,NA,NA,103.835749,0,NA,0,0,13,0,0,0,NA
"496",13,13,7,7,51,51,"秋田臨海","秋田臨海",NA,NA,NA,NA,30.659042,0,NA,0,0,0,0,0,0,NA
"497",13,15,7,8,51,61,"秋田臨海","山形",NA,NA,NA,NA,32.698803,0,NA,0,6,115,0,0,0,NA
"498",13,17,7,13,51,76,"秋田臨海","白河",NA,NA,NA,NA,38.8834875,0,NA,0,2,4,0,0,0,NA
"499",13,17,7,12,51,73,"秋田臨海","郡山",NA,NA,NA,NA,37.1978025,0,NA,0,8,22,0,0,0,NA
"500",13,18,7,15,51,93,"秋田臨海","栃木・小山",70,12300,2555,700,102.61218481,0,2,0,0,2,253.635587576973,407.567138632312,1.59168388429752,555
"501",13,18,7,33,51,223,"秋田臨海","東部",70,12300,2555,700,97.56396133,0,2,1,7,7,253.635587576973,407.567138632312,1.59168388429752,555
"502",13,18,7,14,51,91,"秋田臨海","宇都宮",70,12300,2555,700,112.31786333,0,2,0,1,3,253.635587576973,407.567138632312,1.59168388429752,555
"503",13,18,7,23,51,144,"秋田臨海","小田原",70,12300,2555,700,75.34119017,0,2,1,1,2,253.635587576973,407.567138632312,1.59168388429752,555
"504",13,18,7,20,51,113,"秋田臨海","児玉・大里",70,12300,2555,700,90.749668,0,2,0,3,3,253.635587576973,407.567138632312,1.59168388429752,555
"505",13,18,7,28,51,201,"秋田臨海","長野",70,12300,2555,700,203.560522,0,2,1,4,6,253.635587576973,407.567138632312,1.59168388429752,555
"506",13,18,7,22,51,141,"秋田臨海","横浜",70,12300,2555,700,35.512691,0,2,21,39,68,253.635587576973,407.567138632312,1.59168388429752,555
"507",13,18,7,19,51,111,"秋田臨海","浦和",70,12300,2555,700,52.210096,0,2,6,74,89,253.635587576973,407.567138632312,1.59168388429752,555
"508",13,18,7,21,51,131,"秋田臨海","23区",70,12300,2555,700,34.093631,0,2,135,307,334,253.635587576973,407.567138632312,1.59168388429752,555
"509",13,18,7,18,51,104,"秋田臨海","沼田・利根",70,12300,2555,700,154.121192,0,2,0,0,0,253.635587576973,407.567138632312,1.59168388429752,555
"510",13,18,7,17,51,101,"秋田臨海","前橋・高崎",70,12300,2555,700,129.045828,0,2,3,9,15,253.635587576973,407.567138632312,1.59168388429752,555
"511",13,18,7,31,51,221,"秋田臨海","中部",70,12300,2555,700,134.9262163,0,2,0,2,4,253.635587576973,407.567138632312,1.59168388429752,555
"512",13,18,7,16,51,95,"秋田臨海","那須",70,12300,2555,700,163.395587,0,2,0,0,5,253.635587576973,407.567138632312,1.59168388429752,555
"513",13,20,7,26,51,154,"秋田臨海","三条・燕",NA,NA,NA,NA,53.216633,0,NA,0,0,0,0,0,0,NA
"514",13,20,7,27,51,155,"秋田臨海","魚沼",NA,NA,NA,NA,112.558526,0,NA,0,0,0,0,0,0,NA
"515",13,20,7,24,51,151,"秋田臨海","新潟",NA,NA,NA,NA,27.44360017,0,NA,0,11,18,0,0,0,NA
"516",13,20,7,25,51,152,"秋田臨海","長岡",NA,NA,NA,NA,74.17808359,0,NA,0,1,3,0,0,0,NA
"517",13,24,7,36,51,233,"秋田臨海","豊田",NA,NA,NA,NA,50.262855,0,NA,7,10,10,79.4416031358993,1.08425414364641,0.230662983425414,674.5
"518",13,24,7,34,51,231,"秋田臨海","名古屋",NA,NA,NA,NA,46.708598,0,NA,14,27,29,79.4416031358993,1.08425414364641,0.230662983425414,674.5
"519",13,24,7,29,51,203,"秋田臨海","上田",NA,NA,NA,NA,230.581402,0,NA,0,0,0,79.4416031358993,1.08425414364641,0.230662983425414,674.5
"520",13,24,7,30,51,211,"秋田臨海","岐阜",NA,NA,NA,NA,78.136227,0,NA,1,1,2,79.4416031358993,1.08425414364641,0.230662983425414,674.5
"521",13,24,7,32,51,222,"秋田臨海","西部",NA,NA,NA,NA,87.280618,0,NA,1,4,4,79.4416031358993,1.08425414364641,0.230662983425414,674.5
"522",13,24,7,35,51,232,"秋田臨海","東三河",NA,NA,NA,NA,65.84701022,0,NA,1,1,1,79.4416031358993,1.08425414364641,0.230662983425414,674.5
"523",13,25,7,41,51,283,"秋田臨海","播磨",NA,NA,NA,NA,80.11081467,0,NA,1,1,1,118.032908704883,64.7176734470242,0.232912129306212,842.333333333333
"524",13,25,7,39,51,271,"秋田臨海","大阪",NA,NA,NA,NA,51.20701,0,NA,12,13,13,118.032908704883,64.7176734470242,0.232912129306212,842.333333333333
"525",13,25,7,38,51,261,"秋田臨海","京都",NA,NA,NA,NA,93.771947,0,NA,12,12,40,118.032908704883,64.7176734470242,0.232912129306212,842.333333333333
"526",13,25,7,40,51,281,"秋田臨海","神戸",NA,NA,NA,NA,43.573782,0,NA,4,4,13,118.032908704883,64.7176734470242,0.232912129306212,842.333333333333
"527",13,25,7,37,51,252,"秋田臨海","東北部",NA,NA,NA,NA,145.531694,0,NA,0,0,0,118.032908704883,64.7176734470242,0.232912129306212,842.333333333333
"528",13,30,7,42,51,331,"秋田臨海","県南",NA,NA,NA,NA,35.01363967,0,NA,1,1,2,0,0,0,NA
"529",13,31,7,43,51,341,"秋田臨海","広島",NA,NA,NA,NA,60.45303717,0,NA,2,3,4,0,0,0,NA
"530",13,31,7,44,51,342,"秋田臨海","備後",NA,NA,NA,NA,58.3299605,0,NA,0,0,0,0,0,0,NA
"531",13,32,7,45,51,351,"秋田臨海","山口",NA,NA,NA,NA,49.94123448,0,NA,1,1,1,0,0,0,NA
"532",13,32,7,48,51,354,"秋田臨海","岩国",NA,NA,NA,NA,106.27493,0,NA,0,0,0,0,0,0,NA
"533",13,32,7,49,51,355,"秋田臨海","徳山",NA,NA,NA,NA,70.981824,0,NA,0,0,0,0,0,0,NA
"534",13,32,7,47,51,353,"秋田臨海","宇部",NA,NA,NA,NA,18.940414,0,NA,0,0,0,0,0,0,NA
"535",13,32,7,46,51,352,"秋田臨海","下関",NA,NA,NA,NA,46.502746,0,NA,0,0,20,0,0,0,NA
"536",13,37,7,50,51,401,"秋田臨海","福岡",NA,NA,NA,NA,19.361219,0,NA,10,10,10,0,0,0,NA
"537",13,37,7,51,51,402,"秋田臨海","北九州",NA,NA,NA,NA,60.458897,0,NA,2,2,2,0,0,0,NA
"538",13,41,7,52,51,432,"秋田臨海","八代・芦北",NA,NA,NA,NA,54.1108895,0,NA,0,0,0,0,0,0,NA
"539",13,44,7,54,51,462,"秋田臨海","川北薩・串木野",NA,NA,NA,NA,50.53891117,0,NA,0,0,0,0,0,0,NA
"540",13,44,7,53,51,461,"秋田臨海","鹿児島",NA,NA,NA,NA,40.53474617,0,NA,0,0,0,0,0,0,NA
"541",15,10,8,1,61,22,"山形","南部",NA,NA,NA,NA,39.893131,0,NA,0,9,17,0,0,0,NA
"542",15,11,8,2,61,31,"山形","盛岡",NA,NA,NA,NA,48.586552,0,NA,0,27,91,0,0,0,NA
"543",15,11,8,4,61,33,"山形","両磐",NA,NA,NA,NA,71.342964,0,NA,0,2,42,0,0,0,NA
"544",15,11,8,3,61,32,"山形","北上中部",NA,NA,NA,NA,21.301674,0,NA,0,1,45,0,0,0,NA
"545",15,12,8,6,61,43,"山形","古川",NA,NA,NA,NA,83.446997,0,NA,0,0,371,0,0,0,NA
"546",15,12,8,5,61,41,"山形","仙台",NA,NA,NA,NA,32.660263,0,NA,0,6,422,0,0,0,NA
"547",15,12,8,9,61,63,"山形","米沢",NA,NA,NA,NA,92.661735,0,NA,0,0,0,0,0,0,NA
"548",15,12,8,11,61,71,"山形","福島",NA,NA,NA,NA,69.3493935,0,NA,0,5,162,0,0,0,NA
"549",15,12,8,10,61,64,"山形","新庄",NA,NA,NA,NA,105.87551,0,NA,0,0,0,0,0,0,NA
"550",15,13,8,7,61,51,"山形","秋田臨海",NA,NA,NA,NA,32.698803,0,NA,0,6,83,0,0,0,NA
"551",15,15,8,8,61,61,"山形","山形",NA,NA,NA,NA,34.738564,0,NA,0,0,0,0,0,0,NA
"552",15,17,8,12,61,73,"山形","郡山",NA,NA,NA,NA,39.2375635,0,NA,0,3,145,0,0,0,NA
"553",15,17,8,13,61,76,"山形","白河",NA,NA,NA,NA,40.9232485,0,NA,0,1,19,0,0,0,NA
"554",15,18,8,15,61,93,"山形","栃木・小山",60,9100,365,0,104.65194581,0,1,0,19,27,159.275482093664,462.088154269972,0.575757575757576,441
"555",15,18,8,28,61,201,"山形","長野",60,9100,365,0,205.600283,0,1,0,6,9,159.275482093664,462.088154269972,0.575757575757576,441
"556",15,18,8,22,61,141,"山形","横浜",60,9100,365,0,37.552452,0,1,1,48,78,159.275482093664,462.088154269972,0.575757575757576,441
"557",15,18,8,16,61,95,"山形","那須",60,9100,365,0,165.435348,0,1,0,0,43,159.275482093664,462.088154269972,0.575757575757576,441
"558",15,18,8,14,61,91,"山形","宇都宮",60,9100,365,0,114.35762433,0,1,0,36,57,159.275482093664,462.088154269972,0.575757575757576,441
"559",15,18,8,21,61,131,"山形","23区",60,9100,365,0,36.133392,0,1,25,423,497,159.275482093664,462.088154269972,0.575757575757576,441
"560",15,18,8,33,61,223,"山形","東部",60,9100,365,0,99.60372233,0,1,0,6,7,159.275482093664,462.088154269972,0.575757575757576,441
"561",15,18,8,19,61,111,"山形","浦和",60,9100,365,0,54.249857,0,1,0,52,137,159.275482093664,462.088154269972,0.575757575757576,441
"562",15,18,8,20,61,113,"山形","児玉・大里",60,9100,365,0,92.789429,0,1,0,2,11,159.275482093664,462.088154269972,0.575757575757576,441
"563",15,18,8,17,61,101,"山形","前橋・高崎",60,9100,365,0,131.085589,0,1,0,4,11,159.275482093664,462.088154269972,0.575757575757576,441
"564",15,18,8,23,61,144,"山形","小田原",60,9100,365,0,77.38095117,0,1,0,10,11,159.275482093664,462.088154269972,0.575757575757576,441
"565",15,18,8,31,61,221,"山形","中部",60,9100,365,0,136.9659773,0,1,0,7,9,159.275482093664,462.088154269972,0.575757575757576,441
"566",15,18,8,18,61,104,"山形","沼田・利根",60,9100,365,0,156.160953,0,1,0,0,1,159.275482093664,462.088154269972,0.575757575757576,441
"567",15,20,8,24,61,151,"山形","新潟",NA,NA,NA,NA,29.48336117,0,NA,0,0,23,0,0,0,NA
"568",15,20,8,25,61,152,"山形","長岡",NA,NA,NA,NA,76.21784459,0,NA,0,1,7,0,0,0,NA
"569",15,20,8,26,61,154,"山形","三条・燕",NA,NA,NA,NA,55.256394,0,NA,0,0,4,0,0,0,NA
"570",15,20,8,27,61,155,"山形","魚沼",NA,NA,NA,NA,114.598287,0,NA,0,0,0,0,0,0,NA
"571",15,24,8,29,61,203,"山形","上田",NA,NA,NA,NA,232.621163,0,NA,0,2,3,50,0,0,582
"572",15,24,8,32,61,222,"山形","西部",NA,NA,NA,NA,89.320379,0,NA,0,1,2,50,0,0,582
"573",15,24,8,30,61,211,"山形","岐阜",NA,NA,NA,NA,80.175988,0,NA,0,1,1,50,0,0,582
"574",15,24,8,34,61,231,"山形","名古屋",NA,NA,NA,NA,48.748359,0,NA,2,7,12,50,0,0,582
"575",15,24,8,36,61,233,"山形","豊田",NA,NA,NA,NA,52.302616,0,NA,6,12,13,50,0,0,582
"576",15,24,8,35,61,232,"山形","東三河",NA,NA,NA,NA,67.88677122,0,NA,1,2,2,50,0,0,582
"577",15,25,8,39,61,271,"山形","大阪",NA,NA,NA,NA,53.246771,0,NA,8,12,16,50,0.814949201741655,0,730
"578",15,25,8,40,61,281,"山形","神戸",NA,NA,NA,NA,45.613543,0,NA,5,6,17,50,0.814949201741655,0,730
"579",15,25,8,38,61,261,"山形","京都",NA,NA,NA,NA,95.811708,0,NA,14,23,36,50,0.814949201741655,0,730
"580",15,25,8,41,61,283,"山形","播磨",NA,NA,NA,NA,82.15057567,0,NA,1,2,2,50,0.814949201741655,0,730
"581",15,25,8,37,61,252,"山形","東北部",NA,NA,NA,NA,147.571455,0,NA,0,0,0,50,0.814949201741655,0,730
"582",15,30,8,42,61,331,"山形","県南",NA,NA,NA,NA,37.05340067,0,NA,1,2,2,0,0,0,NA
"583",15,31,8,43,61,341,"山形","広島",NA,NA,NA,NA,62.49279817,0,NA,3,4,6,0,0,0,NA
"584",15,31,8,44,61,342,"山形","備後",NA,NA,NA,NA,60.3697215,0,NA,1,2,2,0,0,0,NA
"585",15,32,8,45,61,351,"山形","山口",NA,NA,NA,NA,51.98099548,0,NA,0,1,2,0,0,0,NA
"586",15,32,8,48,61,354,"山形","岩国",NA,NA,NA,NA,108.314691,0,NA,0,0,0,0,0,0,NA
"587",15,32,8,49,61,355,"山形","徳山",NA,NA,NA,NA,73.021585,0,NA,0,0,0,0,0,0,NA
"588",15,32,8,47,61,353,"山形","宇部",NA,NA,NA,NA,20.980175,0,NA,1,1,1,0,0,0,NA
"589",15,32,8,46,61,352,"山形","下関",NA,NA,NA,NA,48.542507,0,NA,1,1,1,0,0,0,NA
"590",15,37,8,51,61,402,"山形","北九州",NA,NA,NA,NA,62.498658,0,NA,2,2,2,0,0,0,NA
"591",15,37,8,50,61,401,"山形","福岡",NA,NA,NA,NA,21.40098,0,NA,5,7,9,0,0,0,NA
"592",15,41,8,52,61,432,"山形","八代・芦北",NA,NA,NA,NA,56.1506505,0,NA,0,0,0,0,0,0,NA
"593",15,44,8,54,61,462,"山形","川北薩・串木野",NA,NA,NA,NA,52.57867217,0,NA,0,0,0,0,0,0,NA
"594",15,44,8,53,61,461,"山形","鹿児島",NA,NA,NA,NA,42.57450717,0,NA,1,2,2,0,0,0,NA
"595",17,10,12,1,73,22,"郡山","南部",NA,NA,NA,NA,44.3921305,0,NA,0,6,12,0,0,0,NA
"596",17,10,13,1,76,22,"白河","南部",NA,NA,NA,NA,46.0778155,0,NA,0,2,4,0,0,0,NA
"597",17,11,12,2,73,31,"郡山","盛岡",NA,NA,NA,NA,53.0855515,0,NA,0,31,54,0,0,0,NA
"598",17,11,13,2,76,31,"白河","盛岡",NA,NA,NA,NA,54.7712365,0,NA,0,1,4,0,0,0,NA
"599",17,11,12,3,73,32,"郡山","北上中部",NA,NA,NA,NA,25.8006735,0,NA,0,2,19,0,0,0,NA
"600",17,11,12,4,73,33,"郡山","両磐",NA,NA,NA,NA,75.8419635,0,NA,0,1,13,0,0,0,NA
"601",17,11,13,4,76,33,"白河","両磐",NA,NA,NA,NA,77.5276485,0,NA,0,0,4,0,0,0,NA
"602",17,11,13,3,76,32,"白河","北上中部",NA,NA,NA,NA,27.4863585,0,NA,0,0,2,0,0,0,NA
"603",17,12,12,6,73,43,"郡山","古川",NA,NA,NA,NA,87.9459965,0,NA,0,2,46,0,0,0,NA
"604",17,12,12,9,73,63,"郡山","米沢",NA,NA,NA,NA,97.1607345,0,NA,0,0,285,0,0,0,NA
"605",17,12,13,9,76,63,"白河","米沢",NA,NA,NA,NA,98.8464195,0,NA,0,0,27,0,0,0,NA
"606",17,12,12,11,73,71,"郡山","福島",NA,NA,NA,NA,73.848393,0,NA,0,0,0,0,0,0,NA
"607",17,12,13,11,76,71,"白河","福島",NA,NA,NA,NA,75.534078,0,NA,0,0,0,0,0,0,NA
"608",17,12,12,5,73,41,"郡山","仙台",NA,NA,NA,NA,37.1592625,0,NA,0,337,1438,0,0,0,NA
"609",17,12,12,10,73,64,"郡山","新庄",NA,NA,NA,NA,110.3745095,0,NA,0,1,3,0,0,0,NA
"610",17,12,13,5,76,41,"白河","仙台",NA,NA,NA,NA,38.8449475,0,NA,0,80,186,0,0,0,NA
"611",17,12,13,6,76,43,"白河","古川",NA,NA,NA,NA,89.6316815,0,NA,0,4,9,0,0,0,NA
"612",17,12,13,10,76,64,"白河","新庄",NA,NA,NA,NA,112.0601945,0,NA,0,0,0,0,0,0,NA
"613",17,13,12,7,73,51,"郡山","秋田臨海",NA,NA,NA,NA,37.1978025,0,NA,0,8,19,0,0,0,NA
"614",17,13,13,7,76,51,"白河","秋田臨海",NA,NA,NA,NA,38.8834875,0,NA,0,2,3,0,0,0,NA
"615",17,15,12,8,73,61,"郡山","山形",NA,NA,NA,NA,39.2375635,0,NA,0,3,130,0,0,0,NA
"616",17,15,13,8,76,61,"白河","山形",NA,NA,NA,NA,40.9232485,0,NA,0,1,8,0,0,0,NA
"617",17,17,13,13,76,76,"白河","白河",NA,NA,NA,NA,47.107933,0,NA,0,0,0,0,0,0,NA
"618",17,17,12,12,73,73,"郡山","郡山",NA,NA,NA,NA,43.736563,0,NA,0,0,0,0,0,0,NA
"619",17,17,13,12,76,73,"白河","郡山",NA,NA,NA,NA,45.422248,0,NA,0,0,0,0,0,0,NA
"620",17,17,12,13,73,76,"郡山","白河",NA,NA,NA,NA,45.422248,0,NA,0,0,0,0,0,0,NA
"621",17,18,13,14,76,91,"白河","宇都宮",NA,NA,NA,NA,120.54230883,0,NA,0,0,186,0,0,0,NA
"622",17,18,13,18,76,104,"白河","沼田・利根",NA,NA,NA,NA,162.3456375,0,NA,0,0,3,0,0,0,NA
"623",17,18,13,15,76,93,"白河","栃木・小山",NA,NA,NA,NA,110.83663031,0,NA,0,6,42,0,0,0,NA
"624",17,18,12,19,73,111,"郡山","浦和",NA,NA,NA,NA,58.7488565,0,NA,0,161,409,0,0,0,NA
"625",17,18,12,16,73,95,"郡山","那須",NA,NA,NA,NA,169.9343475,0,NA,0,8,727,0,0,0,NA
"626",17,18,13,17,76,101,"白河","前橋・高崎",NA,NA,NA,NA,137.2702735,0,NA,0,3,12,0,0,0,NA
"627",17,18,12,20,73,113,"郡山","児玉・大里",NA,NA,NA,NA,97.2884285,0,NA,0,7,15,0,0,0,NA
"628",17,18,12,21,73,131,"郡山","23区",NA,NA,NA,NA,40.6323915,0,NA,0,607,776,0,0,0,NA
"629",17,18,12,31,73,221,"郡山","中部",NA,NA,NA,NA,141.4649768,0,NA,0,1,3,0,0,0,NA
"630",17,18,12,14,73,91,"郡山","宇都宮",NA,NA,NA,NA,118.85662383,0,NA,0,54,324,0,0,0,NA
"631",17,18,12,15,73,93,"郡山","栃木・小山",NA,NA,NA,NA,109.15094531,0,NA,0,20,98,0,0,0,NA
"632",17,18,13,28,76,201,"白河","長野",NA,NA,NA,NA,211.7849675,0,NA,0,0,1,0,0,0,NA
"633",17,18,13,31,76,221,"白河","中部",NA,NA,NA,NA,143.1506618,0,NA,0,0,2,0,0,0,NA
"634",17,18,12,18,73,104,"郡山","沼田・利根",NA,NA,NA,NA,160.6599525,0,NA,0,5,7,0,0,0,NA
"635",17,18,13,19,76,111,"白河","浦和",NA,NA,NA,NA,60.4345415,0,NA,0,83,213,0,0,0,NA
"636",17,18,12,17,73,101,"郡山","前橋・高崎",NA,NA,NA,NA,135.5845885,0,NA,0,5,40,0,0,0,NA
"637",17,18,12,22,73,141,"郡山","横浜",NA,NA,NA,NA,42.0514515,0,NA,0,62,102,0,0,0,NA
"638",17,18,13,23,76,144,"白河","小田原",NA,NA,NA,NA,83.56563567,0,NA,0,0,2,0,0,0,NA
"639",17,18,13,16,76,95,"白河","那須",NA,NA,NA,NA,171.6200325,0,NA,0,0,0,0,0,0,NA
"640",17,18,13,20,76,113,"白河","児玉・大里",NA,NA,NA,NA,98.9741135,0,NA,0,0,12,0,0,0,NA
"641",17,18,13,21,76,131,"白河","23区",NA,NA,NA,NA,42.3180765,0,NA,0,232,325,0,0,0,NA
"642",17,18,13,22,76,141,"白河","横浜",NA,NA,NA,NA,43.7371365,0,NA,0,41,61,0,0,0,NA
"643",17,18,12,28,73,201,"郡山","長野",NA,NA,NA,NA,210.0992825,0,NA,0,5,10,0,0,0,NA
"644",17,18,12,23,73,144,"郡山","小田原",NA,NA,NA,NA,81.87995067,0,NA,0,6,9,0,0,0,NA
"645",17,18,12,33,73,223,"郡山","東部",NA,NA,NA,NA,104.10272183,0,NA,0,9,16,0,0,0,NA
"646",17,18,13,33,76,223,"白河","東部",NA,NA,NA,NA,105.78840683,0,NA,0,1,4,0,0,0,NA
"647",17,20,12,24,73,151,"郡山","新潟",NA,NA,NA,NA,33.98236067,0,NA,0,1,138,0,0,0,NA
"648",17,20,12,25,73,152,"郡山","長岡",NA,NA,NA,NA,80.71684409,0,NA,0,0,16,0,0,0,NA
"649",17,20,13,26,76,154,"白河","三条・燕",NA,NA,NA,NA,61.4410785,0,NA,0,0,2,0,0,0,NA
"650",17,20,13,27,76,155,"白河","魚沼",NA,NA,NA,NA,120.7829715,0,NA,0,1,1,0,0,0,NA
"651",17,20,12,26,73,154,"郡山","三条・燕",NA,NA,NA,NA,59.7553935,0,NA,0,0,35,0,0,0,NA
"652",17,20,13,25,76,152,"白河","長岡",NA,NA,NA,NA,82.40252909,0,NA,0,1,4,0,0,0,NA
"653",17,20,12,27,73,155,"郡山","魚沼",NA,NA,NA,NA,119.0972865,0,NA,0,0,3,0,0,0,NA
"654",17,20,13,24,76,151,"白河","新潟",NA,NA,NA,NA,35.66804567,0,NA,0,2,14,0,0,0,NA
"655",17,24,13,29,76,203,"白河","上田",NA,NA,NA,NA,238.8058475,0,NA,0,0,2,0,0,0,NA
"656",17,24,13,36,76,233,"白河","豊田",NA,NA,NA,NA,58.4873005,0,NA,0,2,6,0,0,0,NA
"657",17,24,12,30,73,211,"郡山","岐阜",NA,NA,NA,NA,84.6749875,0,NA,0,1,1,0,0,0,NA
"658",17,24,13,30,76,211,"白河","岐阜",NA,NA,NA,NA,86.3606725,0,NA,0,0,0,0,0,0,NA
"659",17,24,12,36,73,233,"郡山","豊田",NA,NA,NA,NA,56.8016155,0,NA,0,7,10,0,0,0,NA
"660",17,24,12,29,73,203,"郡山","上田",NA,NA,NA,NA,237.1201625,0,NA,0,5,8,0,0,0,NA
"661",17,24,13,35,76,232,"白河","東三河",NA,NA,NA,NA,74.07145572,0,NA,0,4,4,0,0,0,NA
"662",17,24,12,35,73,232,"郡山","東三河",NA,NA,NA,NA,72.38577072,0,NA,0,7,7,0,0,0,NA
"663",17,24,13,34,76,231,"白河","名古屋",NA,NA,NA,NA,54.9330435,0,NA,0,0,0,0,0,0,NA
"664",17,24,12,32,73,222,"郡山","西部",NA,NA,NA,NA,93.8193785,0,NA,0,1,2,0,0,0,NA
"665",17,24,13,32,76,222,"白河","西部",NA,NA,NA,NA,95.5050635,0,NA,0,4,5,0,0,0,NA
"666",17,24,12,34,73,231,"郡山","名古屋",NA,NA,NA,NA,53.2473585,0,NA,0,11,12,0,0,0,NA
"667",17,25,13,38,76,261,"白河","京都",NA,NA,NA,NA,101.9963925,0,NA,0,3,3,113.333333333333,105.788888888889,0.188888888888889,628.333333333333
"668",17,25,13,39,76,271,"白河","大阪",NA,NA,NA,NA,59.4314555,0,NA,2,6,8,113.333333333333,105.788888888889,0.188888888888889,628.333333333333
"669",17,25,13,37,76,252,"白河","東北部",NA,NA,NA,NA,153.7561395,0,NA,0,0,0,113.333333333333,105.788888888889,0.188888888888889,628.333333333333
"670",17,25,12,37,73,252,"郡山","東北部",NA,NA,NA,NA,152.0704545,0,NA,0,0,0,113.333333333333,105.788888888889,0.188888888888889,628.333333333333
