"","rk","i","j","X207ゾーンi","X207ゾーンj","X47ゾーンi","X47ゾーンj","X207ゾーン名i","X207ゾーン名j","最寄りi","最寄りj","X","x_ij.k","ODij","所要時間","費用","航空便数","滞在可能時間","アクセシビリティ","鉄道ダミー","エアライン参入数","V22","prob","out.share","share"
"1298",1298,13,1,76,22,17,10,"白河","南部","福島","三沢","福島駅三沢駅",0,4,0,NA,NA,NA,45.047698,0,NA,22.523849,0,0.5,0.001
"1299",1299,13,2,76,31,17,11,"白河","盛岡","新白河","盛岡","新白河駅盛岡駅",1,4,85,11880,1,910,6.519236,1,0,1.524693,0.25,0.75,0.25
"1300",1300,13,2,76,31,17,11,"白河","盛岡","福島","花巻","福島駅花巻駅",0,4,0,NA,NA,NA,53.741119,0,NA,31.21727,0,0.75,0.001
"1301",1301,13,3,76,32,17,11,"白河","北上中部","新白河","新花巻","新白河駅新花巻駅",0,2,85,10800,1,910,10.20079,1,0,5.206247,0,1,0.001
"1302",1302,13,3,76,32,17,11,"白河","北上中部","福島","花巻","福島駅花巻駅",0,2,0,NA,NA,NA,26.456241,0,NA,3.932392,0,1,0.001
"1303",1303,13,4,76,33,17,11,"白河","両磐","新白河","一ノ関","新白河駅一ノ関駅",0,4,85,8860,1,910,6.379024,1,0,1.384481,0,1,0.001
"1304",1304,13,4,76,33,17,11,"白河","両磐","福島","花巻","福島駅花巻駅",0,4,0,NA,NA,NA,76.497531,0,NA,53.973682,0,1,0.001
"1305",1305,13,5,76,41,17,12,"白河","仙台","新白河","仙台","新白河駅仙台駅",80,186,85,6040,1,910,6.313003,1,0,1.31846,0.43010752688172,0.56989247311828,0.43010752688172
"1306",1306,13,5,76,41,17,12,"白河","仙台","福島","仙台","福島駅仙台駅",0,186,0,NA,NA,NA,37.81483,0,NA,15.290981,0,0.56989247311828,0.001
"1307",1307,13,6,76,43,17,12,"白河","古川","新白河","くりこま高原","新白河駅くりこま高原駅",4,9,85,8000,1,910,10.058551,1,0,5.064008,0.444444444444444,0.555555555555556,0.444444444444444
"1308",1308,13,6,76,43,17,12,"白河","古川","福島","仙台","福島駅仙台駅",0,9,0,NA,NA,NA,88.601564,0,NA,66.077715,0,0.555555555555556,0.001
"1309",1309,13,7,76,51,17,13,"白河","秋田臨海","新白河","秋田","新白河駅秋田駅",2,3,180,15120,1,720,7.306077,1,0,2.311534,0.666666666666667,0.333333333333333,0.666666666666667
"1310",1310,13,7,76,51,17,13,"白河","秋田臨海","福島","秋田","福島駅秋田駅",0,3,0,NA,NA,NA,37.85337,0,NA,15.329521,0,0.333333333333333,0.001
"1311",1311,13,8,76,61,17,15,"白河","山形","新白河","山形","新白河駅山形駅",1,8,155,6040,1,770,6.313151,1,0,1.318608,0.125,0.875,0.125
"1312",1312,13,8,76,61,17,15,"白河","山形","福島","山形","福島駅山形駅",0,8,0,NA,NA,NA,39.893131,0,NA,17.369282,0,0.875,0.001
"1313",1313,13,9,76,63,17,12,"白河","米沢","新白河","米沢","新白河駅米沢駅",0,27,121,4540,1,838,6.749546,1,0,1.755003,0,1,0.001
"1314",1314,13,9,76,63,17,12,"白河","米沢","福島","仙台","福島駅仙台駅",0,27,0,NA,NA,NA,97.816302,0,NA,75.292453,0,1,0.001
"1315",1315,13,10,76,64,17,12,"白河","新庄","新白河","新庄","新白河駅新庄駅",0,0,203,8000,1,674,2.503462,1,0,0.439995,NA,NA,NA
"1316",1316,13,10,76,64,17,12,"白河","新庄","福島","仙台","福島駅仙台駅",0,0,0,NA,NA,NA,112.266218,0,NA,88.506228,NA,NA,NA
"1317",1317,13,11,76,71,17,12,"白河","福島","新白河","福島","新白河駅福島駅",0,0,85,2980,1,910,4.044160833,1,0,1.980693833,NA,NA,NA
"1318",1318,13,11,76,71,17,12,"白河","福島","福島","仙台","福島駅仙台駅",0,0,0,NA,NA,NA,75.7401015,0,NA,51.9801115,NA,NA,NA
"1319",1319,13,12,76,73,17,17,"白河","郡山","新白河","郡山","新白河駅郡山駅",0,0,12,1520,1,1056,5.051745,1,0,2.988278,NA,NA,NA
"1320",1320,13,12,76,73,17,17,"白河","郡山","福島","福島","福島駅福島駅",0,0,0,NA,NA,NA,45.6282715,0,NA,21.8682815,NA,NA,NA
"1321",1321,13,13,76,76,17,17,"白河","白河","新白河","新白河","新白河駅新白河駅",0,0,0,NA,1,1080,4.615446667,1,0,2.551979667,NA,NA,NA
"1322",1322,13,13,76,76,17,17,"白河","白河","福島","福島","福島駅福島駅",0,0,0,NA,NA,NA,47.3139565,0,NA,23.5539665,NA,NA,NA
"1323",1323,13,14,76,91,17,18,"白河","宇都宮","新白河","宇都宮","新白河駅宇都宮駅",0,186,29,2640,1,1022,4.212376667,1,0,2.148909667,0,1,0.001
"1324",1324,13,14,76,91,17,18,"白河","宇都宮","福島","羽田","福島駅羽田駅",0,186,0,NA,NA,NA,120.74833233,0,NA,96.98834233,0,1,0.001
"1325",1325,13,15,76,93,17,18,"白河","栃木・小山","新白河","小山","新白河駅小山駅",6,42,43,3880,1,994,11.504569259,1,0,9.441102259,0.142857142857143,0.857142857142857,0.142857142857143
"1326",1326,13,15,76,93,17,18,"白河","栃木・小山","福島","羽田","福島駅羽田駅",0,42,0,NA,NA,NA,111.04265381,0,NA,87.28266381,0,0.857142857142857,0.001
"1327",1327,13,16,76,95,17,18,"白河","那須","新白河","那須塩原","新白河駅那須塩原駅",0,0,15,1000,1,1050,8.970803,1,0,6.907336,NA,NA,NA
"1328",1328,13,16,76,95,17,18,"白河","那須","福島","羽田","福島駅羽田駅",0,0,0,NA,NA,NA,171.826056,0,NA,148.066066,NA,NA,NA
"1329",1329,13,17,76,101,17,18,"白河","前橋・高崎","新白河","高崎","新白河駅高崎駅",3,12,83,2980,1,914,10.939303,1,0,8.875836,0.25,0.75,0.25
"1330",1330,13,17,76,101,17,18,"白河","前橋・高崎","福島","羽田","福島駅羽田駅",0,12,0,NA,NA,NA,137.476297,0,NA,113.716307,0,0.75,0.001
"1331",1331,13,18,76,104,17,18,"白河","沼田・利根","新白河","上毛高原","新白河駅上毛高原駅",0,3,108,1160,1,864,10.594134,1,0,8.530667,0,1,0.001
"1332",1332,13,18,76,104,17,18,"白河","沼田・利根","福島","羽田","福島駅羽田駅",0,3,0,NA,NA,NA,162.551661,0,NA,138.791671,0,1,0.001
"1333",1333,13,19,76,111,17,18,"白河","浦和","新白河","大宮","新白河駅大宮駅",83,213,59,5180,1,962,7.465664,1,0,5.402197,0.389671361502347,0.610328638497653,0.389671361502347
"1334",1334,13,19,76,111,17,18,"白河","浦和","福島","羽田","福島駅羽田駅",0,213,0,NA,NA,NA,60.640565,0,NA,36.880575,0,0.610328638497653,0.001
"1335",1335,13,20,76,113,17,18,"白河","児玉・大里","新白河","熊谷","新白河駅熊谷駅",0,12,73,4540,1,934,2.772829,1,0,0.709362,0,1,0.001
"1336",1336,13,20,76,113,17,18,"白河","児玉・大里","福島","羽田","福島駅羽田駅",0,12,0,NA,NA,NA,99.180137,0,NA,75.420147,0,1,0.001
"1337",1337,13,21,76,131,17,18,"白河","23区","新白河","東京","新白河駅東京駅",232,325,85,6700,1,910,NA,1,0,NA,0.713846153846154,0.286153846153846,0.713846153846154
"1338",1338,13,21,76,131,17,18,"白河","23区","福島","羽田","福島駅羽田駅",0,325,0,NA,NA,NA,NA,0,NA,NA,0,0.286153846153846,0.001
"1339",1339,13,22,76,141,17,18,"白河","横浜","新白河","新横浜","新白河駅新横浜駅",41,61,104,7340,1,872,7.9258825,1,0,5.8624155,0.672131147540984,0.327868852459016,0.672131147540984
"1340",1340,13,22,76,141,17,18,"白河","横浜","福島","羽田","福島駅羽田駅",0,61,0,NA,NA,NA,43.94316,0,NA,20.18317,0,0.327868852459016,0.001
"1341",1341,13,23,76,144,17,18,"白河","小田原","新白河","小田原","新白河駅小田原駅",0,2,125,9500,1,830,3.333045,1,0,1.269578,0,1,0.001
"1342",1342,13,23,76,144,17,18,"白河","小田原","福島","羽田","福島駅羽田駅",0,2,0,NA,NA,NA,83.77165917,0,NA,60.01166917,0,1,0.001
"1343",1343,13,24,76,151,17,20,"白河","新潟","新白河","新潟","新白河駅新潟駅",2,14,154,5180,1,772,4.169751667,1,0,2.106284667,0.142857142857143,0.857142857142857,0.142857142857143
"1344",1344,13,24,76,151,17,20,"白河","新潟","福島","新潟","福島駅新潟駅",0,14,0,NA,NA,NA,35.87406917,0,NA,12.11407917,0,0.857142857142857,0.001
"1345",1345,13,25,76,152,17,20,"白河","長岡","新白河","長岡","新白河駅長岡駅",1,4,131,2980,1,818,2.35441,1,0,0.290943,0.25,0.75,0.25
"1346",1346,13,25,76,152,17,20,"白河","長岡","福島","新潟","福島駅新潟駅",0,4,0,NA,NA,NA,82.60855259,0,NA,58.84856259,0,0.75,0.001
"1347",1347,13,26,76,154,17,20,"白河","三条・燕","新白河","燕三条","新白河駅燕三条駅",0,2,142,3880,1,796,3.817677,1,0,1.75421,0,1,0.001
"1348",1348,13,26,76,154,17,20,"白河","三条・燕","福島","新潟","福島駅新潟駅",0,2,0,NA,NA,NA,61.647102,0,NA,37.887112,0,1,0.001
"1349",1349,13,27,76,155,17,20,"白河","魚沼","新白河","浦佐","新白河駅浦佐駅",1,1,121,1520,1,838,17.497604,1,0,15.434137,1,0,0.999
"1350",1350,13,27,76,155,17,20,"白河","魚沼","福島","新潟","福島駅新潟駅",0,1,0,NA,NA,NA,120.988995,0,NA,97.229005,0,0,0.001
"1351",1351,13,28,76,201,17,18,"白河","長野","新白河","長野","新白河駅長野駅",0,1,145,1340,1,790,3.143495,1,0,1.080028,0,1,0.001
"1352",1352,13,28,76,201,17,18,"白河","長野","福島","羽田","福島駅羽田駅",0,1,0,NA,NA,NA,211.990991,0,NA,188.231001,0,1,0.001
"1353",1353,13,29,76,203,17,24,"白河","上田","新白河","上田","新白河駅上田駅",0,2,133,380,1,814,2.596871,1,0,0.533404,0,1,0.001
"1354",1354,13,29,76,203,17,24,"白河","上田","福島","名古屋","福島駅名古屋駅",0,2,0,NA,NA,NA,239.011871,0,NA,215.251881,0,1,0.001
"1355",1355,13,30,76,211,17,24,"白河","岐阜","新白河","岐阜羽島","新白河駅岐阜羽島駅",0,0,265,18580,1,550,16.284137,1,0,14.22067,NA,NA,NA
"1356",1356,13,30,76,211,17,24,"白河","岐阜","福島","名古屋","福島駅名古屋駅",0,0,0,NA,NA,NA,86.566696,0,NA,62.806706,NA,NA,NA
"1357",1357,13,31,76,221,17,18,"白河","中部","新白河","静岡","新白河駅静岡駅",0,2,153,12520,1,774,3.437409,1,0,1.373942,0,1,0.001
"1358",1358,13,31,76,221,17,18,"白河","中部","福島","羽田","福島駅羽田駅",0,2,0,NA,NA,NA,143.3566853,0,NA,119.5966953,0,1,0.001
"1359",1359,13,32,76,222,17,24,"白河","西部","新白河","浜松","新白河駅浜松駅",4,5,179,14680,1,722,3.838913167,1,0,1.775446167,0.8,0.2,0.8
"1360",1360,13,32,76,222,17,24,"白河","西部","福島","名古屋","福島駅名古屋駅",0,5,0,NA,NA,NA,95.711087,0,NA,71.951097,0,0.2,0.001
"1361",1361,13,33,76,223,17,18,"白河","東部","新白河","三島","新白河駅三島駅",1,4,147,10800,1,786,7.5964015,1,0,5.5329345,0.25,0.75,0.25
"1362",1362,13,33,76,223,17,18,"白河","東部","福島","羽田","福島駅羽田駅",0,4,0,NA,NA,NA,105.99443033,0,NA,82.23444033,0,0.75,0.001
"1363",1363,13,34,76,231,17,24,"白河","名古屋","新白河","名古屋","新白河駅名古屋駅",0,0,184,17500,1,712,5.004327333,1,0,2.940860333,NA,NA,NA
"1364",1364,13,34,76,231,17,24,"白河","名古屋","福島","名古屋","福島駅名古屋駅",0,0,0,NA,NA,NA,55.139067,0,NA,31.379077,NA,NA,NA
"1365",1365,13,35,76,232,17,24,"白河","東三河","新白河","豊橋","新白河駅豊橋駅",4,4,222,15120,1,636,3.558730667,1,0,1.495263667,1,0,0.999
"1366",1366,13,35,76,232,17,24,"白河","東三河","福島","名古屋","福島駅名古屋駅",0,4,0,NA,NA,NA,74.27747922,0,NA,50.51748922,0,0,0.001
"1367",1367,13,36,76,233,17,24,"白河","豊田","新白河","三河安城","新白河駅三河安城駅",2,6,241,16840,1,598,12.371831,1,0,10.308364,0.333333333333333,0.666666666666667,0.333333333333333
"1368",1368,13,36,76,233,17,24,"白河","豊田","福島","名古屋","福島駅名古屋駅",0,6,0,NA,NA,NA,58.693324,0,NA,34.933334,0,0.666666666666667,0.001
"1369",1369,13,37,76,252,17,25,"白河","東北部","新白河","米原","新白河駅米原駅",0,0,284,19220,1,512,7.495825,1,0,5.432358,NA,NA,NA
"1370",1370,13,37,76,252,17,25,"白河","東北部","福島","関西国際","福島駅関西国際駅",0,0,0,NA,NA,NA,153.962163,0,NA,130.202173,NA,NA,NA
"1371",1371,13,38,76,261,17,25,"白河","京都","新白河","京都","新白河駅京都駅",3,3,220,20300,1,640,4.579598,1,0,2.516131,1,0,0.999
"1372",1372,13,38,76,261,17,25,"白河","京都","福島","関西国際","福島駅関西国際駅",0,3,0,NA,NA,NA,102.202416,0,NA,78.442426,0,0,0.001
"1373",1373,13,39,76,271,17,25,"白河","大阪","新白河","新大阪","新白河駅新大阪駅",4,8,235,20960,1,610,3.168588,1,0,1.105121,0.5,0.25,0.5
"1374",1374,13,39,76,271,17,25,"白河","大阪","福島","関西国際","福島駅関西国際駅",2,8,0,NA,NA,NA,59.637479,0,NA,35.877489,0.25,0.25,0.25
"1375",1375,13,40,76,281,17,25,"白河","神戸","新白河","新神戸","新白河駅新神戸駅",1,6,248,21600,1,584,3.789874,1,0,1.726407,0.166666666666667,0.833333333333333,0.166666666666667
"1376",1376,13,40,76,281,17,25,"白河","神戸","福島","関西国際","福島駅関西国際駅",0,6,0,NA,NA,NA,52.004251,0,NA,28.244261,0,0.833333333333333,0.001
"1377",1377,13,41,76,283,17,25,"白河","播磨","新白河","姫路","新白河駅姫路駅",2,4,265,22240,1,550,3.492714667,1,0,1.429247667,0.5,0.5,0.5
"1378",1378,13,41,76,283,17,25,"白河","播磨","福島","関西国際","福島駅関西国際駅",0,4,0,NA,NA,NA,88.54128367,0,NA,64.78129367,0,0.5,0.001
"1379",1379,13,42,76,331,17,30,"白河","県南","新白河","岡山","新白河駅岡山駅",1,1,280,23320,1,520,3.252837167,1,0,1.189370167,1,0,0.999
"1380",1380,13,42,76,331,17,30,"白河","県南","福島","岡山","福島駅岡山駅",0,1,0,NA,NA,NA,43.44410867,0,NA,19.68411867,0,0,0.001
"1381",1381,13,43,76,341,17,31,"白河","広島","新白河","広島","新白河駅広島駅",1,1,321,25920,1,438,4.1682905,1,0,2.1048235,1,0,0.999
"1382",1382,13,43,76,341,17,31,"白河","広島","福島","広島","福島駅広島駅",0,1,0,NA,NA,NA,68.88350617,0,NA,45.12351617,0,0,0.001
"1383",1383,13,44,76,342,17,31,"白河","備後","新白河","福山","新白河駅福山駅",1,1,298,24620,1,484,2.630732167,1,0,0.567265167,1,0,0.999
"1384",1384,13,44,76,342,17,31,"白河","備後","福島","広島","福島駅広島駅",0,1,0,NA,NA,NA,66.7604295,0,NA,43.0004395,0,0,0.001
"1385",1385,13,45,76,351,17,32,"白河","山口","新白河","新山口","新白河駅新山口駅",1,1,349,28300,1,382,12.95906374,1,0,10.89559674,1,0,0.999
"1386",1386,13,45,76,351,17,32,"白河","山口","福島","山口宇部","福島駅山口宇部駅",0,1,0,NA,NA,NA,58.37170348,0,NA,34.61171348,0,0,0.001
"1387",1387,13,46,76,352,17,32,"白河","下関","新白河","新下関","新白河駅新下関駅",0,0,492,28940,1,96,7.537173,1,0,5.473706,NA,NA,NA
"1388",1388,13,46,76,352,17,32,"白河","下関","福島","山口宇部","福島駅山口宇部駅",0,0,0,NA,NA,NA,54.933215,0,NA,31.173225,NA,NA,NA
"1389",1389,13,47,76,353,17,32,"白河","宇部","新白河","厚狭","新白河駅厚狭駅",0,0,481,28940,1,118,15.645864,1,0,13.582397,NA,NA,NA
"1390",1390,13,47,76,353,17,32,"白河","宇部","福島","山口宇部","福島駅山口宇部駅",0,0,0,NA,NA,NA,27.370883,0,NA,3.610893,NA,NA,NA
"1391",1391,13,48,76,354,17,32,"白河","岩国","新白河","新岩国","新白河駅新岩国駅",0,0,431,27000,1,218,8.548128,1,0,6.484661,NA,NA,NA
"1392",1392,13,48,76,354,17,32,"白河","岩国","福島","山口宇部","福島駅山口宇部駅",0,0,0,NA,NA,NA,114.705399,0,NA,90.945409,NA,NA,NA
"1393",1393,13,49,76,355,17,32,"白河","徳山","新白河","徳山","新白河駅徳山駅",0,0,346,27640,1,388,9.354091,1,0,7.290624,NA,NA,NA
"1394",1394,13,49,76,355,17,32,"白河","徳山","福島","山口宇部","福島駅山口宇部駅",0,0,0,NA,NA,NA,79.412293,0,NA,55.652303,NA,NA,NA
"1395",1395,13,50,76,401,17,37,"白河","福岡","新白河","博多","新白河駅博多駅",0,2,385,30680,1,310,3.817126,1,0,1.753659,0,0,0.001
"1396",1396,13,50,76,401,17,37,"白河","福岡","福島","福岡","福島駅福岡駅",2,2,0,NA,NA,NA,27.791688,0,NA,4.031698,1,0,0.999
"1397",1397,13,51,76,402,17,37,"白河","北九州","新白河","小倉","新白河駅小倉駅",0,0,368,29600,1,344,2.807940333,1,0,0.744473333,NA,NA,NA
"1398",1398,13,51,76,402,17,37,"白河","北九州","福島","福岡","福島駅福岡駅",0,0,0,NA,NA,NA,68.889366,0,NA,45.129376,NA,NA,NA
"1399",1399,13,52,76,432,17,41,"白河","八代・芦北","新白河","新八代","新白河駅新八代駅",0,0,485,32620,1,110,4.559978667,1,0,2.496511667,NA,NA,NA
"1400",1400,13,52,76,432,17,41,"白河","八代・芦北","福島","熊本","福島駅熊本駅",0,0,0,NA,NA,NA,62.5413585,0,NA,38.7813685,NA,NA,NA
"1401",1401,13,53,76,461,17,44,"白河","鹿児島","新白河","鹿児島中央","新白河駅鹿児島中央駅",1,2,530,35000,1,20,3.978031167,1,0,1.914564167,0.5,0,0.5
"1402",1402,13,53,76,461,17,44,"白河","鹿児島","福島","鹿児島","福島駅鹿児島駅",1,2,0,NA,NA,NA,48.96521517,0,NA,25.20522517,0.5,0,0.5
"1403",1403,13,54,76,462,17,44,"白河","川北薩・串木野","新白河","川内","新白河駅川内駅",0,0,518,34340,1,44,2.897441167,1,0,0.833974167,NA,NA,NA
"1404",1404,13,54,76,462,17,44,"白河","川北薩・串木野","福島","鹿児島","福島駅鹿児島駅",0,0,0,NA,NA,NA,58.96938017,0,NA,35.20939017,NA,NA,NA
"1405",1405,14,1,91,22,18,10,"宇都宮","南部","宇都宮","八戸","宇都宮駅八戸駅",3,6,51,16840,1,978,9.989086,1,0,4.994543,0.5,0.5,0.5
"1406",1406,14,1,91,22,18,10,"宇都宮","南部","羽田","三沢","羽田駅三沢駅",0,6,80,14750,1095,585,45.047698,0,1,22.523849,0,0.5,0.001
"1407",1407,14,2,91,31,18,11,"宇都宮","盛岡","宇都宮","盛岡","宇都宮駅盛岡駅",9,20,143,14040,1,794,6.519236,1,0,1.524693,0.45,0.55,0.45
"1408",1408,14,2,91,31,18,11,"宇都宮","盛岡","羽田","花巻","羽田駅花巻駅",0,20,0,NA,NA,NA,53.741119,0,NA,31.21727,0,0.55,0.001
"1409",1409,14,3,91,32,18,11,"宇都宮","北上中部","宇都宮","新花巻","宇都宮駅新花巻駅",5,16,131,12960,1,818,10.20079,1,0,5.206247,0.3125,0.6875,0.3125
"1410",1410,14,3,91,32,18,11,"宇都宮","北上中部","羽田","花巻","羽田駅花巻駅",0,16,0,NA,NA,NA,26.456241,0,NA,3.932392,0,0.6875,0.001
"1411",1411,14,4,91,33,18,11,"宇都宮","両磐","宇都宮","一ノ関","宇都宮駅一ノ関駅",1,6,103,11240,1,874,6.379024,1,0,1.384481,0.166666666666667,0.833333333333333,0.166666666666667
"1412",1412,14,4,91,33,18,11,"宇都宮","両磐","羽田","花巻","羽田駅花巻駅",0,6,0,NA,NA,NA,76.497531,0,NA,53.973682,0,0.833333333333333,0.001
"1413",1413,14,5,91,41,18,12,"宇都宮","仙台","宇都宮","仙台","宇都宮駅仙台駅",69,241,63,8860,1,954,6.313003,1,0,1.31846,0.286307053941909,0.713692946058091,0.286307053941909
"1414",1414,14,5,91,41,18,12,"宇都宮","仙台","羽田","仙台","羽田駅仙台駅",0,241,60,9050,1460,270,37.81483,0,2,15.290981,0,0.713692946058091,0.001
"1415",1415,14,6,91,43,18,12,"宇都宮","古川","宇都宮","くりこま高原","宇都宮駅くりこま高原駅",0,20,91,10800,1,898,10.058551,1,0,5.064008,0,1,0.001
"1416",1416,14,6,91,43,18,12,"宇都宮","古川","羽田","仙台","羽田駅仙台駅",0,20,60,9050,1460,270,88.601564,0,2,66.077715,0,1,0.001
"1417",1417,14,7,91,51,18,13,"宇都宮","秋田臨海","宇都宮","秋田","宇都宮駅秋田駅",1,13,238,17500,1,604,7.306077,1,0,2.311534,0.0769230769230769,0.923076923076923,0.0769230769230769
"1418",1418,14,7,91,51,18,13,"宇都宮","秋田臨海","羽田","秋田","羽田駅秋田駅",0,13,70,12300,2555,660,37.85337,0,2,15.329521,0,0.923076923076923,0.001
"1419",1419,14,8,91,61,18,15,"宇都宮","山形","宇都宮","山形","宇都宮駅山形駅",36,55,112,8860,1,856,6.313151,1,0,1.318608,0.654545454545455,0.345454545454545,0.654545454545455
"1420",1420,14,8,91,61,18,15,"宇都宮","山形","羽田","山形","羽田駅山形駅",0,55,60,9100,365,80,39.893131,0,1,17.369282,0,0.345454545454545,0.001
"1421",1421,14,9,91,63,18,12,"宇都宮","米沢","宇都宮","米沢","宇都宮駅米沢駅",2,11,78,7340,1,924,6.749546,1,0,1.755003,0.181818181818182,0.818181818181818,0.181818181818182
"1422",1422,14,9,91,63,18,12,"宇都宮","米沢","羽田","仙台","羽田駅仙台駅",0,11,60,9050,1460,270,97.816302,0,2,75.292453,0,0.818181818181818,0.001
"1423",1423,14,10,91,64,18,12,"宇都宮","新庄","宇都宮","新庄","宇都宮駅新庄駅",0,0,160,10800,1,760,2.019778,1,0,0.439995,NA,NA,NA
"1424",1424,14,10,91,64,18,12,"宇都宮","新庄","羽田","仙台","羽田駅仙台駅",0,0,60,9050,1460,270,200.387469,0,2,88.506228,NA,NA,NA
"1425",1425,14,11,91,71,18,12,"宇都宮","福島","宇都宮","福島","宇都宮駅福島駅",16,108,42,6040,1,996,3.560476833,1,0,1.980693833,0.148148148148148,0.851851851851852,0.148148148148148
"1426",1426,14,11,91,71,18,12,"宇都宮","福島","羽田","仙台","羽田駅仙台駅",0,108,60,9050,1460,270,163.8613525,0,2,51.9801115,0,0.851851851851852,0.001
