,,origin,destination,airline,railway,ship,bus,car,all
13,12,秋田,仙台,0,248,0,25,359,408
13,13,秋田,秋田,0,0,0,0,222,226
13,14,秋田,大館,0,0,0,0,6,6
13,15,秋田,山形,0,6,0,2,384,387
13,16,秋田,庄内,0,4,0,0,67,68
13,17,秋田,福島,0,18,0,1,79,86
13,18,秋田,羽田,289,627,0,39,238,657
13,19,秋田,八丈島,0,0,0,0,0,3
13,20,秋田,新潟,0,16,5,1,10,13
13,21,秋田,富山,1,0,0,0,3,5
13,22,秋田,小松,1,1,0,1,1,4
13,23,秋田,松本,0,1,0,0,0,2
13,24,秋田,名古屋,34,27,0,11,1,31
13,25,秋田,関西国際,68,12,1,0,2,39
13,26,秋田,鳥取,1,0,0,0,0,0
13,27,秋田,米子,0,0,0,0,0,0
13,28,秋田,出雲,1,0,0,0,0,0
13,29,秋田,石見,0,0,0,0,0,0
13,30,秋田,岡山,1,6,0,0,1,2
13,31,秋田,広島,5,1,0,0,1,5
13,32,秋田,山口宇部,2,0,0,0,0,1
13,33,秋田,徳島,1,0,0,0,0,0
13,34,秋田,高松,0,1,0,0,0,0
13,35,秋田,松山,2,0,0,0,0,1
13,36,秋田,高知,1,0,0,0,0,0
13,37,秋田,福岡,16,1,0,0,0,2
13,38,秋田,長崎,3,0,0,0,0,2
13,39,秋田,五島福江,0,0,0,0,0,0
13,40,秋田,対馬,0,0,0,0,0,0
13,41,秋田,熊本,2,0,0,0,0,0
13,42,秋田,大分,5,0,0,0,0,0
13,43,秋田,宮崎,1,0,0,0,0,1
13,44,秋田,鹿児島,0,0,0,0,0,1
13,45,秋田,奄美大島,0,0,0,0,0,0
13,46,秋田,那覇,5,0,0,0,0,12
13,47,秋田,石垣島,0,0,0,0,0,0
14,1,大館,稚内,0,0,0,0,0,0
14,2,大館,釧路,0,0,0,0,1,3
14,3,大館,函館,0,6,0,0,4,9
14,4,大館,旭川,0,0,0,0,0,3
14,5,大館,帯広,0,0,0,0,0,1
14,6,大館,根室中標津,0,0,0,0,0,0
14,7,大館,女満別,0,0,0,0,0,1
14,8,大館,新千歳,2,1,4,1,6,38
14,9,大館,青森,0,5,0,0,249,271
14,10,大館,三沢,0,0,0,0,89,104
14,11,大館,花巻,0,1,0,4,593,668
14,12,大館,仙台,0,12,0,67,738,989
14,13,大館,秋田,0,0,0,0,0,0
14,14,大館,大館,0,0,0,0,0,0
14,15,大館,山形,0,0,0,6,103,115
14,16,大館,庄内,0,0,0,0,1118,1122
14,17,大館,福島,0,0,0,4,16,30
14,18,大館,羽田,38,49,0,70,83,794
14,19,大館,八丈島,0,0,0,0,0,0
14,20,大館,新潟,0,0,0,0,6,25
14,21,大館,富山,0,0,0,0,1,3
14,22,大館,小松,0,0,0,0,1,1
14,23,大館,松本,0,1,0,0,0,1
14,24,大館,名古屋,3,3,0,1,3,56
14,25,大館,関西国際,9,0,0,8,41,100
14,26,大館,鳥取,0,0,0,0,0,0
14,27,大館,米子,0,0,0,0,0,0
14,28,大館,出雲,0,0,0,0,0,2
14,29,大館,石見,0,0,0,0,0,0
14,30,大館,岡山,1,1,0,1,0,2
14,31,大館,広島,0,1,0,0,1,4
14,32,大館,山口宇部,0,0,0,0,20,21
14,33,大館,徳島,0,0,0,0,0,1
14,34,大館,高松,0,0,0,0,0,1
14,35,大館,松山,0,0,0,0,0,2
14,36,大館,高知,0,0,0,0,0,1
14,37,大館,福岡,1,0,0,1,0,16
14,38,大館,長崎,0,2,0,0,0,3
14,39,大館,五島福江,0,0,0,0,0,0
14,40,大館,対馬,0,0,0,0,0,0
14,41,大館,熊本,0,0,0,0,0,2
14,42,大館,大分,0,0,0,0,0,4
14,43,大館,宮崎,1,0,0,0,0,3
14,44,大館,鹿児島,0,0,0,0,0,0
14,45,大館,奄美大島,0,0,0,0,0,0
14,46,大館,那覇,3,0,0,1,0,3
14,47,大館,石垣島,0,0,0,0,0,0
15,1,山形,稚内,0,0,0,0,0,0
15,2,山形,釧路,0,4,0,0,0,1
15,3,山形,函館,0,2,0,0,0,3
15,4,山形,旭川,1,0,0,0,0,0
15,5,山形,帯広,4,0,0,0,0,1
15,6,山形,根室中標津,0,0,0,0,0,0
15,7,山形,女満別,0,0,0,0,0,0
15,8,山形,新千歳,17,4,1,0,0,11
15,9,山形,青森,3,11,0,3,43,47
15,10,山形,三沢,0,9,0,0,78,83
15,11,山形,花巻,0,31,0,0,1317,1345
15,12,山形,仙台,0,11,0,22,722,803
15,13,山形,秋田,0,6,0,0,0,0
15,14,山形,大館,0,0,0,0,0,0
15,15,山形,山形,0,0,0,0,78,78
15,16,山形,庄内,0,0,0,0,50,50
15,17,山形,福島,0,4,0,0,10,17
15,18,山形,羽田,30,837,0,9,110,368
15,19,山形,八丈島,0,0,0,0,0,0
15,20,山形,新潟,0,2,1,0,1,3
15,21,山形,富山,0,2,0,0,0,0
15,22,山形,小松,1,5,0,0,0,2
15,23,山形,松本,0,1,0,0,0,0
15,24,山形,名古屋,10,18,0,0,0,12
15,25,山形,関西国際,53,27,0,0,0,29
15,26,山形,鳥取,0,0,0,0,0,1
15,27,山形,米子,1,0,0,0,0,0
15,28,山形,出雲,0,0,0,0,0,0
15,29,山形,石見,0,0,0,0,0,0
15,30,山形,岡山,1,1,0,0,0,6
15,31,山形,広島,4,2,0,0,0,1
15,32,山形,山口宇部,2,1,0,0,0,1
15,33,山形,徳島,0,0,0,0,0,0
15,34,山形,高松,0,1,0,0,0,0
15,35,山形,松山,0,0,0,0,0,0
15,36,山形,高知,0,0,0,0,0,0
15,37,山形,福岡,8,3,0,0,0,1
15,38,山形,長崎,2,1,0,0,0,0
15,39,山形,五島福江,0,0,0,0,0,0
15,40,山形,対馬,0,0,0,0,0,0
15,41,山形,熊本,1,0,0,0,0,0
15,42,山形,大分,0,0,0,0,0,1
15,43,山形,宮崎,0,1,0,0,0,0
15,44,山形,鹿児島,1,1,0,0,0,0
15,45,山形,奄美大島,0,0,0,0,0,0
15,46,山形,那覇,10,0,0,0,0,2
15,47,山形,石垣島,1,0,0,0,0,0
16,1,庄内,稚内,0,0,0,0,0,0
16,2,庄内,釧路,0,0,0,0,1,6
16,3,庄内,函館,0,0,0,1,0,4
16,4,庄内,旭川,0,0,0,0,1,3
16,5,庄内,帯広,0,0,0,0,0,4
16,6,庄内,根室中標津,0,0,0,0,0,0
16,7,庄内,女満別,0,0,0,0,0,0
16,8,庄内,新千歳,7,0,0,2,7,31
16,9,庄内,青森,0,4,0,23,22,58
16,10,庄内,三沢,0,6,0,2,8,19
16,11,庄内,花巻,0,0,0,7,149,187
16,12,庄内,仙台,0,3,0,419,5335,5766
16,13,庄内,秋田,0,4,0,6,162,174
16,14,庄内,大館,0,0,0,0,3,3
16,15,庄内,山形,0,0,0,0,0,0
16,16,庄内,庄内,0,0,0,0,0,0
16,17,庄内,福島,0,8,0,2,236,242
16,18,庄内,羽田,131,166,0,56,625,1551
16,19,庄内,八丈島,0,0,0,0,0,0
16,20,庄内,新潟,0,67,1,12,24,40
16,21,庄内,富山,0,0,0,3,8,12
16,22,庄内,小松,0,1,0,0,0,9
16,23,庄内,松本,0,0,0,0,1,1
16,24,庄内,名古屋,3,13,0,5,6,38
16,25,庄内,関西国際,17,4,0,14,22,114
16,26,庄内,鳥取,0,0,0,0,0,0
16,27,庄内,米子,0,4,0,0,0,1
16,28,庄内,出雲,1,0,0,0,0,1
16,29,庄内,石見,0,0,0,0,0,0
16,30,庄内,岡山,0,0,0,0,0,2
16,31,庄内,広島,2,7,0,1,1,7
16,32,庄内,山口宇部,0,0,0,0,1,4
16,33,庄内,徳島,0,0,0,0,0,0
16,34,庄内,高松,0,0,0,0,0,1
16,35,庄内,松山,0,0,0,0,1,1
16,36,庄内,高知,0,0,0,0,0,1
16,37,庄内,福岡,3,0,0,0,3,15
16,38,庄内,長崎,1,0,0,0,1,4
16,39,庄内,五島福江,0,0,0,0,0,0
16,40,庄内,対馬,0,0,0,0,0,0
16,41,庄内,熊本,1,0,0,0,1,2
16,42,庄内,大分,0,0,0,0,0,0
16,43,庄内,宮崎,0,0,0,0,1,1
16,44,庄内,鹿児島,0,0,0,0,0,2
16,45,庄内,奄美大島,0,0,0,0,0,0
16,46,庄内,那覇,2,0,0,0,1,12
16,47,庄内,石垣島,0,0,0,0,0,1
17,1,福島,稚内,0,0,0,0,0,0
17,2,福島,釧路,0,0,0,0,0,0
17,3,福島,函館,0,6,0,0,0,6
17,4,福島,旭川,1,0,0,0,0,3
17,5,福島,帯広,1,0,0,0,7,8
17,6,福島,根室中標津,0,0,0,0,0,0
17,7,福島,女満別,0,0,0,0,0,0
17,8,福島,新千歳,30,4,2,1,0,43
17,9,福島,青森,0,18,0,5,10,18
17,10,福島,三沢,0,8,0,0,11,39
17,11,福島,花巻,0,37,0,0,116,156
17,12,福島,仙台,0,447,0,132,3440,3949
17,13,福島,秋田,0,18,0,2,39,55
17,14,福島,大館,0,0,0,3,8,10
17,15,福島,山形,0,4,0,3,228,234
17,16,福島,庄内,0,8,0,5,29,40
17,17,福島,福島,0,0,0,0,0,0
17,18,福島,羽田,0,2185,0,271,6940,9249
17,19,福島,八丈島,0,0,0,0,0,0
17,20,福島,新潟,0,6,2,11,271,287
17,21,福島,富山,0,0,0,0,5,5
17,22,福島,小松,1,9,0,2,8,19
17,23,福島,松本,0,7,0,0,6,13
17,24,福島,名古屋,0,76,0,0,15,97
17,25,福島,関西国際,44,73,0,5,183,316
17,26,福島,鳥取,0,0,0,0,0,0
17,27,福島,米子,0,0,0,0,0,1
17,28,福島,出雲,1,1,0,0,0,4
17,29,福島,石見,0,0,0,0,0,0
17,30,福島,岡山,0,10,0,0,0,10
17,31,福島,広島,1,11,0,0,0,15
17,32,福島,山口宇部,5,6,0,0,0,13
17,33,福島,徳島,1,0,0,0,0,3
17,34,福島,高松,3,4,0,0,1,11
17,35,福島,松山,2,1,0,0,0,5
17,36,福島,高知,3,0,0,0,0,2
17,37,福島,福岡,15,9,0,0,0,31
17,38,福島,長崎,2,0,0,0,0,7
17,39,福島,五島福江,0,0,0,0,0,0
17,40,福島,対馬,0,0,0,0,0,0
17,41,福島,熊本,2,0,0,0,0,2
17,42,福島,大分,1,3,0,0,0,2
17,43,福島,宮崎,1,1,0,0,0,3
17,44,福島,鹿児島,8,13,0,0,0,16
17,45,福島,奄美大島,0,0,0,0,0,0
17,46,福島,那覇,5,2,0,0,0,5
17,47,福島,石垣島,2,0,0,0,0,1
18,1,羽田,稚内,48,5,0,0,0,46
18,2,羽田,釧路,185,10,2,31,52,256
18,3,羽田,函館,420,77,1,44,45,526
18,4,羽田,旭川,350,29,5,60,99,480
18,5,羽田,帯広,197,14,1,0,0,185
18,6,羽田,根室中標津,46,1,0,0,0,41
18,7,羽田,女満別,193,2,0,0,2,174
18,8,羽田,新千歳,3973,256,25,252,220,4314
18,9,羽田,青森,232,316,0,95,143,761
18,10,羽田,三沢,72,757,0,4,91,881
18,11,羽田,花巻,1,1630,0,62,484,2047
18,12,羽田,仙台,26,6399,0,346,8694,15037
18,13,羽田,秋田,294,632,0,80,201,1123
18,14,羽田,大館,38,50,0,28,22,132
18,15,羽田,山形,29,837,0,55,416,1269
18,16,羽田,庄内,129,166,0,10,87,360
18,17,羽田,福島,0,2185,0,164,6986,9174
18,18,羽田,羽田,4,45397,32,5883,357956,400468
18,19,羽田,八丈島,2,11,17,0,1,13
18,20,羽田,新潟,1,4698,118,285,4782,9586
18,21,羽田,富山,331,711,0,109,1925,2990
18,22,羽田,小松,790,987,0,236,1313,3225
18,23,羽田,松本,2,969,0,253,2283,3359
18,24,羽田,名古屋,126,15988,4,946,29600,44854
18,25,羽田,関西国際,3484,21161,9,1320,9816,33392
18,26,羽田,鳥取,136,57,1,35,43,253
18,27,羽田,米子,138,27,0,10,32,193
18,28,羽田,出雲,306,84,0,63,78,500
18,29,羽田,石見,19,8,0,4,0,31
18,30,羽田,岡山,358,1537,2,81,351,2105
18,31,羽田,広島,835,2645,2,128,197,3493
18,32,羽田,山口宇部,463,670,3,77,83,1182
18,33,羽田,徳島,323,58,2,69,62,482
18,34,羽田,高松,530,364,22,82,63,989
18,35,羽田,松山,634,235,7,92,75,978
18,36,羽田,高知,388,53,0,62,52,516
18,37,羽田,福岡,3998,1111,8,343,370,5283
18,38,羽田,長崎,693,98,15,112,75,921
18,39,羽田,五島福江,19,2,0,0,0,20
18,40,羽田,対馬,7,0,0,0,0,6
18,41,羽田,熊本,887,97,0,80,153,1087
18,42,羽田,大分,570,90,4,89,76,740
18,43,羽田,宮崎,598,85,0,41,71,701
18,44,羽田,鹿児島,854,62,5,108,84,982
18,45,羽田,奄美大島,148,1,0,0,0,123
18,46,羽田,那覇,2343,58,4,57,130,2286
18,47,羽田,石垣島,233,3,0,0,0,207
19,1,八丈島,稚内,0,0,0,0,0,5
19,2,八丈島,釧路,0,0,0,0,0,19
19,3,八丈島,函館,0,0,0,0,0,47
19,4,八丈島,旭川,0,0,0,0,0,39
19,5,八丈島,帯広,0,0,0,0,0,22
19,6,八丈島,根室中標津,0,0,0,0,0,4
19,7,八丈島,女満別,0,0,0,0,0,18
19,8,八丈島,新千歳,1,0,0,0,0,352
19,9,八丈島,青森,0,0,0,13,3,51
19,10,八丈島,三沢,0,0,0,4,4,37
19,11,八丈島,花巻,0,0,0,16,21,142
19,12,八丈島,仙台,3,0,0,20,164,598
19,13,八丈島,秋田,0,0,0,5,16,103
19,14,八丈島,大館,0,0,0,2,1,7
19,15,八丈島,山形,0,0,0,2,223,271
19,16,八丈島,庄内,0,0,0,1,7,37
19,17,八丈島,福島,0,0,0,17,155,311
19,18,八丈島,羽田,3,11,12,300,10863,12641
19,19,八丈島,八丈島,0,0,0,0,0,0
19,20,八丈島,新潟,0,0,0,36,294,585
19,21,八丈島,富山,0,0,0,5,40,105
19,22,八丈島,小松,1,0,0,18,69,197
19,23,八丈島,松本,0,0,0,25,240,404
19,24,八丈島,名古屋,0,1,0,81,1121,2095
19,25,八丈島,関西国際,4,5,2,60,198,1730
19,26,八丈島,鳥取,0,0,0,2,1,16
19,27,八丈島,米子,0,0,0,1,0,14
19,28,八丈島,出雲,0,0,0,0,0,31
19,29,八丈島,石見,0,0,0,1,1,4
19,30,八丈島,岡山,0,0,0,6,11,160
19,31,八丈島,広島,0,0,0,9,28,261
19,32,八丈島,山口宇部,0,0,0,2,18,115
19,33,八丈島,徳島,0,0,0,8,0,39
19,34,八丈島,高松,1,0,0,2,0,61
19,35,八丈島,松山,0,0,0,2,0,62
19,36,八丈島,高知,0,0,0,4,0,42
19,37,八丈島,福岡,1,2,0,12,0,407
19,38,八丈島,長崎,0,0,0,1,1,71
19,39,八丈島,五島福江,0,0,0,0,0,2
19,40,八丈島,対馬,0,0,0,0,0,1
19,41,八丈島,熊本,0,0,0,0,1,92
19,42,八丈島,大分,0,0,0,1,0,55
19,43,八丈島,宮崎,0,0,0,0,1,68
19,44,八丈島,鹿児島,0,0,0,3,0,94
19,45,八丈島,奄美大島,0,0,0,0,0,23
19,46,八丈島,那覇,3,0,0,0,0,203
19,47,八丈島,石垣島,0,0,0,0,0,23
20,1,新潟,稚内,0,0,0,0,0,0
20,2,新潟,釧路,5,2,2,0,0,10
20,3,新潟,函館,1,3,3,0,0,10
20,4,新潟,旭川,2,1,1,1,1,14
20,5,新潟,帯広,2,1,0,0,0,3
20,6,新潟,根室中標津,0,0,0,0,0,0
20,7,新潟,女満別,0,0,0,0,0,1
20,8,新潟,新千歳,62,4,18,0,0,94
20,9,新潟,青森,0,8,0,0,38,48
20,10,新潟,三沢,0,5,0,0,7,16
20,11,新潟,花巻,0,17,6,3,27,56
20,12,新潟,仙台,0,41,5,60,552,674
20,13,新潟,秋田,0,16,2,0,10,29
20,14,新潟,大館,0,0,0,0,0,0
20,15,新潟,山形,0,2,3,10,27,50
20,16,新潟,庄内,0,67,1,0,112,183
20,17,新潟,福島,0,6,6,23,1053,1091
20,18,新潟,羽田,1,4698,117,358,16535,21728
20,19,新潟,八丈島,0,0,0,0,0,0
20,20,新潟,新潟,0,0,0,2,13,20
20,21,新潟,富山,0,56,1,10,1094,1162
20,22,新潟,小松,0,74,3,8,372,466
20,23,新潟,松本,0,15,0,5,496,517
20,24,新潟,名古屋,32,118,5,20,1015,1343
20,25,新潟,関西国際,162,182,11,43,249,943
20,26,新潟,鳥取,1,0,0,0,2,4
20,27,新潟,米子,1,9,0,0,2,12
20,28,新潟,出雲,3,4,0,3,0,11
20,29,新潟,石見,0,0,0,0,0,0
20,30,新潟,岡山,3,14,0,0,6,40
20,31,新潟,広島,3,26,0,0,4,55
20,32,新潟,山口宇部,3,13,0,0,2,26
20,33,新潟,徳島,1,2,0,1,3,10
20,34,新潟,高松,3,4,0,0,3,23
20,35,新潟,松山,1,2,4,3,0,17
20,36,新潟,高知,5,1,0,0,0,9
20,37,新潟,福岡,32,12,0,0,6,87
20,38,新潟,長崎,8,8,0,0,7,29
20,39,新潟,五島福江,0,0,0,0,0,0
20,40,新潟,対馬,0,0,0,0,0,0
20,41,新潟,熊本,5,1,0,0,2,28
20,42,新潟,大分,7,2,0,1,3,18
20,43,新潟,宮崎,1,2,0,0,1,6
20,44,新潟,鹿児島,13,23,0,0,1,43
20,45,新潟,奄美大島,2,0,0,0,0,4
20,46,新潟,那覇,54,4,0,0,1,67
20,47,新潟,石垣島,7,2,0,0,0,9
21,1,富山,稚内,1,0,0,0,0,1
21,2,富山,釧路,1,1,0,0,0,3
21,3,富山,函館,2,0,0,0,0,2
21,4,富山,旭川,0,0,0,0,0,1
21,5,富山,帯広,0,0,0,0,0,1
21,6,富山,根室中標津,0,0,0,0,0,0
21,7,富山,女満別,0,0,0,0,0,0
21,8,富山,新千歳,31,1,2,2,2,36
21,9,富山,青森,0,1,0,0,1,2
21,10,富山,三沢,2,5,0,0,1,7
21,11,富山,花巻,0,4,0,0,28,37
21,12,富山,仙台,1,12,0,1,61,80
21,13,富山,秋田,1,0,0,0,0,4
21,14,富山,大館,0,0,0,0,0,0
21,15,富山,山形,0,2,0,3,1,7
21,16,富山,庄内,0,0,0,0,4,5
21,17,富山,福島,0,0,0,0,13,20
21,18,富山,羽田,331,712,0,121,1817,3100
21,19,富山,八丈島,0,0,0,0,0,0
21,20,富山,新潟,0,56,2,9,991,1057
21,21,富山,富山,0,0,0,0,3,4
21,22,富山,小松,0,246,0,107,7531,7891
21,23,富山,松本,0,1,0,0,342,345
21,24,富山,名古屋,0,200,0,72,869,1139
21,25,富山,関西国際,1,890,0,31,567,1457
21,26,富山,鳥取,1,1,0,1,1,3
21,27,富山,米子,0,1,0,0,3,4
21,28,富山,出雲,0,3,0,0,3,7
21,29,富山,石見,0,0,0,0,0,0
21,30,富山,岡山,0,11,0,0,9,18
21,31,富山,広島,0,17,0,0,15,33
21,32,富山,山口宇部,0,4,0,0,12,16
21,33,富山,徳島,0,4,0,4,0,8
21,34,富山,高松,0,8,0,2,3,12
21,35,富山,松山,1,3,0,1,0,5
21,36,富山,高知,0,2,0,0,0,3
21,37,富山,福岡,19,28,0,0,57,102
21,38,富山,長崎,1,2,0,1,14,18
21,39,富山,五島福江,0,0,0,0,0,0
21,40,富山,対馬,0,0,0,0,0,0
21,41,富山,熊本,2,3,0,0,2,8
21,42,富山,大分,3,5,0,0,19,26
21,43,富山,宮崎,2,2,5,1,12,23
21,44,富山,鹿児島,3,1,1,0,3,9
21,45,富山,奄美大島,0,0,0,0,0,0
21,46,富山,那覇,11,3,0,0,1,14
21,47,富山,石垣島,2,0,0,0,0,2
22,1,小松,稚内,0,0,0,0,0,0
22,2,小松,釧路,2,1,0,2,0,5
22,3,小松,函館,3,0,0,0,0,3
22,4,小松,旭川,4,2,4,0,1,12
22,5,小松,帯広,1,1,0,0,0,3
22,6,小松,根室中標津,0,0,0,0,0,0
22,7,小松,女満別,1,0,0,0,0,4
22,8,小松,新千歳,43,4,3,4,3,67
22,9,小松,青森,2,2,0,0,1,5
22,10,小松,三沢,0,3,0,0,1,4
22,11,小松,花巻,2,4,0,2,1,11
22,12,小松,仙台,11,20,0,7,16,57
22,13,小松,秋田,1,1,0,0,1,4
22,14,小松,大館,0,0,0,0,0,1
22,15,小松,山形,1,5,0,0,0,6
22,16,小松,庄内,0,1,0,0,1,1
22,17,小松,福島,1,9,0,0,8,18
22,18,小松,羽田,784,993,1,205,806,2812
22,19,小松,八丈島,1,0,0,0,0,1
22,20,小松,新潟,0,74,3,10,389,477
22,21,小松,富山,0,246,0,95,7653,7995
22,22,小松,小松,0,200,0,19,10086,10292
22,23,小松,松本,0,5,0,0,190,197
22,24,小松,名古屋,1,423,0,132,2098,2634
22,25,小松,関西国際,0,1539,0,72,3253,4826
22,26,小松,鳥取,0,3,0,2,7,13
22,27,小松,米子,0,1,0,0,5,7
22,28,小松,出雲,1,4,0,0,2,9
22,29,小松,石見,0,0,0,0,0,0
22,30,小松,岡山,0,25,0,1,24,52
22,31,小松,広島,2,44,0,2,19,69
22,32,小松,山口宇部,1,13,0,2,3,24
22,33,小松,徳島,0,10,0,6,7,22
22,34,小松,高松,1,8,0,1,2,11
22,35,小松,松山,2,7,0,2,4,16
22,36,小松,高知,3,4,0,3,0,12
22,37,小松,福岡,37,48,0,2,15,108
22,38,小松,長崎,3,2,0,3,2,10
22,39,小松,五島福江,0,0,0,0,0,1
22,40,小松,対馬,0,0,0,0,0,0
22,41,小松,熊本,4,12,0,0,2,22
22,42,小松,大分,3,4,0,1,2,12
22,43,小松,宮崎,3,2,0,0,2,10
22,44,小松,鹿児島,9,4,0,1,2,17
22,45,小松,奄美大島,0,0,0,0,0,0
22,46,小松,那覇,45,0,0,0,0,49
22,47,小松,石垣島,3,3,0,0,0,10
23,1,松本,稚内,0,0,0,0,0,0
23,2,松本,釧路,0,0,0,1,0,2
23,3,松本,函館,0,0,0,0,0,4
23,4,松本,旭川,2,0,0,1,8,15
23,5,松本,帯広,1,0,0,0,0,1
23,6,松本,根室中標津,0,0,0,0,0,1
23,7,松本,女満別,0,0,0,0,0,0
23,8,松本,新千歳,17,0,0,3,4,18
23,9,松本,青森,0,0,0,1,2,6
23,10,松本,三沢,0,2,0,0,22,25
23,11,松本,花巻,0,0,0,2,1,8
23,12,松本,仙台,0,32,0,3,13,25
23,13,松本,秋田,0,1,0,0,0,4
23,14,松本,大館,0,1,0,0,0,0
23,15,松本,山形,0,1,0,1,1,8
23,16,松本,庄内,0,0,0,0,1,3
23,17,松本,福島,0,7,0,0,16,22
23,18,松本,羽田,2,957,0,137,2279,4291
23,19,松本,八丈島,0,0,0,0,0,0
23,20,松本,新潟,0,15,0,17,2425,2457
23,21,松本,富山,0,1,0,0,919,923
23,22,松本,小松,0,5,0,1,167,182
23,23,松本,松本,0,0,0,0,0,0
23,24,松本,名古屋,0,193,0,21,387,564
23,25,松本,関西国際,3,99,0,26,105,219
23,26,松本,鳥取,0,2,0,1,0,2
23,27,松本,米子,0,0,0,0,1,1
23,28,松本,出雲,0,0,0,2,0,4
23,29,松本,石見,0,0,0,0,0,0
23,30,松本,岡山,0,6,0,0,3,7
23,31,松本,広島,0,8,0,0,0,11
23,32,松本,山口宇部,0,3,0,1,1,7
23,33,松本,徳島,0,0,0,2,1,5
23,34,松本,高松,0,3,0,1,1,5
23,35,松本,松山,1,0,0,4,1,8
23,36,松本,高知,0,0,0,0,1,3
23,37,松本,福岡,11,12,0,3,8,36
23,38,松本,長崎,4,1,0,1,1,5
23,39,松本,五島福江,0,0,0,0,0,0
23,40,松本,対馬,0,0,0,0,0,0
23,41,松本,熊本,1,1,0,1,2,16
23,42,松本,大分,2,1,0,2,2,9
23,43,松本,宮崎,0,0,0,1,2,9
23,44,松本,鹿児島,3,0,0,1,3,26
23,45,松本,奄美大島,2,0,0,0,0,1
23,46,松本,那覇,3,0,0,1,4,16
23,47,松本,石垣島,0,0,0,0,0,1
24,1,名古屋,稚内,7,0,0,0,0,8
24,2,名古屋,釧路,12,3,1,0,7,25
24,3,名古屋,函館,57,2,1,4,7,80
24,4,名古屋,旭川,29,10,3,3,8,64
24,5,名古屋,帯広,27,7,0,0,0,38
24,6,名古屋,根室中標津,1,0,0,0,0,2
24,7,名古屋,女満別,35,0,0,0,5,41
24,8,名古屋,新千歳,473,36,10,9,44,611
24,9,名古屋,青森,38,12,0,10,124,195
24,10,名古屋,三沢,0,26,0,0,68,112
24,11,名古屋,花巻,12,64,0,3,50,145
24,12,名古屋,仙台,92,186,4,11,83,471
24,13,名古屋,秋田,37,27,0,14,15,102
24,14,名古屋,大館,3,3,0,0,0,8
24,15,名古屋,山形,11,18,0,7,8,60
24,16,名古屋,庄内,3,14,0,3,3,21
24,17,名古屋,福島,0,76,0,2,37,128
24,18,名古屋,羽田,131,16041,2,1865,52199,76806
24,19,名古屋,八丈島,0,1,0,0,0,20
24,20,名古屋,新潟,31,118,3,21,1218,1424
24,21,名古屋,富山,0,200,0,77,1250,1555
24,22,名古屋,小松,1,423,0,131,3236,3809
24,23,名古屋,松本,0,193,0,31,1979,2208
24,24,名古屋,名古屋,0,1206,0,305,27199,29565
24,25,名古屋,関西国際,1,6274,4,404,25246,32691
24,26,名古屋,鳥取,3,28,0,2,45,92
24,27,名古屋,米子,2,18,0,3,54,77
24,28,名古屋,出雲,7,34,0,10,91,154
24,29,名古屋,石見,0,2,0,0,2,3
24,30,名古屋,岡山,0,297,0,18,292,662
24,31,名古屋,広島,2,512,0,18,206,811
24,32,名古屋,山口宇部,4,173,0,1,27,219
24,33,名古屋,徳島,6,43,5,44,45,149
24,34,名古屋,高松,0,117,13,25,40,212
24,35,名古屋,松山,57,90,3,17,37,212
24,36,名古屋,高知,19,23,0,15,13,80
24,37,名古屋,福岡,301,724,10,29,111,1295
24,38,名古屋,長崎,90,77,13,29,36,251
24,39,名古屋,五島福江,3,1,1,0,0,3
24,40,名古屋,対馬,0,3,0,0,0,3
24,41,名古屋,熊本,114,62,3,27,57,265
24,42,名古屋,大分,44,60,4,13,24,179
24,43,名古屋,宮崎,86,19,4,5,21,156
24,44,名古屋,鹿児島,152,40,2,17,31,264
24,45,名古屋,奄美大島,23,0,0,0,0,26
24,46,名古屋,那覇,356,3,4,8,16,479
24,47,名古屋,石垣島,58,0,0,1,0,61
25,1,関西国際,稚内,14,0,0,0,0,15
25,2,関西国際,釧路,26,3,0,9,16,54
25,3,関西国際,函館,68,15,0,4,11,100
25,4,関西国際,旭川,65,21,9,11,22,125
25,5,関西国際,帯広,41,6,0,0,0,48
25,6,関西国際,根室中標津,3,0,0,0,0,3
25,7,関西国際,女満別,42,1,0,0,0,45
25,8,関西国際,新千歳,1045,83,13,61,93,1306
25,9,関西国際,青森,56,7,0,16,16,97
25,10,関西国際,三沢,39,22,0,0,3,66
25,11,関西国際,花巻,73,47,0,14,15,148
25,12,関西国際,仙台,408,208,0,64,186,880
25,13,関西国際,秋田,71,16,0,13,19,121
25,14,関西国際,大館,10,0,0,0,0,10
25,15,関西国際,山形,51,27,0,14,21,114
25,16,関西国際,庄内,18,4,0,1,0,26
25,17,関西国際,福島,44,72,0,2,227,349
25,18,関西国際,羽田,3552,21164,11,1389,3939,30285
25,19,関西国際,八丈島,3,4,0,0,143,150
25,20,関西国際,新潟,159,181,11,46,136,551
25,21,関西国際,富山,2,890,0,35,651,1568
25,22,関西国際,小松,0,1538,0,107,4284,5920
25,23,関西国際,松本,3,99,0,20,299,428
25,24,関西国際,名古屋,1,6276,5,346,20722,27339
25,25,関西国際,関西国際,2,2426,0,221,113731,116256
25,26,関西国際,鳥取,0,188,0,165,2821,3173
25,27,関西国際,米子,2,64,0,117,743,930
25,28,関西国際,出雲,59,140,2,142,412,757
25,29,関西国際,石見,3,5,0,14,21,46
25,30,関西国際,岡山,6,1372,5,384,9729,11502
