,,origin,destination,airline,railway,ship,bus,car,all
38,1,長崎,稚内,0,0,0,0,0,0
38,2,長崎,釧路,2,0,0,0,1,4
38,3,長崎,函館,1,0,0,0,0,1
38,4,長崎,旭川,2,1,1,0,1,6
38,5,長崎,帯広,1,0,0,0,0,1
38,6,長崎,根室中標津,0,0,0,0,0,0
38,7,長崎,女満別,2,0,0,0,0,2
38,8,長崎,新千歳,27,3,0,2,4,33
38,9,長崎,青森,2,3,0,3,0,5
38,10,長崎,三沢,1,0,0,0,0,0
38,11,長崎,花巻,1,1,0,0,0,2
38,12,長崎,仙台,9,15,0,2,3,26
38,13,長崎,秋田,3,0,0,0,0,3
38,14,長崎,大館,0,2,0,0,0,2
38,15,長崎,山形,2,2,0,0,1,5
38,16,長崎,庄内,0,0,0,0,0,0
38,17,長崎,福島,2,0,0,0,0,1
38,18,長崎,羽田,681,99,14,136,88,895
38,19,長崎,八丈島,0,0,0,0,0,0
38,20,長崎,新潟,8,8,0,0,0,17
38,21,長崎,富山,1,3,0,0,13,18
38,22,長崎,小松,3,2,0,0,1,7
38,23,長崎,松本,5,1,0,0,0,5
38,24,長崎,名古屋,93,78,12,16,27,203
38,25,長崎,関西国際,215,190,17,69,53,498
38,26,長崎,鳥取,0,4,0,2,1,6
38,27,長崎,米子,0,5,0,1,0,3
38,28,長崎,出雲,1,3,0,1,2,6
38,29,長崎,石見,0,0,0,0,0,0
38,30,長崎,岡山,0,20,0,1,16,33
38,31,長崎,広島,0,56,3,15,32,91
38,32,長崎,山口宇部,0,26,5,8,49,74
38,33,長崎,徳島,1,1,1,1,1,8
38,34,長崎,高松,1,21,0,1,2,14
38,35,長崎,松山,3,6,6,5,3,22
38,36,長崎,高知,2,1,0,0,1,5
38,37,長崎,福岡,2,1299,360,433,6126,7636
38,38,長崎,長崎,0,0,0,0,2872,2883
38,39,長崎,五島福江,0,0,0,0,0,1
38,40,長崎,対馬,0,0,0,0,0,0
38,41,長崎,熊本,1,31,117,40,340,512
38,42,長崎,大分,2,35,4,28,271,324
38,43,長崎,宮崎,3,13,2,16,61,92
38,44,長崎,鹿児島,2,55,4,12,128,181
38,45,長崎,奄美大島,2,1,0,0,0,4
38,46,長崎,那覇,67,3,2,4,4,43
38,47,長崎,石垣島,4,0,0,0,0,3
39,1,五島福江,稚内,0,0,0,0,0,0
39,2,五島福江,釧路,0,0,0,0,0,0
39,3,五島福江,函館,0,0,0,0,0,0
39,4,五島福江,旭川,0,0,0,0,0,0
39,5,五島福江,帯広,0,0,0,0,0,0
39,6,五島福江,根室中標津,0,0,0,0,0,0
39,7,五島福江,女満別,0,0,0,0,0,0
39,8,五島福江,新千歳,1,0,0,0,0,5
39,9,五島福江,青森,0,0,0,0,0,2
39,10,五島福江,三沢,0,0,0,0,1,1
39,11,五島福江,花巻,0,0,0,0,0,0
39,12,五島福江,仙台,0,0,0,0,0,2
39,13,五島福江,秋田,0,0,0,0,0,0
39,14,五島福江,大館,0,0,0,0,0,0
39,15,五島福江,山形,0,0,0,0,0,1
39,16,五島福江,庄内,0,0,0,0,0,0
39,17,五島福江,福島,0,0,0,0,0,1
39,18,五島福江,羽田,20,1,0,9,2,185
39,19,五島福江,八丈島,0,0,0,0,0,0
39,20,五島福江,新潟,0,0,0,0,0,2
39,21,五島福江,富山,0,0,0,0,5,5
39,22,五島福江,小松,0,0,0,0,0,0
39,23,五島福江,松本,0,0,0,0,0,1
39,24,五島福江,名古屋,3,0,0,4,3,37
39,25,五島福江,関西国際,10,16,0,1,14,95
39,26,五島福江,鳥取,0,0,0,0,0,0
39,27,五島福江,米子,0,0,0,0,1,4
39,28,五島福江,出雲,0,0,0,0,0,1
39,29,五島福江,石見,0,0,0,0,0,0
39,30,五島福江,岡山,0,0,0,0,2,7
39,31,五島福江,広島,0,0,0,0,8,22
39,32,五島福江,山口宇部,0,1,0,1,26,36
39,33,五島福江,徳島,0,0,0,0,0,0
39,34,五島福江,高松,0,1,0,1,0,13
39,35,五島福江,松山,0,0,0,0,0,3
39,36,五島福江,高知,1,0,0,0,0,0
39,37,五島福江,福岡,26,15,0,173,6151,6732
39,38,五島福江,長崎,0,0,0,0,0,0
39,39,五島福江,五島福江,0,0,0,0,0,0
39,40,五島福江,対馬,0,0,0,0,0,0
39,41,五島福江,熊本,0,2,0,16,125,153
39,42,五島福江,大分,1,0,0,2,395,409
39,43,五島福江,宮崎,1,0,0,3,52,57
39,44,五島福江,鹿児島,0,1,0,1,24,46
39,45,五島福江,奄美大島,0,0,0,0,0,1
39,46,五島福江,那覇,0,0,0,0,0,35
39,47,五島福江,石垣島,0,0,0,0,0,1
40,1,対馬,稚内,0,0,0,0,0,0
40,2,対馬,釧路,0,0,0,0,0,0
40,3,対馬,函館,0,0,0,0,0,0
40,4,対馬,旭川,0,0,0,0,0,0
40,5,対馬,帯広,0,0,0,0,0,0
40,6,対馬,根室中標津,0,0,0,0,0,0
40,7,対馬,女満別,0,0,0,0,0,0
40,8,対馬,新千歳,0,0,0,0,0,0
40,9,対馬,青森,0,0,0,0,0,0
40,10,対馬,三沢,0,0,0,0,0,0
40,11,対馬,花巻,0,0,0,0,0,0
40,12,対馬,仙台,0,0,0,0,0,2
40,13,対馬,秋田,0,0,0,0,0,0
40,14,対馬,大館,0,0,0,0,0,0
40,15,対馬,山形,0,0,0,0,0,0
40,16,対馬,庄内,0,0,0,0,0,0
40,17,対馬,福島,0,0,0,0,0,0
40,18,対馬,羽田,7,0,0,1,0,21
40,19,対馬,八丈島,0,0,0,0,0,0
40,20,対馬,新潟,0,0,0,0,0,0
40,21,対馬,富山,0,0,0,0,0,0
40,22,対馬,小松,0,0,0,0,0,0
40,23,対馬,松本,0,0,0,0,0,0
40,24,対馬,名古屋,0,2,0,3,0,11
40,25,対馬,関西国際,5,0,1,0,1,13
40,26,対馬,鳥取,0,0,0,0,0,0
40,27,対馬,米子,0,0,0,0,0,0
40,28,対馬,出雲,0,0,0,0,0,0
40,29,対馬,石見,0,0,0,0,0,0
40,30,対馬,岡山,0,0,0,0,0,1
40,31,対馬,広島,0,1,0,0,9,9
40,32,対馬,山口宇部,0,0,0,0,0,1
40,33,対馬,徳島,0,0,0,0,0,0
40,34,対馬,高松,0,0,0,0,0,1
40,35,対馬,松山,0,1,0,0,0,0
40,36,対馬,高知,0,0,0,0,0,1
40,37,対馬,福岡,73,1,26,5,1115,1129
40,38,対馬,長崎,0,0,0,0,0,0
40,39,対馬,五島福江,0,0,0,0,0,0
40,40,対馬,対馬,0,0,0,0,0,0
40,41,対馬,熊本,1,2,1,0,12,13
40,42,対馬,大分,1,0,0,0,11,11
40,43,対馬,宮崎,0,0,0,0,2,2
40,44,対馬,鹿児島,1,0,0,0,2,2
40,45,対馬,奄美大島,2,0,0,0,0,0
40,46,対馬,那覇,0,0,0,0,0,0
40,47,対馬,石垣島,0,0,0,0,0,0
41,1,熊本,稚内,0,0,0,0,0,0
41,2,熊本,釧路,0,0,0,0,0,1
41,3,熊本,函館,6,1,0,0,1,7
41,4,熊本,旭川,2,0,0,0,0,2
41,5,熊本,帯広,1,0,0,0,0,1
41,6,熊本,根室中標津,0,0,0,0,0,0
41,7,熊本,女満別,1,0,0,0,0,1
41,8,熊本,新千歳,31,1,1,2,3,39
41,9,熊本,青森,5,1,0,0,0,6
41,10,熊本,三沢,1,0,0,0,0,1
41,11,熊本,花巻,2,1,0,0,0,3
41,12,熊本,仙台,14,4,0,0,2,21
41,13,熊本,秋田,2,0,0,0,0,2
41,14,熊本,大館,0,0,0,0,0,0
41,15,熊本,山形,1,0,0,0,1,2
41,16,熊本,庄内,1,0,0,0,0,1
41,17,熊本,福島,2,0,0,0,0,2
41,18,熊本,羽田,876,102,1,90,119,1160
41,19,熊本,八丈島,0,0,0,0,0,0
41,20,熊本,新潟,5,2,0,0,2,9
41,21,熊本,富山,2,3,0,0,16,22
41,22,熊本,小松,6,11,0,0,2,21
41,23,熊本,松本,1,1,0,0,0,2
41,24,熊本,名古屋,114,61,3,25,39,233
41,25,熊本,関西国際,278,200,9,54,80,598
41,26,熊本,鳥取,0,3,0,2,0,6
41,27,熊本,米子,0,2,0,0,0,3
41,28,熊本,出雲,2,5,0,4,5,15
41,29,熊本,石見,0,0,0,0,1,1
41,30,熊本,岡山,0,22,0,8,11,44
41,31,熊本,広島,0,55,0,2,62,117
41,32,熊本,山口宇部,0,23,0,2,142,168
41,33,熊本,徳島,3,4,0,1,1,10
41,34,熊本,高松,0,14,0,0,2,18
41,35,熊本,松山,4,8,5,5,3,25
41,36,熊本,高知,2,10,0,1,2,15
41,37,熊本,福岡,19,1246,5,539,16201,18289
41,38,熊本,長崎,0,31,120,56,605,800
41,39,熊本,五島福江,0,2,0,1,0,3
41,40,熊本,対馬,1,2,4,0,0,7
41,41,熊本,熊本,0,0,0,0,0,12
41,42,熊本,大分,0,51,0,26,1879,1959
41,43,熊本,宮崎,0,6,0,58,1833,1898
41,44,熊本,鹿児島,0,366,2,24,2596,2993
41,45,熊本,奄美大島,7,6,0,1,0,13
41,46,熊本,那覇,80,6,0,5,10,100
41,47,熊本,石垣島,6,0,0,0,0,5
42,1,大分,稚内,1,0,0,0,0,0
42,2,大分,釧路,7,0,0,0,0,0
42,3,大分,函館,2,0,0,0,0,0
42,4,大分,旭川,1,0,0,0,0,0
42,5,大分,帯広,2,0,0,0,0,0
42,6,大分,根室中標津,0,0,0,0,0,0
42,7,大分,女満別,0,0,0,0,0,0
42,8,大分,新千歳,21,3,0,0,0,10
42,9,大分,青森,2,0,0,0,0,0
42,10,大分,三沢,1,0,0,0,0,0
42,11,大分,花巻,2,1,0,0,0,0
42,12,大分,仙台,6,6,0,0,0,0
42,13,大分,秋田,5,0,0,0,0,0
42,14,大分,大館,0,0,0,0,0,0
42,15,大分,山形,0,0,0,0,0,0
42,16,大分,庄内,0,0,0,0,0,0
42,17,大分,福島,1,3,0,0,0,3
42,18,大分,羽田,560,93,5,21,1,149
42,19,大分,八丈島,0,0,0,0,0,0
42,20,大分,新潟,7,2,0,0,0,13
42,21,大分,富山,3,5,0,0,9,10
42,22,大分,小松,3,4,0,0,0,4
42,23,大分,松本,3,1,0,0,0,0
42,24,大分,名古屋,42,56,4,1,5,42
42,25,大分,関西国際,101,242,96,5,6,104
42,26,大分,鳥取,0,2,0,0,0,0
42,27,大分,米子,0,4,0,0,1,1
42,28,大分,出雲,0,3,0,0,1,2
42,29,大分,石見,0,0,0,0,1,1
42,30,大分,岡山,0,48,0,0,30,32
42,31,大分,広島,0,89,13,0,13,31
42,32,大分,山口宇部,0,50,9,0,140,144
42,33,大分,徳島,1,4,1,0,0,0
42,34,大分,高松,0,5,4,0,0,2
42,35,大分,松山,0,3,92,0,0,1
42,36,大分,高知,0,0,9,0,0,0
42,37,大分,福岡,0,889,0,70,14738,15063
42,38,大分,長崎,0,35,0,1,252,258
42,39,大分,五島福江,1,0,0,0,0,0
42,40,大分,対馬,1,0,1,0,0,0
42,41,大分,熊本,0,51,0,0,483,495
42,42,大分,大分,0,0,0,0,49,52
42,43,大分,宮崎,0,117,0,0,555,566
42,44,大分,鹿児島,1,41,0,3,673,682
42,45,大分,奄美大島,0,0,0,0,0,0
42,46,大分,那覇,36,5,0,0,0,9
42,47,大分,石垣島,1,0,0,0,0,0
43,1,宮崎,稚内,0,0,0,0,0,0
43,2,宮崎,釧路,1,0,0,0,0,1
43,3,宮崎,函館,4,0,0,0,0,4
43,4,宮崎,旭川,1,0,1,0,0,2
43,5,宮崎,帯広,0,1,0,0,0,1
43,6,宮崎,根室中標津,0,0,0,0,0,0
43,7,宮崎,女満別,3,0,0,0,0,3
43,8,宮崎,新千歳,13,0,0,0,0,13
43,9,宮崎,青森,0,0,0,0,0,0
43,10,宮崎,三沢,1,0,0,0,0,1
43,11,宮崎,花巻,0,1,0,0,0,1
43,12,宮崎,仙台,5,8,0,0,0,16
43,13,宮崎,秋田,1,0,0,0,0,2
43,14,宮崎,大館,1,0,0,0,0,1
43,15,宮崎,山形,0,1,0,0,0,1
43,16,宮崎,庄内,0,0,0,0,0,0
43,17,宮崎,福島,1,1,0,0,0,2
43,18,宮崎,羽田,596,85,0,46,72,807
43,19,宮崎,八丈島,0,0,0,0,0,0
43,20,宮崎,新潟,1,2,0,0,0,3
43,21,宮崎,富山,2,2,6,1,7,18
43,22,宮崎,小松,3,2,0,0,2,6
43,23,宮崎,松本,0,0,0,0,1,1
43,24,宮崎,名古屋,84,19,2,5,17,127
43,25,宮崎,関西国際,278,41,36,25,53,429
43,26,宮崎,鳥取,0,1,0,1,1,3
43,27,宮崎,米子,0,1,0,0,1,2
43,28,宮崎,出雲,1,1,0,0,0,3
43,29,宮崎,石見,0,1,0,0,4,5
43,30,宮崎,岡山,2,6,0,1,5,15
43,31,宮崎,広島,7,19,0,10,14,59
43,32,宮崎,山口宇部,2,4,0,3,29,41
43,33,宮崎,徳島,2,3,1,3,2,13
43,34,宮崎,高松,2,2,1,0,9,17
43,35,宮崎,松山,2,4,8,0,0,18
43,36,宮崎,高知,0,2,1,0,2,9
43,37,宮崎,福岡,152,115,0,174,1095,1557
43,38,宮崎,長崎,3,13,1,16,89,126
43,39,宮崎,五島福江,1,0,0,0,0,1
43,40,宮崎,対馬,0,0,0,0,0,0
43,41,宮崎,熊本,0,6,0,56,1666,1728
43,42,宮崎,大分,0,117,0,0,1222,1337
43,43,宮崎,宮崎,0,0,0,0,382,386
43,44,宮崎,鹿児島,0,235,0,25,7925,8189
43,45,宮崎,奄美大島,6,6,0,0,0,12
43,46,宮崎,那覇,41,1,0,1,10,50
43,47,宮崎,石垣島,2,0,0,0,0,2
44,1,鹿児島,稚内,0,0,0,0,0,0
44,2,鹿児島,釧路,1,0,0,0,0,1
44,3,鹿児島,函館,5,0,0,0,0,5
44,4,鹿児島,旭川,3,1,0,0,1,6
44,5,鹿児島,帯広,1,0,0,0,0,1
44,6,鹿児島,根室中標津,0,0,0,0,0,0
44,7,鹿児島,女満別,4,0,0,0,0,4
44,8,鹿児島,新千歳,33,0,0,0,0,29
44,9,鹿児島,青森,1,0,0,0,0,1
44,10,鹿児島,三沢,1,0,0,0,0,1
44,11,鹿児島,花巻,1,1,0,0,0,2
44,12,鹿児島,仙台,9,5,0,1,1,14
44,13,鹿児島,秋田,0,0,0,0,0,0
44,14,鹿児島,大館,0,0,0,0,0,0
44,15,鹿児島,山形,1,1,0,0,0,2
44,16,鹿児島,庄内,0,0,0,0,0,0
44,17,鹿児島,福島,8,13,0,0,0,19
44,18,鹿児島,羽田,849,56,6,96,98,1117
44,19,鹿児島,八丈島,0,0,0,0,0,0
44,20,鹿児島,新潟,13,23,0,0,0,26
44,21,鹿児島,富山,3,0,1,1,2,6
44,22,鹿児島,小松,9,4,0,1,2,17
44,23,鹿児島,松本,3,0,0,0,0,2
44,24,鹿児島,名古屋,156,42,0,11,19,214
44,25,鹿児島,関西国際,390,105,17,73,78,708
44,26,鹿児島,鳥取,0,2,1,0,1,3
44,27,鹿児島,米子,0,0,0,0,0,0
44,28,鹿児島,出雲,1,2,0,0,0,4
44,29,鹿児島,石見,0,0,0,0,0,0
44,30,鹿児島,岡山,7,16,0,1,4,28
44,31,鹿児島,広島,10,64,0,2,16,92
44,32,鹿児島,山口宇部,0,29,0,2,31,58
44,33,鹿児島,徳島,2,2,0,2,2,10
44,34,鹿児島,高松,6,9,0,0,1,13
44,35,鹿児島,松山,5,2,1,0,2,14
44,36,鹿児島,高知,2,2,0,0,1,6
44,37,鹿児島,福岡,23,927,0,148,1094,2229
44,38,鹿児島,長崎,2,55,5,12,95,183
44,39,鹿児島,五島福江,0,1,0,0,0,1
44,40,鹿児島,対馬,1,0,0,0,0,1
44,41,鹿児島,熊本,0,366,2,25,2782,3177
44,42,鹿児島,大分,1,42,0,10,119,165
44,43,鹿児島,宮崎,0,235,0,27,4319,4584
44,44,鹿児島,鹿児島,0,4,0,6,1554,1567
44,45,鹿児島,奄美大島,0,0,0,0,0,0
44,46,鹿児島,那覇,54,0,138,0,0,210
44,47,鹿児島,石垣島,4,0,0,0,0,6
45,1,奄美大島,稚内,0,0,0,0,0,0
45,2,奄美大島,釧路,0,0,0,0,0,0
45,3,奄美大島,函館,0,0,0,0,0,0
45,4,奄美大島,旭川,0,0,0,0,0,0
45,5,奄美大島,帯広,0,0,0,0,0,0
45,6,奄美大島,根室中標津,0,0,0,0,0,0
45,7,奄美大島,女満別,0,0,0,0,0,0
45,8,奄美大島,新千歳,3,0,0,0,0,0
45,9,奄美大島,青森,0,0,0,0,0,0
45,10,奄美大島,三沢,0,0,0,0,0,0
45,11,奄美大島,花巻,0,0,0,0,0,0
45,12,奄美大島,仙台,0,0,0,0,0,1
45,13,奄美大島,秋田,0,0,0,0,0,0
45,14,奄美大島,大館,0,0,0,0,0,0
45,15,奄美大島,山形,0,0,0,0,0,0
45,16,奄美大島,庄内,0,0,0,0,0,0
45,17,奄美大島,福島,0,0,0,0,0,2
45,18,奄美大島,羽田,149,0,0,2,0,102
45,19,奄美大島,八丈島,0,0,0,0,0,0
45,20,奄美大島,新潟,2,0,0,0,0,0
45,21,奄美大島,富山,0,0,0,0,1,1
45,22,奄美大島,小松,0,0,0,0,0,0
45,23,奄美大島,松本,2,0,0,0,0,1
45,24,奄美大島,名古屋,25,1,0,0,0,26
45,25,奄美大島,関西国際,112,1,0,0,3,73
45,26,奄美大島,鳥取,0,0,0,0,0,1
45,27,奄美大島,米子,0,0,0,0,0,0
45,28,奄美大島,出雲,0,0,0,0,0,0
45,29,奄美大島,石見,0,0,0,0,0,0
45,30,奄美大島,岡山,0,0,0,0,0,1
45,31,奄美大島,広島,0,1,0,0,0,6
45,32,奄美大島,山口宇部,1,1,0,0,2,5
45,33,奄美大島,徳島,1,0,0,0,0,0
45,34,奄美大島,高松,1,0,0,0,0,4
45,35,奄美大島,松山,1,0,0,0,0,0
45,36,奄美大島,高知,1,0,0,0,0,0
45,37,奄美大島,福岡,39,9,0,21,95,162
45,38,奄美大島,長崎,2,1,0,2,5,9
45,39,奄美大島,五島福江,0,0,0,0,0,0
45,40,奄美大島,対馬,2,0,0,0,0,0
45,41,奄美大島,熊本,9,6,0,1,60,70
45,42,奄美大島,大分,0,0,0,0,21,29
45,43,奄美大島,宮崎,6,6,0,1,4431,4434
45,44,奄美大島,鹿児島,0,0,0,0,5,5
45,45,奄美大島,奄美大島,0,0,0,0,0,0
45,46,奄美大島,那覇,23,0,0,0,0,7
45,47,奄美大島,石垣島,1,0,0,0,0,0
46,1,那覇,稚内,0,0,0,0,0,0
46,2,那覇,釧路,8,0,0,0,0,8
46,3,那覇,函館,26,0,0,0,0,26
46,4,那覇,旭川,18,0,0,0,0,18
46,5,那覇,帯広,11,0,0,0,0,11
46,6,那覇,根室中標津,0,0,0,0,0,0
46,7,那覇,女満別,4,0,0,0,0,3
46,8,那覇,新千歳,71,0,0,0,0,66
46,9,那覇,青森,6,0,0,0,0,7
46,10,那覇,三沢,5,0,0,0,0,5
46,11,那覇,花巻,4,1,0,0,1,5
46,12,那覇,仙台,63,4,0,0,2,68
46,13,那覇,秋田,5,0,0,0,0,5
46,14,那覇,大館,3,0,0,0,0,3
46,15,那覇,山形,10,0,0,1,1,12
46,16,那覇,庄内,2,0,0,0,0,2
46,17,那覇,福島,5,1,0,0,0,6
46,18,那覇,羽田,2429,45,11,54,139,2604
46,19,那覇,八丈島,3,0,0,0,0,3
46,20,那覇,新潟,56,3,0,0,0,61
46,21,那覇,富山,10,1,0,0,1,12
46,22,那覇,小松,48,0,0,1,2,51
46,23,那覇,松本,3,0,0,0,0,3
46,24,那覇,名古屋,383,2,4,2,8,389
46,25,那覇,関西国際,928,22,4,18,71,1003
46,26,那覇,鳥取,7,0,0,1,2,10
46,27,那覇,米子,3,0,0,0,0,3
46,28,那覇,出雲,10,0,1,1,1,13
46,29,那覇,石見,0,0,0,0,0,0
46,30,那覇,岡山,48,3,0,2,5,52
46,31,那覇,広島,61,5,1,0,2,65
46,32,那覇,山口宇部,29,4,0,1,6,39
46,33,那覇,徳島,34,1,0,2,2,37
46,34,那覇,高松,20,0,0,0,0,19
46,35,那覇,松山,31,0,0,0,1,32
46,36,那覇,高知,3,0,0,0,1,4
46,37,那覇,福岡,484,13,0,3,11,490
46,38,那覇,長崎,67,2,3,3,8,64
46,39,那覇,五島福江,0,0,0,0,0,0
46,40,那覇,対馬,0,0,0,0,0,2
46,41,那覇,熊本,80,2,0,4,12,99
46,42,那覇,大分,35,2,0,2,11,50
46,43,那覇,宮崎,40,0,0,1,5,51
46,44,那覇,鹿児島,54,0,132,1,0,184
46,45,那覇,奄美大島,23,0,7,0,0,29
46,46,那覇,那覇,0,0,0,0,0,1
46,47,那覇,石垣島,0,0,0,0,0,0
47,1,石垣島,稚内,0,0,0,0,0,0
47,2,石垣島,釧路,0,0,0,0,0,0
47,3,石垣島,函館,0,0,0,0,0,0
47,4,石垣島,旭川,0,0,0,0,0,1
47,5,石垣島,帯広,0,0,0,0,0,0
47,6,石垣島,根室中標津,0,0,0,0,0,0
47,7,石垣島,女満別,0,0,0,0,0,1
47,8,石垣島,新千歳,3,0,0,0,0,6
47,9,石垣島,青森,0,0,0,0,0,0
47,10,石垣島,三沢,0,0,0,0,0,0
47,11,石垣島,花巻,1,0,0,0,0,0
47,12,石垣島,仙台,0,0,0,0,0,2
47,13,石垣島,秋田,0,0,0,0,0,0
47,14,石垣島,大館,0,0,0,0,0,0
47,15,石垣島,山形,1,0,0,0,0,0
47,16,石垣島,庄内,0,0,0,0,0,0
47,17,石垣島,福島,0,0,0,0,0,0
47,18,石垣島,羽田,150,1,0,3,0,141
47,19,石垣島,八丈島,0,0,0,0,0,0
47,20,石垣島,新潟,5,1,0,0,0,2
47,21,石垣島,富山,1,0,0,0,0,0
47,22,石垣島,小松,2,4,0,0,0,1
47,23,石垣島,松本,0,0,0,0,0,2
47,24,石垣島,名古屋,38,0,0,0,0,31
47,25,石垣島,関西国際,112,0,0,0,0,84
47,26,石垣島,鳥取,0,0,0,0,0,0
47,27,石垣島,米子,0,0,0,0,0,0
47,28,石垣島,出雲,0,0,0,0,0,0
47,29,石垣島,石見,0,0,0,0,0,0
47,30,石垣島,岡山,6,0,0,0,0,5
47,31,石垣島,広島,14,0,0,0,0,5
47,32,石垣島,山口宇部,2,0,0,0,0,2
47,33,石垣島,徳島,1,0,0,0,0,2
47,34,石垣島,高松,4,0,0,0,0,1
47,35,石垣島,松山,1,1,0,0,0,0
47,36,石垣島,高知,1,0,0,0,0,0
47,37,石垣島,福岡,48,1,0,0,0,32
47,38,石垣島,長崎,4,0,0,0,0,18
47,39,石垣島,五島福江,0,0,0,0,0,0
47,40,石垣島,対馬,0,0,0,0,0,0
47,41,石垣島,熊本,6,0,0,0,0,5
47,42,石垣島,大分,1,0,0,0,0,2
47,43,石垣島,宮崎,2,0,0,0,0,1
47,44,石垣島,鹿児島,3,0,0,0,0,2
47,45,石垣島,奄美大島,1,0,0,0,0,0
47,46,石垣島,那覇,0,0,0,0,0,0
47,47,石垣島,石垣島,0,0,0,0,0,0
