"","i","j","空港i","空港j","航空会社","旅客数","所要時間","費用","航空便数","滞在可能時間","アクセシビリティ","エアライン参入数","鉄道ダミー","OD","utility","sumexputility","fittedprob","observedprob","DIS","Seat","Freq","MC","LF"
"1",18,25,"東京","大阪","JAL",1262583,73.33333333,24600,23,870,17.719066,3,0,25143439,1.7967282518684,52.403105382581,0.115067357956138,0.0502152072355735,514,375.392092257002,5463,5140,61.6
"2",18,25,"東京","大阪","ANA",1324401,73.33333333,24600,20,760,17.719066,3,0,25143439,1.21761236260323,52.403105382581,0.0644830106924002,0.0526738207927722,514,423.075745682889,5096,5140,61.4
"3",18,25,"東京","関西","JAL",249460,73.33333333,24600,23,870,17.719066,3,0,25143439,1.7967282518684,52.403105382581,0.115067357956138,0.00992147494223046,678,164.115300306883,2281,6780,66.6
"4",18,25,"東京","関西","ANA",242305,73.33333333,24600,20,760,17.719066,3,0,25143439,1.21761236260323,52.403105382581,0.0644830106924002,0.00963690766406298,678,227.097093382808,1617,6780,66
"5",18,25,"東京","関西","SFJ",150657,73.33333333,20700,4,490,17.719066,3,0,25143439,1.483446375455,52.403105382581,0.0841192808616372,0.00599190110787948,678,144,1455,6780,71.9
"6",18,25,"成田","大阪","JAL",105150,73.33333333,24600,23,870,63.540196,3,0,25143439,1.7967282518684,52.403105382581,0.115067357956138,0.00418200549256607,589,205.290809327846,729,5890,70.3
"7",18,25,"成田","大阪","ANA",87751,73.33333333,24600,20,760,63.540196,3,0,25143439,1.21761236260323,52.403105382581,0.0644830106924002,0.00349001582480424,589,212.053375196232,637,5890,65
"8",18,25,"東京","南紀白浜","JAL",66373,73.33333333,24600,23,870,17.719066,3,0,25143439,1.7967282518684,52.403105382581,0.115067357956138,0.00263977413749965,634,157.699570815451,932,6340,45.2
"9",18,25,"東京","神戸","JAL",120191,73.33333333,24600,23,870,17.719066,3,0,25143439,1.7967282518684,52.403105382581,0.115067357956138,0.00478021323972429,695,229.603851444292,727,6950,72
"10",18,25,"東京","神戸","ANA",114621,73.33333333,24600,20,760,17.719066,3,0,25143439,1.21761236260323,52.403105382581,0.0644830106924002,0.00455868427544856,695,249.665441176471,816,6950,56.3
"11",18,25,"東京","神戸","SKY",258947,70,11400,6,690,17.719066,3,0,25143439,1.46358373145632,52.403105382581,0.0824649337757643,0.0102987900740229,695,177,1895,6950,77.2
"12",18,25,"東京","新大阪","JR",21161000,150,14450,1,780,6.872543,0,1,25143439,-4.86643317483308,52.403105382581,0.000146952812307356,0.841611205213416,NA,NA,NA,NA,NA
"13",18,37,"東京","福岡","JAL",1526552,110,36700,21,785,17.719066,3,0,5587903,2.05292517810762,58.5111495121666,0.13314824493484,0.273188707821163,1041,386.851157987904,6779,10410,58.2
"14",18,37,"東京","福岡","ANA",1605033,110,36700,20,805,17.719066,3,0,5587903,2.27830094048915,58.5111495121666,0.166807239863789,0.287233511390588,1041,416.227159338946,6414,10410,60.1
