"","i","j","207ゾーンi","207ゾーンj","47ゾーンi","47ゾーンj","207ゾーン名i","207ゾーン名j","所要時間","費用","航空便数","滞在可能時間","アクセシビリティ","鉄道ダミー","エアライン参入数","x","OD1","OD2","路線距離","一便あたり座席数","一便あたり貨物","一便あたり超過手荷物","prob1","prob2","share1","share2","out.share2"
"1565",15,27,93,155,18,20,"栃木・小山","魚沼",NA,NA,NA,NA,184.51166881,0,NA,0,0,4,0,0,0,0,NA,0,NA,0.001,0.998
"1566",15,27,93,155,18,20,"栃木・小山","魚沼",78,2590,1,924,24.875239259,1,0,0,0,4,148.3,0,0,0,NA,0,NA,0.001,0.998
"1567",15,28,93,201,18,18,"栃木・小山","長野",NA,NA,NA,NA,275.51366481,0,NA,0,8,15,0,0,0,0,0,0,0.001,0.001,0.465666666666667
"1568",15,28,93,201,18,18,"栃木・小山","長野",102,2590,1,876,10.521130259,1,0,8,8,15,141.8,0,0,0,1,0.533333333333333,0.999,0.533333333333333,0.465666666666667
"1569",15,29,93,203,18,24,"栃木・小山","上田",NA,NA,NA,NA,302.53454481,0,NA,0,2,30,500,121.367241554742,3.7214590964591,1.34582315832316,0,0,0.001,0.001,0.932333333333333
"1570",15,29,93,203,18,24,"栃木・小山","上田",90,1940,1,900,9.974506259,1,0,2,2,30,108.6,0,0,0,1,0.0666666666666667,0.999,0.0666666666666667,0.932333333333333
"1571",15,30,93,211,18,24,"栃木・小山","岐阜",NA,NA,NA,NA,150.08936981,0,NA,0,4,4,500,121.367241554742,3.7214590964591,1.34582315832316,0,0,0.001,0.001,0
"1572",15,30,93,211,18,24,"栃木・小山","岐阜",222,7560,1,636,23.661772259,1,0,4,4,4,476.9,0,0,0,1,1,0.999,0.999,0
"1573",15,31,93,221,18,18,"栃木・小山","中部",NA,NA,NA,NA,206.87935911,0,NA,0,8,9,0,0,0,0,0,0,0.001,0.001,0.110111111111111
"1574",15,31,93,221,18,18,"栃木・小山","中部",110,4750,1,860,10.815044259,1,0,8,8,9,260.8,0,0,0,1,0.888888888888889,0.999,0.888888888888889,0.110111111111111
"1575",15,32,93,222,18,24,"栃木・小山","西部",NA,NA,NA,NA,159.23376081,0,NA,0,2,5,500,121.367241554742,3.7214590964591,1.34582315832316,0,0,0.001,0.001,0.599
"1576",15,32,93,222,18,24,"栃木・小山","西部",136,5620,1,808,11.216548426,1,0,2,2,5,337.7,0,0,0,1,0.4,0.999,0.4,0.599
"1577",15,33,93,223,18,18,"栃木・小山","東部",NA,NA,NA,NA,169.51710414,0,NA,0,16,26,0,0,0,0,0,0,0.001,0.001,0.383615384615385
"1578",15,33,93,223,18,18,"栃木・小山","東部",104,3670,1,872,14.974036759,1,0,16,16,26,201.3,0,0,0,1,0.615384615384615,0.999,0.615384615384615,0.383615384615385
"1579",15,34,93,231,18,24,"栃木・小山","名古屋",NA,NA,NA,NA,118.66174081,0,NA,0,7,7,500,121.367241554742,3.7214590964591,1.34582315832316,0,0,0.001,0.001,0
"1580",15,34,93,231,18,24,"栃木・小山","名古屋",141,7340,1,798,12.381962592,1,0,7,7,7,446.6,0,0,0,1,1,0.999,0.999,0
"1581",15,35,93,232,18,24,"栃木・小山","東三河",NA,NA,NA,NA,137.80015303,0,NA,0,1,1,500,121.367241554742,3.7214590964591,1.34582315832316,0,0,0.001,0.001,0
"1582",15,35,93,232,18,24,"栃木・小山","東三河",179,6260,1,722,10.936365926,1,0,1,1,1,374.2,0,0,0,1,1,0.999,0.999,0
"1583",15,36,93,233,18,24,"栃木・小山","豊田",NA,NA,NA,NA,122.21599781,0,NA,0,7,9,500,121.367241554742,3.7214590964591,1.34582315832316,0,0,0.001,0.001,0.221222222222222
"1584",15,36,93,233,18,24,"栃木・小山","豊田",198,6800,1,684,19.749466259,1,0,7,7,9,416.9,0,0,0,1,0.777777777777778,0.999,0.777777777777778,0.221222222222222
"1585",15,37,93,252,18,25,"栃木・小山","東北部",72.6111111085,11550,21900,870,217.48483681,0,2.71428571428571,0,1,3,638.461538461538,201.153329199221,1057.49947114798,1.0748018197647,0,0,0.001,0.001,0.665666666666667
"1586",15,37,93,252,18,25,"栃木・小山","東北部",241,8420,1,598,14.873460259,1,0,1,1,3,526.5,0,0,0,1,0.333333333333333,0.999,0.333333333333333,0.665666666666667
"1587",15,38,93,261,18,25,"栃木・小山","京都",72.6111111085,11550,21900,870,165.72508981,0,2.71428571428571,0,8,9,638.461538461538,201.153329199221,1057.49947114798,1.0748018197647,0,0,0.001,0.001,0.110111111111111
"1588",15,38,93,261,18,25,"栃木・小山","京都",177,9290,1,726,11.957233259,1,0,8,8,9,594.2,0,0,0,1,0.888888888888889,0.999,0.888888888888889,0.110111111111111
"1589",15,39,93,271,18,25,"栃木・小山","大阪",72.6111111085,11550,21900,870,123.16015281,0,2.71428571428571,0,11,12,638.461538461538,201.153329199221,1057.49947114798,1.0748018197647,0,0,0.001,0.001,0.0823333333333334
"1590",15,39,93,271,18,25,"栃木・小山","大阪",192,9610,1,696,10.546223259,1,0,11,11,12,633.2,0,0,0,1,0.916666666666667,0.999,0.916666666666667,0.0823333333333334
"1591",15,40,93,281,18,25,"栃木・小山","神戸",72.6111111085,11550,21900,870,115.52692481,0,2.71428571428571,0,5,5,638.461538461538,201.153329199221,1057.49947114798,1.0748018197647,0,0,0.001,0.001,0
"1592",15,40,93,281,18,25,"栃木・小山","神戸",205,9830,1,670,11.167509259,1,0,5,5,5,670.1,0,0,0,1,1,0.999,0.999,0
"1593",15,41,93,283,18,25,"栃木・小山","播磨",72.6111111085,11550,21900,870,152.06395748,0,2.71428571428571,0,6,6,638.461538461538,201.153329199221,1057.49947114798,1.0748018197647,0,0,0.001,0.001,0
"1594",15,41,93,283,18,25,"栃木・小山","播磨",222,10480,1,636,10.870349926,1,0,6,6,6,724.9,0,0,0,1,1,0.999,0.999,0
"1595",15,42,93,331,18,30,"栃木・小山","県南",80,15050,3285,635,106.96678248,0,2,1,8,8,685,203.23432551867,425.866488082337,1.63394407969994,0.125,0.125,0.125,0.125,0
"1596",15,42,93,331,18,30,"栃木・小山","県南",237,11120,1,606,10.630472426,1,0,7,8,8,813.5,0,0,0,0.875,0.875,0.875,0.875,0
"1597",15,43,93,341,18,31,"栃木・小山","広島",87.5,15400,5840,735,132.40617998,0,3,2,7,7,826,225.108386530221,1023.41234661361,1.28500749726803,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0
"1598",15,43,93,341,18,31,"栃木・小山","広島",278,12310,1,524,11.545925759,1,0,5,7,7,974.8,0,0,0,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0
"1599",15,44,93,342,18,31,"栃木・小山","備後",87.5,15400,5840,735,130.28310331,0,3,0,0,2,826,225.108386530221,1023.41234661361,1.28500749726803,NA,0,NA,0.001,0.998
"1600",15,44,93,342,18,31,"栃木・小山","備後",255,11340,1,570,10.008367426,1,0,0,0,2,871.8,0,0,0,NA,0,NA,0.001,0.998
"1601",15,45,93,351,18,32,"栃木・小山","山口",100,17300,2920,655,121.89437729,0,2,0,0,0,935,204.434973829857,275.517921664872,1.84950714983346,NA,NA,NA,NA,NA
"1602",15,45,93,351,18,32,"栃木・小山","山口",306,13180,1,468,20.336698999,1,0,0,0,0,1107.6,0,0,0,NA,NA,NA,NA,NA
"1603",15,46,93,352,18,32,"栃木・小山","下関",100,17300,2920,655,118.45588881,0,2,0,0,0,935,204.434973829857,275.517921664872,1.84950714983346,NA,NA,NA,NA,NA
"1604",15,46,93,352,18,32,"栃木・小山","下関",449,13820,1,182,14.914808259,1,0,0,0,0,1169.3,0,0,0,NA,NA,NA,NA,NA
"1605",15,47,93,353,18,32,"栃木・小山","宇部",100,17300,2920,655,90.89355681,0,2,1,1,1,935,204.434973829857,275.517921664872,1.84950714983346,1,1,0.999,0.999,0
"1606",15,47,93,353,18,32,"栃木・小山","宇部",438,13500,1,204,23.023499259,1,0,0,1,1,1142.7,0,0,0,0,0,0.001,0.001,0
"1607",15,48,93,354,18,32,"栃木・小山","岩国",100,17300,2920,655,178.22807281,0,2,0,0,0,935,204.434973829857,275.517921664872,1.84950714983346,NA,NA,NA,NA,NA
"1608",15,48,93,354,18,32,"栃木・小山","岩国",388,12640,1,304,15.925763259,1,0,0,0,0,1016.2,0,0,0,NA,NA,NA,NA,NA
"1609",15,49,93,355,18,32,"栃木・小山","徳山",100,17300,2920,655,142.93496681,0,2,0,0,0,935,204.434973829857,275.517921664872,1.84950714983346,NA,NA,NA,NA,NA
"1610",15,49,93,355,18,32,"栃木・小山","徳山",303,12960,1,474,16.731726259,1,0,0,0,0,1063.3,0,0,0,NA,NA,NA,NA,NA
"1611",15,50,93,401,18,37,"栃木・小山","福岡",107.826086956522,16697.1014492754,25185,805,91.31436181,0,2.33333333333333,5,5,5,1047.875,214.256413231515,1909.21164127193,2.0494214844315,1,1,0.999,0.999,0
"1612",15,50,93,401,18,37,"栃木・小山","福岡",342,14470,1,396,11.194761259,1,0,0,5,5,1255.5,0,0,0,0,0,0.001,0.001,0
"1613",15,51,93,402,18,37,"栃木・小山","北九州",107.826086956522,16697.1014492754,25185,805,132.41203981,0,2.33333333333333,0,7,7,1047.875,214.256413231515,1909.21164127193,2.0494214844315,0,0,0.001,0.001,0
"1614",15,51,93,402,18,37,"栃木・小山","北九州",325,13820,1,430,10.185575592,1,0,7,7,7,1188.3,0,0,0,1,1,0.999,0.999,0
"1615",15,52,93,432,18,41,"栃木・小山","八代・芦北",110,17325,5840,660,126.06403231,0,3,0,0,0,1086,234.18266537057,1233.97254498492,1.7545339497964,NA,NA,NA,NA,NA
"1616",15,52,93,432,18,41,"栃木・小山","八代・芦北",442,15660,1,196,11.937613926,1,0,0,0,0,1406.8,0,0,0,NA,NA,NA,NA,NA
"1617",15,53,93,461,18,44,"栃木・小山","鹿児島",110,18756.25,5840,630,112.48788898,0,3,1,1,1,1111,277.11190501662,705.212305806604,2.36695294500416,1,1,0.999,0.999,0
"1618",15,53,93,461,18,44,"栃木・小山","鹿児島",487,16520,1,106,11.355666426,1,0,0,1,1,1544.4,0,0,0,0,0,0.001,0.001,0
"1619",15,54,93,462,18,44,"栃木・小山","川北薩・串木野",110,18756.25,5840,630,122.49205398,0,3,0,0,0,1111,277.11190501662,705.212305806604,2.36695294500416,NA,NA,NA,NA,NA
"1620",15,54,93,462,18,44,"栃木・小山","川北薩・串木野",475,16310,1,130,10.275076426,1,0,0,0,0,1498.3,0,0,0,NA,NA,NA,NA,NA
"1621",16,1,95,22,18,10,"那須","南部",80,14750,1095,585,170.589915,0,1,0,14,15,685,159.955801104972,242.162983425414,0.665745856353591,0,0,0.001,0.001,0.0656666666666667
"1622",16,1,95,22,18,10,"那須","南部",70,7560,1,940,11.901879,1,0,14,14,15,474.1,0,0,0,1,0.933333333333333,0.999,0.933333333333333,0.0656666666666667
"1623",16,2,95,31,18,11,"那須","盛岡",NA,NA,NA,NA,179.283336,0,NA,0,4,10,0,0,0,0,0,0,0.001,0.001,0.599
"1624",16,2,95,31,18,11,"那須","盛岡",70,6260,1,940,8.432029,1,0,4,4,10,377.5,0,0,0,1,0.4,0.999,0.4,0.599
"1625",16,3,95,32,18,11,"那須","北上中部",NA,NA,NA,NA,151.998458,0,NA,0,1,4,0,0,0,0,0,0,0.001,0.001,0.749
"1626",16,3,95,32,18,11,"那須","北上中部",70,5940,1,940,12.113583,1,0,1,1,4,342.2,0,0,0,1,0.25,0.999,0.25,0.749
"1627",16,4,95,33,18,11,"那須","両磐",NA,NA,NA,NA,202.039748,0,NA,0,0,5,0,0,0,0,NA,0,NA,0.001,0.998
"1628",16,4,95,33,18,11,"那須","両磐",70,5080,1,940,8.291817,1,0,0,0,5,287.3,0,0,0,NA,0,NA,0.001,0.998
"1629",16,5,95,41,18,12,"那須","仙台",60,9050,1460,270,163.357047,0,2,0,11,161,435,61.9986263736264,0,0.777472527472527,0,0,0.001,0.001,0.93067701863354
"1630",16,5,95,41,18,12,"那須","仙台",70,3350,1,940,8.225796,1,0,11,11,161,194,0,0,0,1,0.0683229813664596,0.999,0.0683229813664596,0.93067701863354
"1631",16,6,95,43,18,12,"那須","古川",60,9050,1460,270,214.143781,0,2,0,0,9,435,61.9986263736264,0,0.777472527472527,NA,0,NA,0.001,0.998
"1632",16,6,95,43,18,12,"那須","古川",70,4430,1,940,11.971344,1,0,0,0,9,258.4,0,0,0,NA,0,NA,0.001,0.998
"1633",16,7,95,51,18,13,"那須","秋田臨海",70,12300,2555,660,163.395587,0,2,0,0,2,555,253.502156732015,456.828297690377,1.7961061166552,NA,0,NA,0.001,0.998
"1634",16,7,95,51,18,13,"那須","秋田臨海",165,8210,1,750,9.21887,1,0,0,0,2,504.8,0,0,0,NA,0,NA,0.001,0.998
"1635",16,8,95,61,18,15,"那須","山形",60,9100,365,80,165.435348,0,1,0,0,26,441,159.275482093664,41.1184573002755,0.56198347107438,NA,0,NA,0.001,0.998
"1636",16,8,95,61,18,15,"那須","山形",140,3670,1,800,8.225944,1,0,0,0,26,202.1,0,0,0,NA,0,NA,0.001,0.998
"1637",16,9,95,63,18,12,"那須","米沢",60,9050,1460,270,223.358519,0,2,0,1,27,435,61.9986263736264,0,0.777472527472527,0,0,0.001,0.001,0.961962962962963
"1638",16,9,95,63,18,12,"那須","米沢",106,2590,1,868,8.662339,1,0,1,1,27,155.1,0,0,0,1,0.037037037037037,0.999,0.037037037037037,0.961962962962963
"1639",16,10,95,64,18,12,"那須","新庄",60,9050,1460,270,236.572294,0,2,0,0,1,435,61.9986263736264,0,0.777472527472527,NA,0,NA,0.001,0.998
"1640",16,10,95,64,18,12,"那須","新庄",188,4750,1,704,7.347331,1,0,0,0,1,263.6,0,0,0,NA,0,NA,0.001,0.998
"1641",16,11,95,71,18,12,"那須","福島",60,9050,1460,270,200.0461775,0,2,0,2,141,435,61.9986263736264,0,0.777472527472527,0,0,0.001,0.001,0.984815602836879
"1642",16,11,95,71,18,12,"那須","福島",70,1940,1,940,8.888029833,1,0,2,2,141,115,0,0,0,1,0.0141843971631206,0.999,0.0141843971631206,0.984815602836879
"1643",16,12,95,73,18,17,"那須","郡山",NA,NA,NA,NA,169.9343475,0,NA,0,8,761,0,0,0,0,0,0,0.001,0.001,0.988487516425756
"1644",16,12,95,73,18,17,"那須","郡山",27,1140,1,1026,9.895614,1,0,8,8,761,68.9,0,0,0,1,0.0105124835742444,0.999,0.0105124835742444,0.988487516425756
"1645",16,13,95,76,18,17,"那須","白河",NA,NA,NA,NA,171.6200325,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"1646",16,13,95,76,18,17,"那須","白河",15,500,1,1050,9.459315667,1,0,0,0,0,27.6,0,0,0,NA,NA,NA,NA,NA
"1647",16,14,95,91,18,18,"那須","宇都宮",NA,NA,NA,NA,245.05440833,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"1648",16,14,95,91,18,18,"那須","宇都宮",14,840,1,1052,9.056245667,1,0,0,0,0,48.3,0,0,0,NA,NA,NA,NA,NA
"1649",16,15,95,93,18,18,"那須","栃木・小山",NA,NA,NA,NA,235.34872981,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"1650",16,15,95,93,18,18,"那須","栃木・小山",28,1320,1,1024,16.348438259,1,0,0,0,0,77.2,0,0,0,NA,NA,NA,NA,NA
"1651",16,16,95,95,18,18,"那須","那須",NA,NA,NA,NA,296.132132,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"1652",16,16,95,95,18,18,"那須","那須",0,NA,1,1080,13.814672,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"1653",16,17,95,101,18,18,"那須","前橋・高崎",NA,NA,NA,NA,261.782373,0,NA,0,2,68,0,0,0,0,0,0,0.001,0.001,0.969588235294118
"1654",16,17,95,101,18,18,"那須","前橋・高崎",68,970,1,944,15.783172,1,0,2,2,68,52.8,0,0,0,1,0.0294117647058824,0.999,0.0294117647058824,0.969588235294118
"1655",16,18,95,104,18,18,"那須","沼田・利根",NA,NA,NA,NA,286.857737,0,NA,0,0,2,0,0,0,0,NA,0,NA,0.001,0.998
"1656",16,18,95,104,18,18,"那須","沼田・利根",93,200,1,894,15.438003,1,0,0,0,2,6.2,0,0,0,NA,0,NA,0.001,0.998
"1657",16,19,95,111,18,18,"那須","浦和",NA,NA,NA,NA,184.946641,0,NA,0,126,128,0,0,0,0,0,0,0.001,0.001,0.014625
"1658",16,19,95,111,18,18,"那須","浦和",44,2270,1,992,12.309533,1,0,126,126,128,127.5,0,0,0,1,0.984375,0.999,0.984375,0.014625
"1659",16,20,95,113,18,18,"那須","児玉・大里",NA,NA,NA,NA,223.486213,0,NA,0,6,57,0,0,0,0,0,0,0.001,0.001,0.893736842105263
"1660",16,20,95,113,18,18,"那須","児玉・大里",58,1660,1,964,7.616698,1,0,6,6,57,93.1,0,0,0,1,0.105263157894737,0.999,0.105263157894737,0.893736842105263
"1661",16,21,95,131,18,18,"那須","23区",NA,NA,NA,NA,166.830176,0,NA,0,491,1191,0,0,0,0,0,0,0.001,0.001,0.586741393786734
"1662",16,21,95,131,18,18,"那須","23区",70,2590,1,940,8.7073865,1,0,491,491,1191,157.8,0,0,0,1,0.412258606213266,0.999,0.412258606213266,0.586741393786734
"1663",16,22,95,141,18,18,"那須","横浜",NA,NA,NA,NA,168.249236,0,NA,0,76,206,0,0,0,0,0,0,0.001,0.001,0.630067961165049
"1664",16,22,95,141,18,18,"那須","横浜",89,3350,1,902,12.7697515,1,0,76,76,206,186.6,0,0,0,1,0.368932038834951,0.999,0.368932038834951,0.630067961165049
"1665",16,23,95,144,18,18,"那須","小田原",NA,NA,NA,NA,208.07773517,0,NA,0,2,5,0,0,0,0,0,0,0.001,0.001,0.599
"1666",16,23,95,144,18,18,"那須","小田原",110,4430,1,860,8.176914,1,0,2,2,5,241.7,0,0,0,1,0.4,0.999,0.4,0.599
"1667",16,24,95,151,18,20,"那須","新潟",NA,NA,NA,NA,160.18014517,0,NA,0,0,64,0,0,0,0,NA,0,NA,0.001,0.998
"1668",16,24,95,151,18,20,"那須","新潟",139,3020,1,802,9.013620667,1,0,0,0,64,176.1,0,0,0,NA,0,NA,0.001,0.998
"1669",16,25,95,152,18,20,"那須","長岡",NA,NA,NA,NA,206.91462859,0,NA,0,2,9,0,0,0,0,0,0,0.001,0.001,0.776777777777778
"1670",16,25,95,152,18,20,"那須","長岡",116,1940,1,848,7.198279,1,0,2,2,9,112.8,0,0,0,1,0.222222222222222,0.999,0.222222222222222,0.776777777777778
"1671",16,26,95,154,18,20,"那須","三条・燕",NA,NA,NA,NA,185.953178,0,NA,0,0,5,0,0,0,0,NA,0,NA,0.001,0.998
"1672",16,26,95,154,18,20,"那須","三条・燕",127,2270,1,826,8.661546,1,0,0,0,5,136,0,0,0,NA,0,NA,0.001,0.998
"1673",16,27,95,155,18,20,"那須","魚沼",NA,NA,NA,NA,245.295071,0,NA,0,0,9,0,0,0,0,NA,0,NA,0.001,0.998
"1674",16,27,95,155,18,20,"那須","魚沼",106,1320,1,868,22.341473,1,0,0,0,9,71.1,0,0,0,NA,0,NA,0.001,0.998
"1675",16,28,95,201,18,18,"那須","長野",NA,NA,NA,NA,336.297067,0,NA,0,0,3,0,0,0,0,NA,0,NA,0.001,0.998
"1676",16,28,95,201,18,18,"那須","長野",130,1140,1,820,7.987364,1,0,0,0,3,64.6,0,0,0,NA,0,NA,0.001,0.998
"1677",16,29,95,203,18,24,"那須","上田",NA,NA,NA,NA,363.317947,0,NA,0,0,8,500,121.367241554742,3.7214590964591,1.34582315832316,NA,0,NA,0.001,0.998
"1678",16,29,95,203,18,24,"那須","上田",118,580,1,844,7.44074,1,0,0,0,8,31.4,0,0,0,NA,0,NA,0.001,0.998
"1679",16,30,95,211,18,24,"那須","岐阜",NA,NA,NA,NA,210.872772,0,NA,0,1,1,500,121.367241554742,3.7214590964591,1.34582315832316,0,0,0.001,0.001,0
"1680",16,30,95,211,18,24,"那須","岐阜",250,8750,1,580,21.128006,1,0,1,1,1,554.1,0,0,0,1,1,0.999,0.999,0
"1681",16,31,95,221,18,18,"那須","中部",NA,NA,NA,NA,267.6627613,0,NA,0,3,4,0,0,0,0,0,0,0.001,0.001,0.249
"1682",16,31,95,221,18,18,"那須","中部",138,5620,1,804,8.281278,1,0,3,3,4,338,0,0,0,1,0.75,0.999,0.75,0.249
"1683",16,32,95,222,18,24,"那須","西部",NA,NA,NA,NA,220.017163,0,NA,0,4,6,500,121.367241554742,3.7214590964591,1.34582315832316,0,0,0.001,0.001,0.332333333333333
"1684",16,32,95,222,18,24,"那須","西部",164,6800,1,752,8.682782167,1,0,4,4,6,414.9,0,0,0,1,0.666666666666667,0.999,0.666666666666667,0.332333333333333
"1685",16,33,95,223,18,18,"那須","東部",NA,NA,NA,NA,230.30050633,0,NA,0,10,14,0,0,0,0,0,0,0.001,0.001,0.284714285714286
"1686",16,33,95,223,18,18,"那須","東部",132,4750,1,816,12.4402705,1,0,10,10,14,278.5,0,0,0,1,0.714285714285714,0.999,0.714285714285714,0.284714285714286
"1687",16,34,95,231,18,24,"那須","名古屋",NA,NA,NA,NA,179.445143,0,NA,0,4,5,500,121.367241554742,3.7214590964591,1.34582315832316,0,0,0.001,0.001,0.199
"1688",16,34,95,231,18,24,"那須","名古屋",169,8420,1,742,9.848196333,1,0,4,4,5,523.8,0,0,0,1,0.8,0.999,0.8,0.199
"1689",16,35,95,232,18,24,"那須","東三河",NA,NA,NA,NA,198.58355522,0,NA,0,0,0,500,121.367241554742,3.7214590964591,1.34582315832316,NA,NA,NA,NA,NA
"1690",16,35,95,232,18,24,"那須","東三河",207,7340,1,666,8.402599667,1,0,0,0,0,451.4,0,0,0,NA,NA,NA,NA,NA
"1691",16,36,95,233,18,24,"那須","豊田",NA,NA,NA,NA,182.9994,0,NA,0,6,7,500,121.367241554742,3.7214590964591,1.34582315832316,0,0,0.001,0.001,0.141857142857143
"1692",16,36,95,233,18,24,"那須","豊田",226,7880,1,628,17.2157,1,0,6,6,7,494.1,0,0,0,1,0.857142857142857,0.999,0.857142857142857,0.141857142857143
"1693",16,37,95,252,18,25,"那須","東北部",72.6111111085,11550,21900,870,278.268239,0,2.71428571428571,0,0,0,638.461538461538,201.153329199221,1057.49947114798,1.0748018197647,NA,NA,NA,NA,NA
"1694",16,37,95,252,18,25,"那須","東北部",269,9610,1,542,12.339694,1,0,0,0,0,603.7,0,0,0,NA,NA,NA,NA,NA
"1695",16,38,95,261,18,25,"那須","京都",72.6111111085,11550,21900,870,226.508492,0,2.71428571428571,0,7,7,638.461538461538,201.153329199221,1057.49947114798,1.0748018197647,0,0,0.001,0.001,0
"1696",16,38,95,261,18,25,"那須","京都",205,9830,1,670,9.423467,1,0,7,7,7,671.4,0,0,0,1,1,0.999,0.999,0
"1697",16,39,95,271,18,25,"那須","大阪",72.6111111085,11550,21900,870,183.943555,0,2.71428571428571,0,5,5,638.461538461538,201.153329199221,1057.49947114798,1.0748018197647,0,0,0.001,0.001,0
"1698",16,39,95,271,18,25,"那須","大阪",220,10150,1,640,8.012457,1,0,5,5,5,710.4,0,0,0,1,1,0.999,0.999,0
"1699",16,40,95,281,18,25,"那須","神戸",72.6111111085,11550,21900,870,176.310327,0,2.71428571428571,0,3,3,638.461538461538,201.153329199221,1057.49947114798,1.0748018197647,0,0,0.001,0.001,0
"1700",16,40,95,281,18,25,"那須","神戸",233,10480,1,614,8.633743,1,0,3,3,3,747.3,0,0,0,1,1,0.999,0.999,0
"1701",16,41,95,283,18,25,"那須","播磨",72.6111111085,11550,21900,870,212.84735967,0,2.71428571428571,0,7,7,638.461538461538,201.153329199221,1057.49947114798,1.0748018197647,0,0,0.001,0.001,0
"1702",16,41,95,283,18,25,"那須","播磨",250,11120,1,580,8.336583667,1,0,7,7,7,802.1,0,0,0,1,1,0.999,0.999,0
"1703",16,42,95,331,18,30,"那須","県南",80,15050,3285,635,167.75018467,0,2,0,0,0,685,203.23432551867,425.866488082337,1.63394407969994,NA,NA,NA,NA,NA
"1704",16,42,95,331,18,30,"那須","県南",265,11660,1,550,8.096706167,1,0,0,0,0,890.7,0,0,0,NA,NA,NA,NA,NA
"1705",16,43,95,341,18,31,"那須","広島",87.5,15400,5840,735,193.18958217,0,3,0,3,3,826,225.108386530221,1023.41234661361,1.28500749726803,0,0,0.001,0.001,0
"1706",16,43,95,341,18,31,"那須","広島",306,12960,1,468,9.0121595,1,0,3,3,3,1052,0,0,0,1,1,0.999,0.999,0
"1707",16,44,95,342,18,31,"那須","備後",87.5,15400,5840,735,191.0665055,0,3,0,0,0,826,225.108386530221,1023.41234661361,1.28500749726803,NA,NA,NA,NA,NA
"1708",16,44,95,342,18,31,"那須","備後",283,11990,1,514,7.474601167,1,0,0,0,0,949,0,0,0,NA,NA,NA,NA,NA
"1709",16,45,95,351,18,32,"那須","山口",100,17300,2920,655,182.67777948,0,2,0,0,0,935,204.434973829857,275.517921664872,1.84950714983346,NA,NA,NA,NA,NA
"1710",16,45,95,351,18,32,"那須","山口",334,13820,1,412,17.80293274,1,0,0,0,0,1184.8,0,0,0,NA,NA,NA,NA,NA
"1711",16,46,95,352,18,32,"那須","下関",100,17300,2920,655,179.239291,0,2,0,0,0,935,204.434973829857,275.517921664872,1.84950714983346,NA,NA,NA,NA,NA
"1712",16,46,95,352,18,32,"那須","下関",477,14470,1,126,12.381042,1,0,0,0,0,1246.5,0,0,0,NA,NA,NA,NA,NA
"1713",16,47,95,353,18,32,"那須","宇部",100,17300,2920,655,151.676959,0,2,0,0,0,935,204.434973829857,275.517921664872,1.84950714983346,NA,NA,NA,NA,NA
"1714",16,47,95,353,18,32,"那須","宇部",466,14150,1,148,20.489733,1,0,0,0,0,1219.9,0,0,0,NA,NA,NA,NA,NA
"1715",16,48,95,354,18,32,"那須","岩国",100,17300,2920,655,239.011475,0,2,0,1,1,935,204.434973829857,275.517921664872,1.84950714983346,0,0,0.001,0.001,0
"1716",16,48,95,354,18,32,"那須","岩国",416,13180,1,248,13.391997,1,0,1,1,1,1093.4,0,0,0,1,1,0.999,0.999,0
"1717",16,49,95,355,18,32,"那須","徳山",100,17300,2920,655,203.718369,0,2,0,4,4,935,204.434973829857,275.517921664872,1.84950714983346,0,0,0.001,0.001,0
"1718",16,49,95,355,18,32,"那須","徳山",331,13500,1,418,14.19796,1,0,4,4,4,1140.5,0,0,0,1,1,0.999,0.999,0
"1719",16,50,95,401,18,37,"那須","福岡",107.826086956522,16697.1014492754,25185,805,152.097764,0,2.33333333333333,1,5,5,1047.875,214.256413231515,1909.21164127193,2.0494214844315,0.2,0.2,0.2,0.2,0
"1720",16,50,95,401,18,37,"那須","福岡",370,15010,1,340,8.660995,1,0,4,5,5,1332.7,0,0,0,0.8,0.8,0.8,0.8,0
"1721",16,51,95,402,18,37,"那須","北九州",107.826086956522,16697.1014492754,25185,805,193.195442,0,2.33333333333333,1,2,2,1047.875,214.256413231515,1909.21164127193,2.0494214844315,0.5,0.5,0.5,0.5,0
"1722",16,51,95,402,18,37,"那須","北九州",353,14470,1,374,7.651809333,1,0,1,2,2,1265.5,0,0,0,0.5,0.5,0.5,0.5,0
"1723",16,52,95,432,18,41,"那須","八代・芦北",110,17325,5840,660,186.8474345,0,3,0,0,0,1086,234.18266537057,1233.97254498492,1.7545339497964,NA,NA,NA,NA,NA
"1724",16,52,95,432,18,41,"那須","八代・芦北",470,16310,1,140,9.403847667,1,0,0,0,0,1484,0,0,0,NA,NA,NA,NA,NA
"1725",16,53,95,461,18,44,"那須","鹿児島",110,18756.25,5840,630,173.27129117,0,3,0,1,1,1111,277.11190501662,705.212305806604,2.36695294500416,0,0,0.001,0.001,0
