"","i","j","207ゾーンi","207ゾーンj","47ゾーンi","47ゾーンj","207ゾーン名i","207ゾーン名j","所要時間","費用","航空便数","滞在可能時間","アクセシビリティ","鉄道ダミー","エアライン参入数","x","OD1","OD2","路線距離","一便あたり座席数","一便あたり貨物","一便あたり超過手荷物","prob1","prob2","share1","share2","out.share2"
"3558",33,51,223,402,18,37,"東部","北九州",305,12310,1,470,6.277407833,1,0,21,25,27,987,0,0,0,0.84,0.777777777777778,0.84,0.777777777777778,0.0740740740740741
"3559",33,52,223,432,18,41,"東部","八代・芦北",110,17325,5840,660,121.01580883,0,3,2,2,2,1086,234.18266537057,1233.97254498492,1.7545339497964,1,1,0.999,0.999,0
"3560",33,52,223,432,18,41,"東部","八代・芦北",422,14150,1,236,8.029446167,1,0,0,2,2,1205.5,0,0,0,0,0,0.001,0.001,0
"3561",33,53,223,461,18,44,"東部","鹿児島",110,18756.25,5840,630,107.4396655,0,3,8,8,11,1111,277.11190501662,705.212305806604,2.36695294500416,1,0.727272727272727,0.999,0.727272727272727,0.271727272727273
"3562",33,53,223,461,18,44,"東部","鹿児島",467,15010,1,146,7.447498667,1,0,0,8,11,1343.1,0,0,0,0,0,0.001,0.001,0.271727272727273
"3563",33,54,223,462,18,44,"東部","川北薩・串木野",110,18756.25,5840,630,117.4438305,0,3,1,1,1,1111,277.11190501662,705.212305806604,2.36695294500416,1,1,0.999,0.999,0
"3564",33,54,223,462,18,44,"東部","川北薩・串木野",455,14800,1,170,6.366908667,1,0,0,1,1,1297,0,0,0,0,0,0.001,0.001,0
"3565",34,1,231,22,24,10,"名古屋","南部",NA,NA,NA,NA,53.902926,0,NA,0,3,3,0,0,0,0,0,0,0.001,0.001,0
"3566",34,1,231,22,24,10,"名古屋","南部",310,12310,1,460,7.935403333,1,0,3,3,3,997.9,0,0,0,1,1,0.999,0.999,0
"3567",34,2,231,31,24,11,"名古屋","盛岡",NA,NA,NA,NA,62.596347,0,NA,0,13,13,787,150.326923076923,283.343195266272,0.477810650887574,0,0,0.001,0.001,0
"3568",34,2,231,31,24,11,"名古屋","盛岡",274,11660,1,532,4.465553333,1,0,13,13,13,901.3,0,0,0,1,1,0.999,0.999,0
"3569",34,3,231,32,24,11,"名古屋","北上中部",NA,NA,NA,NA,35.311469,0,NA,1,7,7,787,150.326923076923,283.343195266272,0.477810650887574,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0
"3570",34,3,231,32,24,11,"名古屋","北上中部",274,11340,1,532,8.147107333,1,0,6,7,7,866,0,0,0,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0
"3571",34,4,231,33,24,11,"名古屋","両磐",NA,NA,NA,NA,85.352759,0,NA,0,1,1,787,150.326923076923,283.343195266272,0.477810650887574,0,0,0.001,0.001,0
"3572",34,4,231,33,24,11,"名古屋","両磐",236,11120,1,608,4.325341333,1,0,1,1,1,811.1,0,0,0,1,1,0.999,0.999,0
"3573",34,5,231,41,24,12,"名古屋","仙台",NA,NA,NA,NA,46.670058,0,NA,39,67,73,657,123.839339493131,349.491799845292,0.575327838027071,0.582089552238806,0.534246575342466,0.582089552238806,0.534246575342466,0.0821917808219178
"3574",34,5,231,41,24,12,"名古屋","仙台",200,10150,1,680,4.259320333,1,0,28,67,73,717.8,0,0,0,0.417910447761194,0.383561643835616,0.417910447761194,0.383561643835616,0.0821917808219178
"3575",34,6,231,43,24,12,"名古屋","古川",NA,NA,NA,NA,97.456792,0,NA,1,2,2,657,123.839339493131,349.491799845292,0.575327838027071,0.5,0.5,0.5,0.5,0
"3576",34,6,231,43,24,12,"名古屋","古川",224,10800,1,632,8.004868333,1,0,1,2,2,782.2,0,0,0,0.5,0.5,0.5,0.5,0
"3577",34,7,231,51,24,13,"名古屋","秋田臨海",NA,NA,NA,NA,46.708598,0,NA,15,30,41,674.5,79.575484854258,38.2624309392265,0.408839779005525,0.5,0.365853658536585,0.5,0.365853658536585,0.268292682926829
"3578",34,7,231,51,24,13,"名古屋","秋田臨海",327,12640,1,426,5.252394333,1,0,15,30,41,1028.6,0,0,0,0.5,0.365853658536585,0.5,0.365853658536585,0.268292682926829
"3579",34,8,231,61,24,15,"名古屋","山形",NA,NA,NA,NA,48.748359,0,NA,2,7,14,582,50,0,0,0.285714285714286,0.142857142857143,0.285714285714286,0.142857142857143,0.5
"3580",34,8,231,61,24,15,"名古屋","山形",261,10480,1,558,4.259468333,1,0,5,7,14,725.9,0,0,0,0.714285714285714,0.357142857142857,0.714285714285714,0.357142857142857,0.5
"3581",34,9,231,63,24,12,"名古屋","米沢",NA,NA,NA,NA,106.67153,0,NA,0,4,4,657,123.839339493131,349.491799845292,0.575327838027071,0,0,0.001,0.001,0
"3582",34,9,231,63,24,12,"名古屋","米沢",227,9830,1,626,4.695863333,1,0,4,4,4,678.9,0,0,0,1,1,0.999,0.999,0
"3583",34,10,231,64,24,12,"名古屋","新庄",NA,NA,NA,NA,119.885305,0,NA,0,0,0,657,123.839339493131,349.491799845292,0.575327838027071,NA,NA,NA,NA,NA
"3584",34,10,231,64,24,12,"名古屋","新庄",309,10800,1,462,3.380855333,1,0,0,0,0,787.4,0,0,0,NA,NA,NA,NA,NA
"3585",34,11,231,71,24,12,"名古屋","福島",NA,NA,NA,NA,83.3591885,0,NA,1,3,4,657,123.839339493131,349.491799845292,0.575327838027071,0.333333333333333,0.25,0.333333333333333,0.25,0.25
"3586",34,11,231,71,24,12,"名古屋","福島",192,9610,1,696,4.921554166,1,0,2,3,4,638.8,0,0,0,0.666666666666667,0.5,0.666666666666667,0.5,0.25
"3587",34,12,231,73,24,17,"名古屋","郡山",NA,NA,NA,NA,53.2473585,0,NA,0,11,11,0,0,0,0,0,0,0.001,0.001,0
"3588",34,12,231,73,24,17,"名古屋","郡山",177,9290,1,726,5.929138333,1,0,11,11,11,592.7,0,0,0,1,1,0.999,0.999,0
"3589",34,13,231,76,24,17,"名古屋","白河",NA,NA,NA,NA,54.9330435,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"3590",34,13,231,76,24,17,"名古屋","白河",184,8750,1,712,5.49284,1,0,0,0,0,551.4,0,0,0,NA,NA,NA,NA,NA
"3591",34,14,231,91,24,18,"名古屋","宇都宮",NA,NA,NA,NA,128.36741933,0,NA,0,49,54,500,121.348528758284,3.46930968527213,0.825846712649008,0,0,0.001,0.001,0.0915925925925926
"3592",34,14,231,91,24,18,"名古屋","宇都宮",150,7560,1,780,5.08977,1,0,49,49,54,475.5,0,0,0,1,0.907407407407407,0.999,0.907407407407407,0.0915925925925926
"3593",34,15,231,93,24,18,"名古屋","栃木・小山",NA,NA,NA,NA,118.66174081,0,NA,0,7,7,500,121.348528758284,3.46930968527213,0.825846712649008,0,0,0.001,0.001,0
"3594",34,15,231,93,24,18,"名古屋","栃木・小山",141,7340,1,798,12.381962592,1,0,7,7,7,446.6,0,0,0,1,1,0.999,0.999,0
"3595",34,16,231,95,24,18,"名古屋","那須",NA,NA,NA,NA,179.445143,0,NA,0,4,33,500,121.348528758284,3.46930968527213,0.825846712649008,0,0,0.001,0.001,0.877787878787879
"3596",34,16,231,95,24,18,"名古屋","那須",169,8420,1,742,9.848196333,1,0,4,4,33,523.8,0,0,0,1,0.121212121212121,0.999,0.121212121212121,0.877787878787879
"3597",34,17,231,101,24,18,"名古屋","前橋・高崎",NA,NA,NA,NA,145.095384,0,NA,0,31,42,500,121.348528758284,3.46930968527213,0.825846712649008,0,0,0.001,0.001,0.260904761904762
"3598",34,17,231,101,24,18,"名古屋","前橋・高崎",148,7560,1,784,11.816696333,1,0,31,31,42,471,0,0,0,1,0.738095238095238,0.999,0.738095238095238,0.260904761904762
"3599",34,18,231,104,24,18,"名古屋","沼田・利根",NA,NA,NA,NA,170.170748,0,NA,0,1,1,500,121.348528758284,3.46930968527213,0.825846712649008,0,0,0.001,0.001,0
"3600",34,18,231,104,24,18,"名古屋","沼田・利根",173,8210,1,734,11.471527333,1,0,1,1,1,517.6,0,0,0,1,1,0.999,0.999,0
"3601",34,19,231,111,24,18,"名古屋","浦和",NA,NA,NA,NA,68.259652,0,NA,0,226,249,500,121.348528758284,3.46930968527213,0.825846712649008,0,0,0.001,0.001,0.0913694779116466
"3602",34,19,231,111,24,18,"名古屋","浦和",125,6480,1,830,8.343057333,1,0,226,226,249,396.3,0,0,0,1,0.907630522088353,0.999,0.907630522088353,0.0913694779116466
"3603",34,20,231,113,24,18,"名古屋","児玉・大里",NA,NA,NA,NA,106.799224,0,NA,0,11,13,500,121.348528758284,3.46930968527213,0.825846712649008,0,0,0.001,0.001,0.152846153846154
"3604",34,20,231,113,24,18,"名古屋","児玉・大里",138,7020,1,804,3.650222333,1,0,11,11,13,430.7,0,0,0,1,0.846153846153846,0.999,0.846153846153846,0.152846153846154
"3605",34,21,231,131,24,18,"名古屋","23区",NA,NA,NA,NA,50.143187,0,NA,0,0,219,500,121.348528758284,3.46930968527213,0.825846712649008,NA,0,NA,0.001,0.998
"3606",34,21,231,131,24,18,"名古屋","23区",99,6260,1,882,4.740910833,1,0,0,0,219,366,0,0,0,NA,0,NA,0.001,0.998
"3607",34,22,231,141,24,18,"名古屋","横浜",NA,NA,NA,NA,51.562247,0,NA,2,472,569,500,121.348528758284,3.46930968527213,0.825846712649008,0.00423728813559322,0.00351493848857645,0.00423728813559322,0.00351493848857645,0.170474516695958
"3608",34,22,231,141,24,18,"名古屋","横浜",80,5620,1,920,8.803275833,1,0,470,472,569,337.2,0,0,0,0.995762711864407,0.826010544815466,0.995762711864407,0.826010544815466,0.170474516695958
"3609",34,23,231,144,24,18,"名古屋","小田原",NA,NA,NA,NA,91.39074617,0,NA,0,44,74,500,121.348528758284,3.46930968527213,0.825846712649008,0,0,0.001,0.001,0.404405405405405
"3610",34,23,231,144,24,18,"名古屋","小田原",127,5080,1,826,4.210438333,1,0,44,44,74,282.1,0,0,0,1,0.594594594594595,0.999,0.594594594594595,0.404405405405405
"3611",34,24,231,151,24,20,"名古屋","新潟",NA,NA,NA,NA,43.49315617,0,NA,9,20,34,540,67.8058252427184,44.4694868238558,0.282246879334258,0.45,0.264705882352941,0.45,0.264705882352941,0.411764705882353
"3612",34,24,231,151,24,20,"名古屋","新潟",219,10150,1,642,5.047145,1,0,11,20,34,699.9,0,0,0,0.55,0.323529411764706,0.55,0.323529411764706,0.411764705882353
"3613",34,25,231,152,24,20,"名古屋","長岡",NA,NA,NA,NA,90.22763959,0,NA,1,17,21,540,67.8058252427184,44.4694868238558,0.282246879334258,0.0588235294117647,0.0476190476190476,0.0588235294117647,0.0476190476190476,0.19047619047619
"3614",34,25,231,152,24,20,"名古屋","長岡",196,9610,1,688,3.231803333,1,0,16,17,21,636.6,0,0,0,0.941176470588235,0.761904761904762,0.941176470588235,0.761904761904762,0.19047619047619
"3615",34,26,231,154,24,20,"名古屋","三条・燕",NA,NA,NA,NA,69.266189,0,NA,0,4,6,540,67.8058252427184,44.4694868238558,0.282246879334258,0,0,0.001,0.001,0.332333333333333
"3616",34,26,231,154,24,20,"名古屋","三条・燕",207,9830,1,666,4.695070333,1,0,4,4,6,659.8,0,0,0,1,0.666666666666667,0.999,0.666666666666667,0.332333333333333
"3617",34,27,231,155,24,20,"名古屋","魚沼",NA,NA,NA,NA,128.608082,0,NA,0,1,3,540,67.8058252427184,44.4694868238558,0.282246879334258,0,0,0.001,0.001,0.665666666666667
"3618",34,27,231,155,24,20,"名古屋","魚沼",186,9290,1,708,18.374997333,1,0,1,1,3,594.9,0,0,0,1,0.333333333333333,0.999,0.333333333333333,0.665666666666667
"3619",34,28,231,201,24,18,"名古屋","長野",NA,NA,NA,NA,219.610078,0,NA,0,75,129,500,121.348528758284,3.46930968527213,0.825846712649008,0,0,0.001,0.001,0.417604651162791
"3620",34,28,231,201,24,18,"名古屋","長野",211,9290,1,658,4.020888333,1,0,75,75,129,588.4,0,0,0,1,0.581395348837209,0.999,0.581395348837209,0.417604651162791
"3621",34,29,231,203,24,24,"名古屋","上田",NA,NA,NA,NA,246.630958,0,NA,0,30,82,0,0,0,0,0,0,0.001,0.001,0.633146341463415
"3622",34,29,231,203,24,24,"名古屋","上田",199,8750,1,682,3.474264333,1,0,30,30,82,555.2,0,0,0,1,0.365853658536585,0.999,0.365853658536585,0.633146341463415
"3623",34,30,231,211,24,24,"名古屋","岐阜",NA,NA,NA,NA,94.185783,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"3624",34,30,231,211,24,24,"名古屋","岐阜",13,580,1,1054,17.161530333,1,0,0,0,0,30.3,0,0,0,NA,NA,NA,NA,NA
"3625",34,31,231,221,24,18,"名古屋","中部",NA,NA,NA,NA,150.9757723,0,NA,0,371,722,500,121.348528758284,3.46930968527213,0.825846712649008,0,0,0.001,0.001,0.485149584487535
"3626",34,31,231,221,24,18,"名古屋","中部",57,3350,1,966,4.314802333,1,0,371,371,722,185.8,0,0,0,1,0.513850415512465,0.999,0.513850415512465,0.485149584487535
"3627",34,32,231,222,24,24,"名古屋","西部",NA,NA,NA,NA,103.330174,0,NA,0,319,323,0,0,0,0,0,0,0.001,0.001,0.0113839009287926
"3628",34,32,231,222,24,24,"名古屋","西部",31,1940,1,1018,4.7163065,1,0,319,319,323,108.9,0,0,0,1,0.987616099071207,0.999,0.987616099071207,0.0113839009287926
"3629",34,33,231,223,24,18,"名古屋","東部",NA,NA,NA,NA,113.61351733,0,NA,0,300,529,500,121.348528758284,3.46930968527213,0.825846712649008,0,0,0.001,0.001,0.43189224952741
"3630",34,33,231,223,24,18,"名古屋","東部",105,4430,1,870,8.473794833,1,0,300,300,529,245.3,0,0,0,1,0.56710775047259,0.999,0.56710775047259,0.43189224952741
"3631",34,34,231,231,24,24,"名古屋","名古屋",NA,NA,NA,NA,62.758154,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"3632",34,34,231,231,24,24,"名古屋","名古屋",0,NA,1,1080,5.881720666,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"3633",34,35,231,232,24,24,"名古屋","東三河",NA,NA,NA,NA,81.89656622,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"3634",34,35,231,232,24,24,"名古屋","東三河",30,1320,1,1020,4.436124,1,0,0,0,0,72.4,0,0,0,NA,NA,NA,NA,NA
"3635",34,36,231,233,24,24,"名古屋","豊田",NA,NA,NA,NA,66.312411,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"3636",34,36,231,233,24,24,"名古屋","豊田",11,500,1,1058,13.249224333,1,0,0,0,0,29.7,0,0,0,NA,NA,NA,NA,NA
"3637",34,37,231,252,24,25,"名古屋","東北部",NA,NA,NA,NA,161.58125,0,NA,0,53,520,0,0,0,0,0,0,0.001,0.001,0.897076923076923
"3638",34,37,231,252,24,25,"名古屋","東北部",32,1320,1,1016,8.373218333,1,0,53,53,520,79.9,0,0,0,1,0.101923076923077,0.999,0.101923076923077,0.897076923076923
"3639",34,38,231,261,24,25,"名古屋","京都",NA,NA,NA,NA,109.821503,0,NA,0,336,740,0,0,0,0,0,0,0.001,0.001,0.544945945945946
"3640",34,38,231,261,24,25,"名古屋","京都",36,2590,1,1008,5.456991333,1,0,336,336,740,147.6,0,0,0,1,0.454054054054054,0.999,0.454054054054054,0.544945945945946
"3641",34,39,231,271,24,25,"名古屋","大阪",NA,NA,NA,NA,67.256566,0,NA,0,0,249,0,0,0,0,NA,0,NA,0.001,0.998
"3642",34,39,231,271,24,25,"名古屋","大阪",51,3350,1,978,4.045981333,1,0,0,0,249,186.6,0,0,0,NA,0,NA,0.001,0.998
"3643",34,40,231,281,24,25,"名古屋","神戸",NA,NA,NA,NA,59.623338,0,NA,0,250,367,0,0,0,0,0,0,0.001,0.001,0.317801089918256
"3644",34,40,231,281,24,25,"名古屋","神戸",64,4000,1,952,4.667267333,1,0,250,250,367,223.5,0,0,0,1,0.681198910081744,0.999,0.681198910081744,0.317801089918256
"3645",34,41,231,283,24,25,"名古屋","播磨",NA,NA,NA,NA,96.16037067,0,NA,0,98,137,0,0,0,0,0,0,0.001,0.001,0.283671532846715
"3646",34,41,231,283,24,25,"名古屋","播磨",81,4750,1,918,4.370108,1,0,98,98,137,278.3,0,0,0,1,0.715328467153285,0.999,0.715328467153285,0.283671532846715
"3647",34,42,231,331,24,30,"名古屋","県南",NA,NA,NA,NA,51.06319567,0,NA,0,114,146,0,0,0,0,0,0,0.001,0.001,0.218178082191781
"3648",34,42,231,331,24,30,"名古屋","県南",96,6260,1,888,4.1302305,1,0,114,114,146,366.9,0,0,0,1,0.780821917808219,0.999,0.780821917808219,0.218178082191781
"3649",34,43,231,341,24,31,"名古屋","広島",NA,NA,NA,NA,76.50259317,0,NA,0,186,204,0,0,0,0,0,0,0.001,0.001,0.0872352941176471
"3650",34,43,231,341,24,31,"名古屋","広島",137,8420,1,806,5.045683833,1,0,186,186,204,528.2,0,0,0,1,0.911764705882353,0.999,0.911764705882353,0.0872352941176471
"3651",34,44,231,342,24,31,"名古屋","備後",NA,NA,NA,NA,74.3795165,0,NA,0,41,48,0,0,0,0,0,0,0.001,0.001,0.144833333333333
"3652",34,44,231,342,24,31,"名古屋","備後",114,7020,1,852,3.5081255,1,0,41,41,48,425.2,0,0,0,1,0.854166666666667,0.999,0.854166666666667,0.144833333333333
"3653",34,45,231,351,24,32,"名古屋","山口",NA,NA,NA,NA,65.99079048,0,NA,1,17,18,0,0,0,0,0.0588235294117647,0.0555555555555556,0.0588235294117647,0.0555555555555556,0.0555555555555556
"3654",34,45,231,351,24,32,"名古屋","山口",165,9830,1,750,13.836457073,1,0,16,17,18,661,0,0,0,0.941176470588235,0.888888888888889,0.941176470588235,0.888888888888889,0.0555555555555556
"3655",34,46,231,352,24,32,"名古屋","下関",NA,NA,NA,NA,62.552302,0,NA,0,7,7,0,0,0,0,0,0,0.001,0.001,0
"3656",34,46,231,352,24,32,"名古屋","下関",308,10480,1,464,8.414566333,1,0,7,7,7,722.7,0,0,0,1,1,0.999,0.999,0
"3657",34,47,231,353,24,32,"名古屋","宇部",NA,NA,NA,NA,34.98997,0,NA,0,9,9,0,0,0,0,0,0,0.001,0.001,0
"3658",34,47,231,353,24,32,"名古屋","宇部",297,10150,1,486,16.523257333,1,0,9,9,9,696.1,0,0,0,1,1,0.999,0.999,0
"3659",34,48,231,354,24,32,"名古屋","岩国",NA,NA,NA,NA,122.324486,0,NA,0,5,6,0,0,0,0,0,0,0.001,0.001,0.165666666666667
"3660",34,48,231,354,24,32,"名古屋","岩国",247,8960,1,586,9.425521333,1,0,5,5,6,569.6,0,0,0,1,0.833333333333333,0.999,0.833333333333333,0.165666666666667
"3661",34,49,231,355,24,32,"名古屋","徳山",NA,NA,NA,NA,87.03138,0,NA,0,16,18,0,0,0,0,0,0,0.001,0.001,0.110111111111111
"3662",34,49,231,355,24,32,"名古屋","徳山",162,9610,1,756,10.231484333,1,0,16,16,18,616.7,0,0,0,1,0.888888888888889,0.999,0.888888888888889,0.110111111111111
"3663",34,50,231,401,24,37,"名古屋","福岡",NA,NA,NA,NA,35.410775,0,NA,84,231,240,716.666666666667,113.588297014131,487.430222049412,0.57039319073439,0.363636363636364,0.35,0.363636363636364,0.35,0.0375
"3664",34,50,231,401,24,37,"名古屋","福岡",201,11120,1,678,4.694519333,1,0,147,231,240,808.9,0,0,0,0.636363636363636,0.6125,0.636363636363636,0.6125,0.0375
"3665",34,51,231,402,24,37,"名古屋","北九州",NA,NA,NA,NA,76.508453,0,NA,5,100,106,716.666666666667,113.588297014131,487.430222049412,0.57039319073439,0.05,0.0471698113207547,0.05,0.0471698113207547,0.0566037735849056
"3666",34,51,231,402,24,37,"名古屋","北九州",184,10480,1,712,3.685333666,1,0,95,100,106,741.7,0,0,0,0.95,0.89622641509434,0.95,0.89622641509434,0.0566037735849056
"3667",34,52,231,432,24,41,"名古屋","八代・芦北",NA,NA,NA,NA,70.1604455,0,NA,4,7,8,765,107.480051296666,54.0417852506254,0.762039834077452,0.571428571428571,0.5,0.571428571428571,0.5,0.125
"3668",34,52,231,432,24,41,"名古屋","八代・芦北",301,12310,1,478,5.437372,1,0,3,7,8,960.2,0,0,0,0.428571428571429,0.375,0.428571428571429,0.375,0.125
"3669",34,53,231,461,24,44,"名古屋","鹿児島",NA,NA,NA,NA,56.58430217,0,NA,32,41,48,806,144.286869666836,184.365618591934,1.02875884726479,0.780487804878049,0.666666666666667,0.780487804878049,0.666666666666667,0.145833333333333
"3670",34,53,231,461,24,44,"名古屋","鹿児島",346,13180,1,388,4.8554245,1,0,9,41,48,1097.8,0,0,0,0.219512195121951,0.1875,0.219512195121951,0.1875,0.145833333333333
"3671",34,54,231,462,24,44,"名古屋","川北薩・串木野",NA,NA,NA,NA,66.58846717,0,NA,4,6,6,806,144.286869666836,184.365618591934,1.02875884726479,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0
"3672",34,54,231,462,24,44,"名古屋","川北薩・串木野",334,12960,1,412,3.7748345,1,0,2,6,6,1051.7,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0
"3673",35,1,232,22,24,10,"東三河","南部",NA,NA,NA,NA,73.04133822,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"3674",35,1,232,22,24,10,"東三河","南部",348,11990,1,384,6.489806667,1,0,0,0,0,925.5,0,0,0,NA,NA,NA,NA,NA
"3675",35,2,232,31,24,11,"東三河","盛岡",NA,NA,NA,NA,81.73475922,0,NA,0,0,35,787,150.326923076923,283.343195266272,0.477810650887574,NA,0,NA,0.001,0.998
"3676",35,2,232,31,24,11,"東三河","盛岡",312,11120,1,456,3.019956667,1,0,0,0,35,828.9,0,0,0,NA,0,NA,0.001,0.998
"3677",35,3,232,32,24,11,"東三河","北上中部",NA,NA,NA,NA,54.44988122,0,NA,0,0,1,787,150.326923076923,283.343195266272,0.477810650887574,NA,0,NA,0.001,0.998
"3678",35,3,232,32,24,11,"東三河","北上中部",312,10800,1,456,6.701510667,1,0,0,0,1,793.6,0,0,0,NA,0,NA,0.001,0.998
"3679",35,4,232,33,24,11,"東三河","両磐",NA,NA,NA,NA,104.49117122,0,NA,0,0,0,787,150.326923076923,283.343195266272,0.477810650887574,NA,NA,NA,NA,NA
"3680",35,4,232,33,24,11,"東三河","両磐",274,10480,1,532,2.879744667,1,0,0,0,0,738.7,0,0,0,NA,NA,NA,NA,NA
"3681",35,5,232,41,24,12,"東三河","仙台",NA,NA,NA,NA,65.80847022,0,NA,1,10,10,657,123.839339493131,349.491799845292,0.575327838027071,0.1,0.1,0.1,0.1,0
"3682",35,5,232,41,24,12,"東三河","仙台",238,9830,1,604,2.813723667,1,0,9,10,10,645.4,0,0,0,0.9,0.9,0.9,0.9,0
"3683",35,6,232,43,24,12,"東三河","古川",NA,NA,NA,NA,116.59520422,0,NA,0,0,0,657,123.839339493131,349.491799845292,0.575327838027071,NA,NA,NA,NA,NA
"3684",35,6,232,43,24,12,"東三河","古川",262,10150,1,556,6.559271667,1,0,0,0,0,709.8,0,0,0,NA,NA,NA,NA,NA
"3685",35,7,232,51,24,13,"東三河","秋田臨海",NA,NA,NA,NA,65.84701022,0,NA,1,1,1,674.5,79.575484854258,38.2624309392265,0.408839779005525,1,1,0.999,0.999,0
"3686",35,7,232,51,24,13,"東三河","秋田臨海",365,11990,1,350,3.806797667,1,0,0,1,1,956.2,0,0,0,0,0,0.001,0.001,0
"3687",35,8,232,61,24,15,"東三河","山形",NA,NA,NA,NA,67.88677122,0,NA,1,2,2,582,50,0,0,0.5,0.5,0.5,0.5,0
"3688",35,8,232,61,24,15,"東三河","山形",299,9830,1,482,2.813871667,1,0,1,2,2,653.5,0,0,0,0.5,0.5,0.5,0.5,0
"3689",35,9,232,63,24,12,"東三河","米沢",NA,NA,NA,NA,125.80994222,0,NA,0,1,1,657,123.839339493131,349.491799845292,0.575327838027071,0,0,0.001,0.001,0
"3690",35,9,232,63,24,12,"東三河","米沢",265,9610,1,550,3.250266667,1,0,1,1,1,606.5,0,0,0,1,1,0.999,0.999,0
"3691",35,10,232,64,24,12,"東三河","新庄",NA,NA,NA,NA,139.02371722,0,NA,0,0,0,657,123.839339493131,349.491799845292,0.575327838027071,NA,NA,NA,NA,NA
"3692",35,10,232,64,24,12,"東三河","新庄",347,10150,1,386,1.935258667,1,0,0,0,0,715,0,0,0,NA,NA,NA,NA,NA
"3693",35,11,232,71,24,12,"東三河","福島",NA,NA,NA,NA,102.49760072,0,NA,0,0,0,657,123.839339493131,349.491799845292,0.575327838027071,NA,NA,NA,NA,NA
"3694",35,11,232,71,24,12,"東三河","福島",230,8960,1,620,3.4759575,1,0,0,0,0,566.4,0,0,0,NA,NA,NA,NA,NA
"3695",35,12,232,73,24,17,"東三河","郡山",NA,NA,NA,NA,72.38577072,0,NA,0,7,7,0,0,0,0,0,0,0.001,0.001,0
"3696",35,12,232,73,24,17,"東三河","郡山",215,8420,1,650,4.483541667,1,0,7,7,7,520.3,0,0,0,1,1,0.999,0.999,0
"3697",35,13,232,76,24,17,"東三河","白河",NA,NA,NA,NA,74.07145572,0,NA,0,4,4,0,0,0,0,0,0,0.001,0.001,0
"3698",35,13,232,76,24,17,"東三河","白河",222,7560,1,636,4.047243334,1,0,4,4,4,479,0,0,0,1,1,0.999,0.999,0
"3699",35,14,232,91,24,18,"東三河","宇都宮",NA,NA,NA,NA,147.50583155,0,NA,0,0,1,500,121.348528758284,3.46930968527213,0.825846712649008,NA,0,NA,0.001,0.998
"3700",35,14,232,91,24,18,"東三河","宇都宮",188,6800,1,704,3.644173334,1,0,0,0,1,403.1,0,0,0,NA,0,NA,0.001,0.998
"3701",35,15,232,93,24,18,"東三河","栃木・小山",NA,NA,NA,NA,137.80015303,0,NA,0,1,2,500,121.348528758284,3.46930968527213,0.825846712649008,0,0,0.001,0.001,0.499
"3702",35,15,232,93,24,18,"東三河","栃木・小山",179,6260,1,722,10.936365926,1,0,1,1,2,374.2,0,0,0,1,0.5,0.999,0.5,0.499
"3703",35,16,232,95,24,18,"東三河","那須",NA,NA,NA,NA,198.58355522,0,NA,0,0,0,500,121.348528758284,3.46930968527213,0.825846712649008,NA,NA,NA,NA,NA
"3704",35,16,232,95,24,18,"東三河","那須",207,7340,1,666,8.402599667,1,0,0,0,0,451.4,0,0,0,NA,NA,NA,NA,NA
"3705",35,17,232,101,24,18,"東三河","前橋・高崎",NA,NA,NA,NA,164.23379622,0,NA,0,8,10,500,121.348528758284,3.46930968527213,0.825846712649008,0,0,0.001,0.001,0.199
"3706",35,17,232,101,24,18,"東三河","前橋・高崎",186,6480,1,708,10.371099667,1,0,8,8,10,398.6,0,0,0,1,0.8,0.999,0.8,0.199
"3707",35,18,232,104,24,18,"東三河","沼田・利根",NA,NA,NA,NA,189.30916022,0,NA,0,0,0,500,121.348528758284,3.46930968527213,0.825846712649008,NA,NA,NA,NA,NA
"3708",35,18,232,104,24,18,"東三河","沼田・利根",211,7340,1,658,10.025930667,1,0,0,0,0,445.2,0,0,0,NA,NA,NA,NA,NA
"3709",35,19,232,111,24,18,"東三河","浦和",NA,NA,NA,NA,87.39806422,0,NA,0,18,34,500,121.348528758284,3.46930968527213,0.825846712649008,0,0,0.001,0.001,0.469588235294118
"3710",35,19,232,111,24,18,"東三河","浦和",163,5620,1,754,6.897460667,1,0,18,18,34,323.9,0,0,0,1,0.529411764705882,0.999,0.529411764705882,0.469588235294118
"3711",35,20,232,113,24,18,"東三河","児玉・大里",NA,NA,NA,NA,125.93763622,0,NA,0,0,0,500,121.348528758284,3.46930968527213,0.825846712649008,NA,NA,NA,NA,NA
