rk,i,j,207ゾーンi,207ゾーンj,47ゾーンi,47ゾーンj,207ゾーン名i,207ゾーン名j,最寄りi,最寄りj,,"x_ij,k",ODij,所要時間,費用,航空便数,滞在可能時間,アクセシビリティ,鉄道ダミー,エアライン参入数
1289,12,51,73,402,17,37,郡山,北九州,郡山,小倉,郡山駅小倉駅,0,3,361,,,,2.587025,1,
1290,12,51,73,402,17,37,郡山,北九州,福島,福岡,福島駅福岡駅,3,3,0,,,,21.737168,0,
1291,12,52,73,432,17,41,郡山,八代・芦北,郡山,新八代,郡山駅新八代駅,0,0,478,,,,2.587025,1,
1292,12,52,73,432,17,41,郡山,八代・芦北,福島,熊本,福島駅熊本駅,0,0,0,,,,21.737168,0,
1293,12,53,73,461,17,44,郡山,鹿児島,郡山,鹿児島中央,郡山駅鹿児島中央駅,10,14,523,,,,2.587025,1,
1294,12,53,73,461,17,44,郡山,鹿児島,福島,鹿児島,福島駅鹿児島駅,4,14,0,,,,21.737168,0,
1295,12,54,73,462,17,44,郡山,川北薩・串木野,郡山,川内,郡山駅川内駅,0,0,511,,,,2.587025,1,
1296,12,54,73,462,17,44,郡山,川北薩・串木野,福島,鹿児島,福島駅鹿児島駅,0,0,0,,,,21.737168,0,
1297,13,1,76,22,17,10,白河,南部,新白河,八戸,新白河駅八戸駅,3,3,85,,,,4.994543,1,
1298,13,1,76,22,17,10,白河,南部,福島,三沢,福島駅三沢駅,0,3,0,,,,22.523849,0,
1299,13,2,76,31,17,11,白河,盛岡,新白河,盛岡,新白河駅盛岡駅,2,2,85,,,,4.994543,1,
1300,13,2,76,31,17,11,白河,盛岡,福島,花巻,福島駅花巻駅,0,2,0,,,,22.523849,0,
1301,13,3,76,32,17,11,白河,北上中部,新白河,新花巻,新白河駅新花巻駅,13,13,85,,,,4.994543,1,
1302,13,3,76,32,17,11,白河,北上中部,福島,花巻,福島駅花巻駅,0,13,0,,,,22.523849,0,
1303,13,4,76,33,17,11,白河,両磐,新白河,一ノ関,新白河駅一ノ関駅,3,3,85,,,,4.994543,1,
1304,13,4,76,33,17,11,白河,両磐,福島,花巻,福島駅花巻駅,0,3,0,,,,22.523849,0,
1305,13,5,76,41,17,12,白河,仙台,新白河,仙台,新白河駅仙台駅,0,0,85,,,,4.994543,1,
1306,13,5,76,41,17,12,白河,仙台,福島,仙台,福島駅仙台駅,0,0,0,,,,22.523849,0,
1307,13,6,76,43,17,12,白河,古川,新白河,くりこま高原,新白河駅くりこま高原駅,3,3,85,,,,4.994543,1,
1308,13,6,76,43,17,12,白河,古川,福島,仙台,福島駅仙台駅,0,3,0,,,,22.523849,0,
1309,13,7,76,51,17,13,白河,秋田臨海,新白河,秋田,新白河駅秋田駅,0,0,180,,,,4.994543,1,
1310,13,7,76,51,17,13,白河,秋田臨海,福島,秋田,福島駅秋田駅,0,0,0,,,,22.523849,0,
1311,13,8,76,61,17,15,白河,山形,新白河,山形,新白河駅山形駅,6,10,155,,,,4.994543,1,
1312,13,8,76,61,17,15,白河,山形,福島,山形,福島駅山形駅,4,10,0,,,,22.523849,0,
1313,13,9,76,63,17,12,白河,米沢,新白河,米沢,新白河駅米沢駅,7,11,121,,,,4.994543,1,
1314,13,9,76,63,17,12,白河,米沢,福島,仙台,福島駅仙台駅,4,11,0,,,,22.523849,0,
1315,13,10,76,64,17,12,白河,新庄,新白河,新庄,新白河駅新庄駅,0,0,203,,,,2.063467,1,
1316,13,10,76,64,17,12,白河,新庄,福島,仙台,福島駅仙台駅,0,0,0,,,,23.75999,0,
1317,13,11,76,71,17,12,白河,福島,新白河,福島,新白河駅福島駅,－,#VALUE!,85,,,,2.063467,1,
1318,13,11,76,71,17,12,白河,福島,福島,仙台,福島駅仙台駅,0,#VALUE!,0,,,,23.75999,0,
1319,13,12,76,73,17,17,白河,郡山,新白河,郡山,新白河駅郡山駅,－,#VALUE!,12,,,,2.063467,1,
1320,13,12,76,73,17,17,白河,郡山,福島,福島,福島駅福島駅,0,#VALUE!,0,,,,23.75999,0,
1321,13,13,76,76,17,17,白河,白河,新白河,新白河,新白河駅新白河駅,－,#VALUE!,0,,,,2.063467,1,
1322,13,13,76,76,17,17,白河,白河,福島,福島,福島駅福島駅,0,#VALUE!,0,,,,23.75999,0,
1323,13,14,76,91,17,18,白河,宇都宮,新白河,宇都宮,新白河駅宇都宮駅,0,0,29,,,,2.063467,1,
1324,13,14,76,91,17,18,白河,宇都宮,福島,羽田,福島駅羽田駅,0,0,0,,,,23.75999,0,
1325,13,15,76,93,17,18,白河,栃木・小山,新白河,小山,新白河駅小山駅,6,6,43,,,,2.063467,1,
1326,13,15,76,93,17,18,白河,栃木・小山,福島,羽田,福島駅羽田駅,0,6,0,,,,23.75999,0,
1327,13,16,76,95,17,18,白河,那須,新白河,那須塩原,新白河駅那須塩原駅,0,0,15,,,,2.063467,1,
1328,13,16,76,95,17,18,白河,那須,福島,羽田,福島駅羽田駅,0,0,0,,,,23.75999,0,
1329,13,17,76,101,17,18,白河,前橋・高崎,新白河,高崎,新白河駅高崎駅,3,3,83,,,,2.063467,1,
1330,13,17,76,101,17,18,白河,前橋・高崎,福島,羽田,福島駅羽田駅,0,3,0,,,,23.75999,0,
1331,13,18,76,104,17,18,白河,沼田・利根,新白河,上毛高原,新白河駅上毛高原駅,0,0,108,,,,2.063467,1,
1332,13,18,76,104,17,18,白河,沼田・利根,福島,羽田,福島駅羽田駅,0,0,0,,,,23.75999,0,
1333,13,19,76,111,17,18,白河,浦和,新白河,大宮,新白河駅大宮駅,83,83,59,,,,2.063467,1,
1334,13,19,76,111,17,18,白河,浦和,福島,羽田,福島駅羽田駅,0,83,0,,,,23.75999,0,
1335,13,20,76,113,17,18,白河,児玉・大里,新白河,熊谷,新白河駅熊谷駅,0,0,73,,,,2.063467,1,
1336,13,20,76,113,17,18,白河,児玉・大里,福島,羽田,福島駅羽田駅,0,0,0,,,,23.75999,0,
1337,13,21,76,131,17,18,白河,23区,新白河,東京,新白河駅東京駅,232,232,85,,,,2.063467,1,
1338,13,21,76,131,17,18,白河,23区,福島,羽田,福島駅羽田駅,0,232,0,,,,23.75999,0,
1339,13,22,76,141,17,18,白河,横浜,新白河,新横浜,新白河駅新横浜駅,41,41,104,,,,2.063467,1,
1340,13,22,76,141,17,18,白河,横浜,福島,羽田,福島駅羽田駅,0,41,0,,,,23.75999,0,
1341,13,23,76,144,17,18,白河,小田原,新白河,小田原,新白河駅小田原駅,0,0,125,,,,2.063467,1,
1342,13,23,76,144,17,18,白河,小田原,福島,羽田,福島駅羽田駅,0,0,0,,,,23.75999,0,
1343,13,24,76,151,17,20,白河,新潟,新白河,新潟,新白河駅新潟駅,2,2,154,,,,2.063467,1,
1344,13,24,76,151,17,20,白河,新潟,福島,新潟,福島駅新潟駅,0,2,0,,,,23.75999,0,
1345,13,25,76,152,17,20,白河,長岡,新白河,長岡,新白河駅長岡駅,1,1,131,,,,2.063467,1,
1346,13,25,76,152,17,20,白河,長岡,福島,新潟,福島駅新潟駅,0,1,0,,,,23.75999,0,
1347,13,26,76,154,17,20,白河,三条・燕,新白河,燕三条,新白河駅燕三条駅,0,0,142,,,,2.063467,1,
1348,13,26,76,154,17,20,白河,三条・燕,福島,新潟,福島駅新潟駅,0,0,0,,,,23.75999,0,
1349,13,27,76,155,17,20,白河,魚沼,新白河,浦佐,新白河駅浦佐駅,1,1,121,,,,2.063467,1,
1350,13,27,76,155,17,20,白河,魚沼,福島,新潟,福島駅新潟駅,0,1,0,,,,23.75999,0,
1351,13,28,76,201,17,18,白河,長野,新白河,長野,新白河駅長野駅,0,0,145,,,,2.063467,1,
1352,13,28,76,201,17,18,白河,長野,福島,羽田,福島駅羽田駅,0,0,0,,,,23.75999,0,
1353,13,29,76,203,17,24,白河,上田,新白河,上田,新白河駅上田駅,0,0,133,,,,2.063467,1,
1354,13,29,76,203,17,24,白河,上田,福島,名古屋,福島駅名古屋駅,0,0,0,,,,23.75999,0,
1355,13,30,76,211,17,24,白河,岐阜,新白河,岐阜羽島,新白河駅岐阜羽島駅,0,0,265,,,,2.063467,1,
1356,13,30,76,211,17,24,白河,岐阜,福島,名古屋,福島駅名古屋駅,0,0,0,,,,23.75999,0,
1357,13,31,76,221,17,18,白河,中部,新白河,静岡,新白河駅静岡駅,0,0,153,,,,2.063467,1,
1358,13,31,76,221,17,18,白河,中部,福島,羽田,福島駅羽田駅,0,0,0,,,,23.75999,0,
1359,13,32,76,222,17,24,白河,西部,新白河,浜松,新白河駅浜松駅,4,4,179,,,,2.063467,1,
1360,13,32,76,222,17,24,白河,西部,福島,名古屋,福島駅名古屋駅,0,4,0,,,,23.75999,0,
1361,13,33,76,223,17,18,白河,東部,新白河,三島,新白河駅三島駅,1,1,147,,,,2.063467,1,
1362,13,33,76,223,17,18,白河,東部,福島,羽田,福島駅羽田駅,0,1,0,,,,23.75999,0,
1363,13,34,76,231,17,24,白河,名古屋,新白河,名古屋,新白河駅名古屋駅,0,0,184,,,,2.063467,1,
1364,13,34,76,231,17,24,白河,名古屋,福島,名古屋,福島駅名古屋駅,0,0,0,,,,23.75999,0,
1365,13,35,76,232,17,24,白河,東三河,新白河,豊橋,新白河駅豊橋駅,4,4,222,,,,2.063467,1,
1366,13,35,76,232,17,24,白河,東三河,福島,名古屋,福島駅名古屋駅,0,4,0,,,,23.75999,0,
1367,13,36,76,233,17,24,白河,豊田,新白河,三河安城,新白河駅三河安城駅,2,2,241,,,,2.063467,1,
1368,13,36,76,233,17,24,白河,豊田,福島,名古屋,福島駅名古屋駅,0,2,0,,,,23.75999,0,
1369,13,37,76,252,17,25,白河,東北部,新白河,米原,新白河駅米原駅,0,0,284,,,,2.063467,1,
1370,13,37,76,252,17,25,白河,東北部,福島,関西国際,福島駅関西国際駅,0,0,0,,,,23.75999,0,
1371,13,38,76,261,17,25,白河,京都,新白河,京都,新白河駅京都駅,3,3,220,,,,2.063467,1,
1372,13,38,76,261,17,25,白河,京都,福島,関西国際,福島駅関西国際駅,0,3,0,,,,23.75999,0,
1373,13,39,76,271,17,25,白河,大阪,新白河,新大阪,新白河駅新大阪駅,4,6,235,,,,2.063467,1,
1374,13,39,76,271,17,25,白河,大阪,福島,関西国際,福島駅関西国際駅,2,6,0,,,,23.75999,0,
1375,13,40,76,281,17,25,白河,神戸,新白河,新神戸,新白河駅新神戸駅,1,1,248,,,,2.063467,1,
1376,13,40,76,281,17,25,白河,神戸,福島,関西国際,福島駅関西国際駅,0,1,0,,,,23.75999,0,
1377,13,41,76,283,17,25,白河,播磨,新白河,姫路,新白河駅姫路駅,2,2,265,,,,2.063467,1,
1378,13,41,76,283,17,25,白河,播磨,福島,関西国際,福島駅関西国際駅,0,2,0,,,,23.75999,0,
1379,13,42,76,331,17,30,白河,県南,新白河,岡山,新白河駅岡山駅,1,1,280,,,,2.063467,1,
1380,13,42,76,331,17,30,白河,県南,福島,岡山,福島駅岡山駅,0,1,0,,,,23.75999,0,
1381,13,43,76,341,17,31,白河,広島,新白河,広島,新白河駅広島駅,1,1,321,,,,2.063467,1,
1382,13,43,76,341,17,31,白河,広島,福島,広島,福島駅広島駅,0,1,0,,,,23.75999,0,
1383,13,44,76,342,17,31,白河,備後,新白河,福山,新白河駅福山駅,1,1,298,,,,2.063467,1,
1384,13,44,76,342,17,31,白河,備後,福島,広島,福島駅広島駅,0,1,0,,,,23.75999,0,
1385,13,45,76,351,17,32,白河,山口,新白河,新山口,新白河駅新山口駅,1,1,349,,,,2.063467,1,
1386,13,45,76,351,17,32,白河,山口,福島,山口宇部,福島駅山口宇部駅,0,1,0,,,,23.75999,0,
1387,13,46,76,352,17,32,白河,下関,新白河,新下関,新白河駅新下関駅,0,0,492,,,,2.063467,1,
1388,13,46,76,352,17,32,白河,下関,福島,山口宇部,福島駅山口宇部駅,0,0,0,,,,23.75999,0,
1389,13,47,76,353,17,32,白河,宇部,新白河,厚狭,新白河駅厚狭駅,0,0,481,,,,2.063467,1,
1390,13,47,76,353,17,32,白河,宇部,福島,山口宇部,福島駅山口宇部駅,0,0,0,,,,23.75999,0,
1391,13,48,76,354,17,32,白河,岩国,新白河,新岩国,新白河駅新岩国駅,0,0,431,,,,2.063467,1,
1392,13,48,76,354,17,32,白河,岩国,福島,山口宇部,福島駅山口宇部駅,0,0,0,,,,23.75999,0,
1393,13,49,76,355,17,32,白河,徳山,新白河,徳山,新白河駅徳山駅,0,0,346,,,,2.063467,1,
1394,13,49,76,355,17,32,白河,徳山,福島,山口宇部,福島駅山口宇部駅,0,0,0,,,,23.75999,0,
1395,13,50,76,401,17,37,白河,福岡,新白河,博多,新白河駅博多駅,0,2,385,,,,2.063467,1,
1396,13,50,76,401,17,37,白河,福岡,福島,福岡,福島駅福岡駅,2,2,0,,,,23.75999,0,
1397,13,51,76,402,17,37,白河,北九州,新白河,小倉,新白河駅小倉駅,0,0,368,,,,2.063467,1,
1398,13,51,76,402,17,37,白河,北九州,福島,福岡,福島駅福岡駅,0,0,0,,,,23.75999,0,
1399,13,52,76,432,17,41,白河,八代・芦北,新白河,新八代,新白河駅新八代駅,0,0,485,,,,2.063467,1,
1400,13,52,76,432,17,41,白河,八代・芦北,福島,熊本,福島駅熊本駅,0,0,0,,,,23.75999,0,
1401,13,53,76,461,17,44,白河,鹿児島,新白河,鹿児島中央,新白河駅鹿児島中央駅,1,2,530,,,,2.063467,1,
1402,13,53,76,461,17,44,白河,鹿児島,福島,鹿児島,福島駅鹿児島駅,1,2,0,,,,23.75999,0,
1403,13,54,76,462,17,44,白河,川北薩・串木野,新白河,川内,新白河駅川内駅,0,0,518,,,,2.063467,1,
1404,13,54,76,462,17,44,白河,川北薩・串木野,福島,鹿児島,福島駅鹿児島駅,0,0,0,,,,23.75999,0,
1405,14,1,91,22,18,10,宇都宮,南部,宇都宮,八戸,宇都宮駅八戸駅,2,3,51,,,,4.994543,1,
1406,14,1,91,22,18,10,宇都宮,南部,羽田,三沢,羽田駅三沢駅,1,3,0,,,,22.523849,0,
1407,14,2,91,31,18,11,宇都宮,盛岡,宇都宮,盛岡,宇都宮駅盛岡駅,4,4,143,,,,4.994543,1,
1408,14,2,91,31,18,11,宇都宮,盛岡,羽田,花巻,羽田駅花巻駅,0,4,0,,,,22.523849,0,
1409,14,3,91,32,18,11,宇都宮,北上中部,宇都宮,新花巻,宇都宮駅新花巻駅,1,2,131,,,,4.994543,1,
1410,14,3,91,32,18,11,宇都宮,北上中部,羽田,花巻,羽田駅花巻駅,1,2,0,,,,22.523849,0,
1411,14,4,91,33,18,11,宇都宮,両磐,宇都宮,一ノ関,宇都宮駅一ノ関駅,0,0,103,,,,4.994543,1,
1412,14,4,91,33,18,11,宇都宮,両磐,羽田,花巻,羽田駅花巻駅,0,0,0,,,,22.523849,0,
1413,14,5,91,41,18,12,宇都宮,仙台,宇都宮,仙台,宇都宮駅仙台駅,0,0,63,,,,4.994543,1,
1414,14,5,91,41,18,12,宇都宮,仙台,羽田,仙台,羽田駅仙台駅,0,0,0,,,,22.523849,0,
1415,14,6,91,43,18,12,宇都宮,古川,宇都宮,くりこま高原,宇都宮駅くりこま高原駅,0,0,91,,,,4.994543,1,
1416,14,6,91,43,18,12,宇都宮,古川,羽田,仙台,羽田駅仙台駅,0,0,0,,,,22.523849,0,
1417,14,7,91,51,18,13,宇都宮,秋田臨海,宇都宮,秋田,宇都宮駅秋田駅,0,0,238,,,,4.994543,1,
1418,14,7,91,51,18,13,宇都宮,秋田臨海,羽田,秋田,羽田駅秋田駅,0,0,0,,,,22.523849,0,
1419,14,8,91,61,18,15,宇都宮,山形,宇都宮,山形,宇都宮駅山形駅,0,0,112,,,,4.994543,1,
1420,14,8,91,61,18,15,宇都宮,山形,羽田,山形,羽田駅山形駅,0,0,0,,,,22.523849,0,
1421,14,9,91,63,18,12,宇都宮,米沢,宇都宮,米沢,宇都宮駅米沢駅,0,0,78,,,,4.994543,1,
1422,14,9,91,63,18,12,宇都宮,米沢,羽田,仙台,羽田駅仙台駅,0,0,0,,,,22.523849,0,
1423,14,10,91,64,18,12,宇都宮,新庄,宇都宮,新庄,宇都宮駅新庄駅,0,0,160,,,,1.579783,1,
1424,14,10,91,64,18,12,宇都宮,新庄,羽田,仙台,羽田駅仙台駅,0,0,0,,,,111.881241,0,
1425,14,11,91,71,18,12,宇都宮,福島,宇都宮,福島,宇都宮駅福島駅,16,16,42,,,,1.579783,1,
1426,14,11,91,71,18,12,宇都宮,福島,羽田,仙台,羽田駅仙台駅,0,16,0,,,,111.881241,0,
1427,14,12,91,73,18,17,宇都宮,郡山,宇都宮,郡山,宇都宮駅郡山駅,54,54,27,,,,1.579783,1,
1428,14,12,91,73,18,17,宇都宮,郡山,羽田,福島,羽田駅福島駅,0,54,0,,,,111.881241,0,
1429,14,13,91,76,18,17,宇都宮,白河,宇都宮,新白河,宇都宮駅新白河駅,0,0,29,,,,1.579783,1,
1430,14,13,91,76,18,17,宇都宮,白河,羽田,福島,羽田駅福島駅,0,0,0,,,,111.881241,0,
1431,14,14,91,91,18,18,宇都宮,宇都宮,宇都宮,宇都宮,宇都宮駅宇都宮駅,－,#VALUE!,0,,,,1.579783,1,
1432,14,14,91,91,18,18,宇都宮,宇都宮,羽田,羽田,羽田駅羽田駅,0,#VALUE!,0,,,,111.881241,0,
1433,14,15,91,93,18,18,宇都宮,栃木・小山,宇都宮,小山,宇都宮駅小山駅,－,#VALUE!,14,,,,1.579783,1,
1434,14,15,91,93,18,18,宇都宮,栃木・小山,羽田,羽田,羽田駅羽田駅,0,#VALUE!,0,,,,111.881241,0,
1435,14,16,91,95,18,18,宇都宮,那須,宇都宮,那須塩原,宇都宮駅那須塩原駅,－,#VALUE!,14,,,,1.579783,1,
1436,14,16,91,95,18,18,宇都宮,那須,羽田,羽田,羽田駅羽田駅,0,#VALUE!,0,,,,111.881241,0,
1437,14,17,91,101,18,18,宇都宮,前橋・高崎,宇都宮,高崎,宇都宮駅高崎駅,36,36,49,,,,1.579783,1,
1438,14,17,91,101,18,18,宇都宮,前橋・高崎,羽田,羽田,羽田駅羽田駅,0,36,0,,,,111.881241,0,
1439,14,18,91,104,18,18,宇都宮,沼田・利根,宇都宮,上毛高原,宇都宮駅上毛高原駅,0,0,74,,,,1.579783,1,
1440,14,18,91,104,18,18,宇都宮,沼田・利根,羽田,羽田,羽田駅羽田駅,0,0,0,,,,111.881241,0,
1441,14,19,91,111,18,18,宇都宮,浦和,宇都宮,大宮,宇都宮駅大宮駅,471,471,25,,,,1.579783,1,
1442,14,19,91,111,18,18,宇都宮,浦和,羽田,羽田,羽田駅羽田駅,0,471,0,,,,111.881241,0,
1443,14,20,91,113,18,18,宇都宮,児玉・大里,宇都宮,熊谷,宇都宮駅熊谷駅,7,7,39,,,,1.579783,1,
1444,14,20,91,113,18,18,宇都宮,児玉・大里,羽田,羽田,羽田駅羽田駅,0,7,0,,,,111.881241,0,
1445,14,21,91,131,18,18,宇都宮,23区,宇都宮,東京,宇都宮駅東京駅,1303,1303,51,,,,1.579783,1,
1446,14,21,91,131,18,18,宇都宮,23区,羽田,羽田,羽田駅羽田駅,0,1303,0,,,,111.881241,0,
1447,14,22,91,141,18,18,宇都宮,横浜,宇都宮,新横浜,宇都宮駅新横浜駅,119,119,70,,,,1.579783,1,
1448,14,22,91,141,18,18,宇都宮,横浜,羽田,羽田,羽田駅羽田駅,0,119,0,,,,111.881241,0,
1449,14,23,91,144,18,18,宇都宮,小田原,宇都宮,小田原,宇都宮駅小田原駅,14,14,91,,,,1.579783,1,
1450,14,23,91,144,18,18,宇都宮,小田原,羽田,羽田,羽田駅羽田駅,0,14,0,,,,111.881241,0,
1451,14,24,91,151,18,20,宇都宮,新潟,宇都宮,新潟,宇都宮駅新潟駅,2,2,120,,,,1.579783,1,
1452,14,24,91,151,18,20,宇都宮,新潟,羽田,新潟,羽田駅新潟駅,0,2,0,,,,111.881241,0,
1453,14,25,91,152,18,20,宇都宮,長岡,宇都宮,長岡,宇都宮駅長岡駅,13,13,97,,,,1.579783,1,
1454,14,25,91,152,18,20,宇都宮,長岡,羽田,新潟,羽田駅新潟駅,0,13,0,,,,111.881241,0,
1455,14,26,91,154,18,20,宇都宮,三条・燕,宇都宮,燕三条,宇都宮駅燕三条駅,0,0,108,,,,1.579783,1,
1456,14,26,91,154,18,20,宇都宮,三条・燕,羽田,新潟,羽田駅新潟駅,0,0,0,,,,111.881241,0,
1457,14,27,91,155,18,20,宇都宮,魚沼,宇都宮,浦佐,宇都宮駅浦佐駅,1,1,87,,,,1.579783,1,
1458,14,27,91,155,18,20,宇都宮,魚沼,羽田,新潟,羽田駅新潟駅,0,1,0,,,,111.881241,0,
1459,14,28,91,201,18,18,宇都宮,長野,宇都宮,長野,宇都宮駅長野駅,9,9,111,,,,1.579783,1,
1460,14,28,91,201,18,18,宇都宮,長野,羽田,羽田,羽田駅羽田駅,0,9,0,,,,111.881241,0,
1461,14,29,91,203,18,24,宇都宮,上田,宇都宮,上田,宇都宮駅上田駅,17,17,99,,,,1.579783,1,
1462,14,29,91,203,18,24,宇都宮,上田,羽田,名古屋,羽田駅名古屋駅,0,17,0,,,,111.881241,0,
1463,14,30,91,211,18,24,宇都宮,岐阜,宇都宮,岐阜羽島,宇都宮駅岐阜羽島駅,3,3,231,,,,1.579783,1,
1464,14,30,91,211,18,24,宇都宮,岐阜,羽田,名古屋,羽田駅名古屋駅,0,3,0,,,,111.881241,0,
1465,14,31,91,221,18,18,宇都宮,中部,宇都宮,静岡,宇都宮駅静岡駅,9,9,119,,,,1.579783,1,
1466,14,31,91,221,18,18,宇都宮,中部,羽田,羽田,羽田駅羽田駅,0,9,0,,,,111.881241,0,
1467,14,32,91,222,18,24,宇都宮,西部,宇都宮,浜松,宇都宮駅浜松駅,18,18,145,,,,1.579783,1,
1468,14,32,91,222,18,24,宇都宮,西部,羽田,名古屋,羽田駅名古屋駅,0,18,0,,,,111.881241,0,
1469,14,33,91,223,18,18,宇都宮,東部,宇都宮,三島,宇都宮駅三島駅,28,28,113,,,,1.579783,1,
1470,14,33,91,223,18,18,宇都宮,東部,羽田,羽田,羽田駅羽田駅,0,28,0,,,,111.881241,0,
1471,14,34,91,231,18,24,宇都宮,名古屋,宇都宮,名古屋,宇都宮駅名古屋駅,49,49,150,,,,1.579783,1,
1472,14,34,91,231,18,24,宇都宮,名古屋,羽田,名古屋,羽田駅名古屋駅,0,49,0,,,,111.881241,0,
1473,14,35,91,232,18,24,宇都宮,東三河,宇都宮,豊橋,宇都宮駅豊橋駅,0,0,188,,,,1.579783,1,
1474,14,35,91,232,18,24,宇都宮,東三河,羽田,名古屋,羽田駅名古屋駅,0,0,0,,,,111.881241,0,
1475,14,36,91,233,18,24,宇都宮,豊田,宇都宮,三河安城,宇都宮駅三河安城駅,13,13,207,,,,1.579783,1,
1476,14,36,91,233,18,24,宇都宮,豊田,羽田,名古屋,羽田駅名古屋駅,0,13,0,,,,111.881241,0,
1477,14,37,91,252,18,25,宇都宮,東北部,宇都宮,米原,宇都宮駅米原駅,7,7,250,,,,1.579783,1,
1478,14,37,91,252,18,25,宇都宮,東北部,羽田,関西国際,羽田駅関西国際駅,0,7,0,,,,111.881241,0,
1479,14,38,91,261,18,25,宇都宮,京都,宇都宮,京都,宇都宮駅京都駅,35,36,186,,,,1.579783,1,
1480,14,38,91,261,18,25,宇都宮,京都,羽田,関西国際,羽田駅関西国際駅,1,36,0,,,,111.881241,0,
1481,14,39,91,271,18,25,宇都宮,大阪,宇都宮,新大阪,宇都宮駅新大阪駅,39,41,201,,,,1.579783,1,
1482,14,39,91,271,18,25,宇都宮,大阪,羽田,関西国際,羽田駅関西国際駅,2,41,0,,,,111.881241,0,
1483,14,40,91,281,18,25,宇都宮,神戸,宇都宮,新神戸,宇都宮駅新神戸駅,14,17,214,,,,1.579783,1,
1484,14,40,91,281,18,25,宇都宮,神戸,羽田,関西国際,羽田駅関西国際駅,3,17,0,,,,111.881241,0,
1485,14,41,91,283,18,25,宇都宮,播磨,宇都宮,姫路,宇都宮駅姫路駅,6,6,231,,,,1.579783,1,
1486,14,41,91,283,18,25,宇都宮,播磨,羽田,関西国際,羽田駅関西国際駅,0,6,0,,,,111.881241,0,
1487,14,42,91,331,18,30,宇都宮,県南,宇都宮,岡山,宇都宮駅岡山駅,17,18,246,,,,1.579783,1,
1488,14,42,91,331,18,30,宇都宮,県南,羽田,岡山,羽田駅岡山駅,1,18,0,,,,111.881241,0,
1489,14,43,91,341,18,31,宇都宮,広島,宇都宮,広島,宇都宮駅広島駅,15,18,287,,,,1.579783,1,
1490,14,43,91,341,18,31,宇都宮,広島,羽田,広島,羽田駅広島駅,3,18,0,,,,111.881241,0,
1491,14,44,91,342,18,31,宇都宮,備後,宇都宮,福山,宇都宮駅福山駅,2,2,264,,,,1.579783,1,
1492,14,44,91,342,18,31,宇都宮,備後,羽田,広島,羽田駅広島駅,0,2,0,,,,111.881241,0,
1493,14,45,91,351,18,32,宇都宮,山口,宇都宮,新山口,宇都宮駅新山口駅,1,1,315,,,,1.579783,1,
1494,14,45,91,351,18,32,宇都宮,山口,羽田,山口宇部,羽田駅山口宇部駅,0,1,0,,,,111.881241,0,
1495,14,46,91,352,18,32,宇都宮,下関,宇都宮,新下関,宇都宮駅新下関駅,0,0,458,,,,1.579783,1,
1496,14,46,91,352,18,32,宇都宮,下関,羽田,山口宇部,羽田駅山口宇部駅,0,0,0,,,,111.881241,0,
1497,14,47,91,353,18,32,宇都宮,宇部,宇都宮,厚狭,宇都宮駅厚狭駅,0,1,447,,,,1.579783,1,
