"","rk","i","j","X207ゾーンi","X207ゾーンj","X47ゾーンi","X47ゾーンj","X207ゾーン名i","X207ゾーン名j","最寄りi","最寄りj","X","x_ij.k","ODij","所要時間","費用","航空便数","滞在可能時間","アクセシビリティ","鉄道ダミー","エアライン参入数"
"2058",2058,20,3,113,32,18,11,"児玉・大里","北上中部","羽田","花巻","羽田駅花巻駅","0","4",0,NA,NA,NA,75.420147,0,NA
"2059",2059,20,4,113,33,18,11,"児玉・大里","両磐","熊谷","一ノ関","熊谷駅一ノ関駅","2","2",125,14680,NA,NA,0.709362,1,NA
"2060",2060,20,4,113,33,18,11,"児玉・大里","両磐","羽田","花巻","羽田駅花巻駅","0","2",0,NA,NA,NA,75.420147,0,NA
"2061",2061,20,5,113,41,18,12,"児玉・大里","仙台","熊谷","仙台","熊谷駅仙台駅","9","9",89,11880,NA,NA,0.709362,1,NA
"2062",2062,20,5,113,41,18,12,"児玉・大里","仙台","羽田","仙台","羽田駅仙台駅","0","9",60,9050,1460,270,75.420147,0,2
"2063",2063,20,6,113,43,18,12,"児玉・大里","古川","熊谷","くりこま高原","熊谷駅くりこま高原駅","0","0",113,14040,NA,NA,0.709362,1,NA
"2064",2064,20,6,113,43,18,12,"児玉・大里","古川","羽田","仙台","羽田駅仙台駅","0","0",60,9050,1460,270,75.420147,0,2
"2065",2065,20,7,113,51,18,13,"児玉・大里","秋田臨海","熊谷","秋田","熊谷駅秋田駅","3","3",216,19660,NA,NA,0.709362,1,NA
"2066",2066,20,7,113,51,18,13,"児玉・大里","秋田臨海","羽田","秋田","羽田駅秋田駅","0","3",70,12300,2555,660,75.420147,0,2
"2067",2067,20,8,113,61,18,15,"児玉・大里","山形","熊谷","山形","熊谷駅山形駅","2","2",151,12520,NA,NA,0.709362,1,NA
"2068",2068,20,8,113,61,18,15,"児玉・大里","山形","羽田","山形","羽田駅山形駅","0","2",60,9100,365,80,75.420147,0,1
"2069",2069,20,9,113,63,18,12,"児玉・大里","米沢","熊谷","米沢","熊谷駅米沢駅","0","0",117,10800,NA,NA,0.709362,1,NA
"2070",2070,20,9,113,63,18,12,"児玉・大里","米沢","羽田","仙台","羽田駅仙台駅","0","0",60,9050,1460,270,75.420147,0,2
"2071",2071,20,10,113,64,18,12,"児玉・大里","新庄","熊谷","新庄","熊谷駅新庄駅","0","0",199,14040,NA,NA,0.709362,1,NA
"2072",2072,20,10,113,64,18,12,"児玉・大里","新庄","羽田","仙台","羽田駅仙台駅","0","0",60,9050,1460,270,75.420147,0,2
"2073",2073,20,11,113,71,18,12,"児玉・大里","福島","熊谷","福島","熊谷駅福島駅","3","3",81,9500,NA,NA,0.709362,1,NA
"2074",2074,20,11,113,71,18,12,"児玉・大里","福島","羽田","仙台","羽田駅仙台駅","0","3",60,9050,1460,270,75.420147,0,2
"2075",2075,20,12,113,73,18,17,"児玉・大里","郡山","熊谷","郡山","熊谷駅郡山駅","7","7",66,8000,NA,NA,0.709362,1,NA
"2076",2076,20,12,113,73,18,17,"児玉・大里","郡山","羽田","福島","羽田駅福島駅","0","7",0,NA,NA,NA,75.420147,0,NA
"2077",2077,20,13,113,76,18,17,"児玉・大里","白河","熊谷","新白河","熊谷駅新白河駅","0","0",73,6700,NA,NA,0.709362,1,NA
"2078",2078,20,13,113,76,18,17,"児玉・大里","白河","羽田","福島","羽田駅福島駅","0","0",0,NA,NA,NA,75.420147,0,NA
"2079",2079,20,14,113,91,18,18,"児玉・大里","宇都宮","熊谷","宇都宮","熊谷駅宇都宮駅","7","7",39,3880,NA,NA,0.709362,1,NA
"2080",2080,20,14,113,91,18,18,"児玉・大里","宇都宮","羽田","羽田","羽田駅羽田駅","0","7",0,NA,NA,NA,75.420147,0,NA
"2081",2081,20,15,113,93,18,18,"児玉・大里","栃木・小山","熊谷","小山","熊谷駅小山駅","0","0",30,2980,NA,NA,0.709362,1,NA
"2082",2082,20,15,113,93,18,18,"児玉・大里","栃木・小山","羽田","羽田","羽田駅羽田駅","0","0",0,NA,NA,NA,75.420147,0,NA
"2083",2083,20,16,113,95,18,18,"児玉・大里","那須","熊谷","那須塩原","熊谷駅那須塩原駅","6","6",58,6040,NA,NA,0.709362,1,NA
"2084",2084,20,16,113,95,18,18,"児玉・大里","那須","羽田","羽田","羽田駅羽田駅","0","6",0,NA,NA,NA,75.420147,0,NA
"2085",2085,20,17,113,101,18,18,"児玉・大里","前橋・高崎","熊谷","高崎","熊谷駅高崎駅","13","13",10,1520,NA,NA,0.709362,1,NA
"2086",2086,20,17,113,101,18,18,"児玉・大里","前橋・高崎","羽田","羽田","羽田駅羽田駅","0","13",0,NA,NA,NA,75.420147,0,NA
"2087",2087,20,18,113,104,18,18,"児玉・大里","沼田・利根","熊谷","上毛高原","熊谷駅上毛高原駅","2","2",36,2980,NA,NA,0.709362,1,NA
"2088",2088,20,18,113,104,18,18,"児玉・大里","沼田・利根","羽田","羽田","羽田駅羽田駅","0","2",0,NA,NA,NA,75.420147,0,NA
"2089",2089,20,19,113,111,18,18,"児玉・大里","浦和","熊谷","大宮","熊谷駅大宮駅","－","#VALUE!",14,1160,NA,NA,0.709362,1,NA
"2090",2090,20,19,113,111,18,18,"児玉・大里","浦和","羽田","羽田","羽田駅羽田駅","0","#VALUE!",0,NA,NA,NA,75.420147,0,NA
"2091",2091,20,20,113,113,18,18,"児玉・大里","児玉・大里","熊谷","熊谷","熊谷駅熊谷駅","－","#VALUE!",0,NA,NA,NA,0.709362,1,NA
"2092",2092,20,20,113,113,18,18,"児玉・大里","児玉・大里","羽田","羽田","羽田駅羽田駅","0","#VALUE!",0,NA,NA,NA,75.420147,0,NA
"2093",2093,20,21,113,131,18,18,"児玉・大里","23区","熊谷","東京","熊谷駅東京駅","－","#VALUE!",39,2280,NA,NA,0.709362,1,NA
"2094",2094,20,21,113,131,18,18,"児玉・大里","23区","羽田","羽田","羽田駅羽田駅","0","#VALUE!",0,NA,NA,NA,75.420147,0,NA
"2095",2095,20,22,113,141,18,18,"児玉・大里","横浜","熊谷","新横浜","熊谷駅新横浜駅","－","#VALUE!",58,3320,NA,NA,0.709362,1,NA
"2096",2096,20,22,113,141,18,18,"児玉・大里","横浜","羽田","羽田","羽田駅羽田駅","0","#VALUE!",0,NA,NA,NA,75.420147,0,NA
"2097",2097,20,23,113,144,18,18,"児玉・大里","小田原","熊谷","小田原","熊谷駅小田原駅","－","#VALUE!",79,5180,NA,NA,0.709362,1,NA
"2098",2098,20,23,113,144,18,18,"児玉・大里","小田原","羽田","羽田","羽田駅羽田駅","0","#VALUE!",0,NA,NA,NA,75.420147,0,NA
"2099",2099,20,24,113,151,18,20,"児玉・大里","新潟","熊谷","新潟","熊谷駅新潟駅","26","26",81,9500,NA,NA,0.709362,1,NA
"2100",2100,20,24,113,151,18,20,"児玉・大里","新潟","羽田","新潟","羽田駅新潟駅","0","26",0,NA,NA,NA,75.420147,0,NA
"2101",2101,20,25,113,152,18,20,"児玉・大里","長岡","熊谷","長岡","熊谷駅長岡駅","2","2",58,7340,NA,NA,0.709362,1,NA
"2102",2102,20,25,113,152,18,20,"児玉・大里","長岡","羽田","新潟","羽田駅新潟駅","0","2",0,NA,NA,NA,75.420147,0,NA
"2103",2103,20,26,113,154,18,20,"児玉・大里","三条・燕","熊谷","燕三条","熊谷駅燕三条駅","3","3",69,8000,NA,NA,0.709362,1,NA
"2104",2104,20,26,113,154,18,20,"児玉・大里","三条・燕","羽田","新潟","羽田駅新潟駅","0","3",0,NA,NA,NA,75.420147,0,NA
"2105",2105,20,27,113,155,18,20,"児玉・大里","魚沼","熊谷","浦佐","熊谷駅浦佐駅","2","2",48,6040,NA,NA,0.709362,1,NA
"2106",2106,20,27,113,155,18,20,"児玉・大里","魚沼","羽田","新潟","羽田駅新潟駅","0","2",0,NA,NA,NA,75.420147,0,NA
"2107",2107,20,28,113,201,18,18,"児玉・大里","長野","熊谷","長野","熊谷駅長野駅","14","14",73,5180,NA,NA,0.709362,1,NA
"2108",2108,20,28,113,201,18,18,"児玉・大里","長野","羽田","羽田","羽田駅羽田駅","0","14",0,NA,NA,NA,75.420147,0,NA
"2109",2109,20,29,113,203,18,24,"児玉・大里","上田","熊谷","上田","熊谷駅上田駅","20","20",61,4540,NA,NA,0.709362,1,NA
"2110",2110,20,29,113,203,18,24,"児玉・大里","上田","羽田","名古屋","羽田駅名古屋駅","0","20",0,NA,NA,NA,75.420147,0,NA
"2111",2111,20,30,113,211,18,24,"児玉・大里","岐阜","熊谷","岐阜羽島","熊谷駅岐阜羽島駅","5","5",219,15120,NA,NA,0.709362,1,NA
"2112",2112,20,30,113,211,18,24,"児玉・大里","岐阜","羽田","名古屋","羽田駅名古屋駅","0","5",0,NA,NA,NA,75.420147,0,NA
"2113",2113,20,31,113,221,18,18,"児玉・大里","中部","熊谷","静岡","熊谷駅静岡駅","3","3",107,8860,NA,NA,0.709362,1,NA
"2114",2114,20,31,113,221,18,18,"児玉・大里","中部","羽田","羽田","羽田駅羽田駅","0","3",0,NA,NA,NA,75.420147,0,NA
"2115",2115,20,32,113,222,18,24,"児玉・大里","西部","熊谷","浜松","熊谷駅浜松駅","8","8",133,11240,NA,NA,0.709362,1,NA
"2116",2116,20,32,113,222,18,24,"児玉・大里","西部","羽田","名古屋","羽田駅名古屋駅","0","8",0,NA,NA,NA,75.420147,0,NA
"2117",2117,20,33,113,223,18,18,"児玉・大里","東部","熊谷","三島","熊谷駅三島駅","24","24",101,6700,NA,NA,0.709362,1,NA
"2118",2118,20,33,113,223,18,18,"児玉・大里","東部","羽田","羽田","羽田駅羽田駅","0","24",0,NA,NA,NA,75.420147,0,NA
"2119",2119,20,34,113,231,18,24,"児玉・大里","名古屋","熊谷","名古屋","熊谷駅名古屋駅","11","11",138,14040,NA,NA,0.709362,1,NA
"2120",2120,20,34,113,231,18,24,"児玉・大里","名古屋","羽田","名古屋","羽田駅名古屋駅","0","11",0,NA,NA,NA,75.420147,0,NA
"2121",2121,20,35,113,232,18,24,"児玉・大里","東三河","熊谷","豊橋","熊谷駅豊橋駅","0","0",176,11880,NA,NA,0.709362,1,NA
"2122",2122,20,35,113,232,18,24,"児玉・大里","東三河","羽田","名古屋","羽田駅名古屋駅","0","0",0,NA,NA,NA,75.420147,0,NA
"2123",2123,20,36,113,233,18,24,"児玉・大里","豊田","熊谷","三河安城","熊谷駅三河安城駅","5","5",195,13600,NA,NA,0.709362,1,NA
"2124",2124,20,36,113,233,18,24,"児玉・大里","豊田","羽田","名古屋","羽田駅名古屋駅","0","5",0,NA,NA,NA,75.420147,0,NA
"2125",2125,20,37,113,252,18,25,"児玉・大里","東北部","熊谷","米原","熊谷駅米原駅","5","5",238,16420,NA,NA,0.709362,1,NA
"2126",2126,20,37,113,252,18,25,"児玉・大里","東北部","羽田","関西国際","羽田駅関西国際駅","0","5",72.6111111085,11550,21900,870,75.420147,0,2.71428571428571
"2127",2127,20,38,113,261,18,25,"児玉・大里","京都","熊谷","京都","熊谷駅京都駅","45","45",174,17920,NA,NA,0.709362,1,NA
"2128",2128,20,38,113,261,18,25,"児玉・大里","京都","羽田","関西国際","羽田駅関西国際駅","0","45",72.6111111085,11550,21900,870,75.420147,0,2.71428571428571
"2129",2129,20,39,113,271,18,25,"児玉・大里","大阪","熊谷","新大阪","熊谷駅新大阪駅","7","8",189,19220,NA,NA,0.709362,1,NA
"2130",2130,20,39,113,271,18,25,"児玉・大里","大阪","羽田","関西国際","羽田駅関西国際駅","1","8",72.6111111085,11550,21900,870,75.420147,0,2.71428571428571
"2131",2131,20,40,113,281,18,25,"児玉・大里","神戸","熊谷","新神戸","熊谷駅新神戸駅","4","4",202,19660,NA,NA,0.709362,1,NA
"2132",2132,20,40,113,281,18,25,"児玉・大里","神戸","羽田","関西国際","羽田駅関西国際駅","0","4",72.6111111085,11550,21900,870,75.420147,0,2.71428571428571
"2133",2133,20,41,113,283,18,25,"児玉・大里","播磨","熊谷","姫路","熊谷駅姫路駅","4","4",219,20300,NA,NA,0.709362,1,NA
"2134",2134,20,41,113,283,18,25,"児玉・大里","播磨","羽田","関西国際","羽田駅関西国際駅","0","4",72.6111111085,11550,21900,870,75.420147,0,2.71428571428571
"2135",2135,20,42,113,331,18,30,"児玉・大里","県南","熊谷","岡山","熊谷駅岡山駅","10","11",234,21600,NA,NA,0.709362,1,NA
"2136",2136,20,42,113,331,18,30,"児玉・大里","県南","羽田","岡山","羽田駅岡山駅","1","11",80,15050,3285,635,75.420147,0,2
"2137",2137,20,43,113,341,18,31,"児玉・大里","広島","熊谷","広島","熊谷駅広島駅","5","7",275,23980,NA,NA,0.709362,1,NA
"2138",2138,20,43,113,341,18,31,"児玉・大里","広島","羽田","広島","羽田駅広島駅","2","7",87.5,15400,5840,735,75.420147,0,3
"2139",2139,20,44,113,342,18,31,"児玉・大里","備後","熊谷","福山","熊谷駅福山駅","1","1",252,22680,NA,NA,0.709362,1,NA
"2140",2140,20,44,113,342,18,31,"児玉・大里","備後","羽田","広島","羽田駅広島駅","0","1",87.5,15400,5840,735,75.420147,0,3
"2141",2141,20,45,113,351,18,32,"児玉・大里","山口","熊谷","新山口","熊谷駅新山口駅","2","2",303,26360,NA,NA,0.709362,1,NA
"2142",2142,20,45,113,351,18,32,"児玉・大里","山口","羽田","山口宇部","羽田駅山口宇部駅","0","2",100,17300,2920,655,75.420147,0,2
"2143",2143,20,46,113,352,18,32,"児玉・大里","下関","熊谷","新下関","熊谷駅新下関駅","0","0",446,27000,NA,NA,0.709362,1,NA
"2144",2144,20,46,113,352,18,32,"児玉・大里","下関","羽田","山口宇部","羽田駅山口宇部駅","0","0",100,17300,2920,655,75.420147,0,2
"2145",2145,20,47,113,353,18,32,"児玉・大里","宇部","熊谷","厚狭","熊谷駅厚狭駅","0","0",435,27000,NA,NA,0.709362,1,NA
"2146",2146,20,47,113,353,18,32,"児玉・大里","宇部","羽田","山口宇部","羽田駅山口宇部駅","0","0",100,17300,2920,655,75.420147,0,2
"2147",2147,20,48,113,354,18,32,"児玉・大里","岩国","熊谷","新岩国","熊谷駅新岩国駅","0","0",385,25280,NA,NA,0.709362,1,NA
"2148",2148,20,48,113,354,18,32,"児玉・大里","岩国","羽田","山口宇部","羽田駅山口宇部駅","0","0",100,17300,2920,655,75.420147,0,2
"2149",2149,20,49,113,355,18,32,"児玉・大里","徳山","熊谷","徳山","熊谷駅徳山駅","1","1",300,25920,NA,NA,0.709362,1,NA
"2150",2150,20,49,113,355,18,32,"児玉・大里","徳山","羽田","山口宇部","羽田駅山口宇部駅","0","1",100,17300,2920,655,75.420147,0,2
"2151",2151,20,50,113,401,18,37,"児玉・大里","福岡","熊谷","博多","熊谷駅博多駅","1","5",339,28300,NA,NA,0.709362,1,NA
"2152",2152,20,50,113,401,18,37,"児玉・大里","福岡","羽田","福岡","羽田駅福岡駅","4","5",107.826086956522,16697.1014492754,25185,805,75.420147,0,2.33333333333333
"2153",2153,20,51,113,402,18,37,"児玉・大里","北九州","熊谷","小倉","熊谷駅小倉駅","7","8",322,27640,NA,NA,0.709362,1,NA
"2154",2154,20,51,113,402,18,37,"児玉・大里","北九州","羽田","福岡","羽田駅福岡駅","1","8",107.826086956522,16697.1014492754,25185,805,75.420147,0,2.33333333333333
"2155",2155,20,52,113,432,18,41,"児玉・大里","八代・芦北","熊谷","新八代","熊谷駅新八代駅","0","0",439,30680,NA,NA,0.709362,1,NA
"2156",2156,20,52,113,432,18,41,"児玉・大里","八代・芦北","羽田","熊本","羽田駅熊本駅","0","0",110,17325,5840,660,75.420147,0,3
"2157",2157,20,53,113,461,18,44,"児玉・大里","鹿児島","熊谷","鹿児島中央","熊谷駅鹿児島中央駅","0","2",484,33040,NA,NA,0.709362,1,NA
"2158",2158,20,53,113,461,18,44,"児玉・大里","鹿児島","羽田","鹿児島","羽田駅鹿児島駅","2","2",110,18756.25,5840,630,75.420147,0,3
"2159",2159,20,54,113,462,18,44,"児玉・大里","川北薩・串木野","熊谷","川内","熊谷駅川内駅","0","0",472,32620,NA,NA,0.709362,1,NA
"2160",2160,20,54,113,462,18,44,"児玉・大里","川北薩・串木野","羽田","鹿児島","羽田駅鹿児島駅","0","0",110,18756.25,5840,630,75.420147,0,3
"2161",2161,21,1,131,22,18,10,"23区","南部","東京","八戸","東京駅八戸駅","21","21",211,19220,NA,NA,1.524693,1,NA
"2162",2162,21,1,131,22,18,10,"23区","南部","羽田","三沢","羽田駅三沢駅","0","21",80,14750,1095,585,31.21727,0,1
"2163",2163,21,2,131,31,18,11,"23区","盛岡","東京","盛岡","東京駅盛岡駅","31","31",175,16840,NA,NA,1.524693,1,NA
"2164",2164,21,2,131,31,18,11,"23区","盛岡","羽田","花巻","羽田駅花巻駅","0","31",0,NA,NA,NA,31.21727,0,NA
"2165",2165,21,3,131,32,18,11,"23区","北上中部","東京","新花巻","東京駅新花巻駅","1","1",175,15760,NA,NA,1.524693,1,NA
